Class;WMC;DIT;CBO;LOC;CIC;CCC;Bug
DrawingRecord;17.0;4.0;18.0;73;1;1;2
HyperlinkType;5.0;0;23.0;74;0;0;2
XDDFShape3D;2.0;1.0;1.0;141;0;0;3
ChartStartObjectRecord;8.0;4.0;6.0;65;1;1;2
TestPOIXMLDocument;26.0;1.0;25.0;141;0;0;2
TestFormulaEvaluatorOnXSSF;23.0;1.0;19.0;141;0;0;2
WmfPaintRegion;6.0;1.0;7.0;141;0;0;3
TestDocumentDescriptor;15.0;1.0;4.0;141;0;0;3
HwmfMapMode;4.0;0;4.0;141;0;0;3
TestAxisOptionsRecord;2.0;1.0;5.0;141;0;0;3
EmfCreateDibPatternBrushPt;6.0;2.0;12.0;141;0;0;3
ExControlAtom;7.0;3.0;7.0;141;0;0;3
FreeformShape;0;0;0;22;0;0;0
GreaterThanPtg;5.0;4.0;5.0;38;1;0;1
StringPtg;15.0;3.0;14.0;80;1;1;2
TestOutlook30FileRead;10.0;1.0;5.0;141;0;0;3
ArrayEval;6.0;3.0;6.0;17;0;0;0
TestTextStyleListing;3.0;2.0;3.0;141;0;0;3
Hex2Dec;4.0;2.0;13.0;40;1;1;2
BitMaskTextProp;31.0;2.0;14.0;141;0;0;1
AllHWPFTests;0.0;1.0;41.0;141;0;0;2
BufferUnderrunException;1.0;4.0;3.0;16;0;0;0
BarGrouping;3.0;0;5.0;141;0;0;3
XYNumericFunction;17.0;2.0;15.0;140;1;0;2
AbstractPtgTestCase;2.0;1.0;11.0;141;0;0;3
StringLookupComparer;5.0;2.0;7.0;29;0;0;0
HSLFEscherRecordFactory;4.0;2.0;9.0;141;0;0;3
CellReference;76.0;1.0;131.0;528;1;1;2
HSSFSimpleShape;27.0;2.0;49.0;202;1;0;2
ObjectPoolImpl;5.0;1.0;6.0;141;0;0;3
ByteArrayBackedDataSource;13.0;2.0;5.0;68;1;1;2
XSLFNotesMaster;10.0;3.0;12.0;141;0;0;3
TestTask;0;0;0;141;0;0;3
EmfPlusRestore;2.0;2.0;3.0;141;0;0;3
TestGeomean;13.0;1.0;10.0;141;0;0;3
TestNumberedList;3.0;1.0;11.0;141;0;0;3
WindowOneRecord;37.0;4.0;14.0;321;1;1;2
TestFormulaViewer;3.0;2.0;7.0;141;0;0;3
ProtectRecord;13.0;4.0;13.0;72;1;1;2
TestTrendFunctionsFromSpreadsheet;1.0;2.0;2.0;141;0;0;3
GenericRecordJsonWriter;71.0;1.0;114.0;444;1;1;2
EmfCommentDataGeneric;6.0;1.0;10.0;141;0;0;3
TestAreas;2.0;1.0;10.0;141;0;0;3
PolyTextOutA;0.0;2.0;2.0;141;0;0;3
Lookup;6.0;2.0;8.0;74;1;1;2
WeekdayFunc;10.0;1.0;12.0;86;1;1;2
HwmfTextAlignment;0.0;0;4.0;141;0;0;3
ChunkHeader;14.0;1.0;8.0;141;0;0;3
TestXSSFCategoryAxis;1.0;1.0;10.0;141;0;0;3
CombineMode;4.0;0;3.0;141;0;0;3
TestRank;3.0;1.0;9.0;141;0;0;3
TestPOIFSProperties;5.0;1.0;14.0;141;0;0;3
AllSSFormulaTests;0.0;1.0;5.0;141;0;0;3
PolyTextOutW;0.0;2.0;2.0;141;0;0;3
FontIndexRecord;12.0;4.0;8.0;59;1;1;2
TestXMLPropertiesTextExtractor;5.0;1.0;9.0;141;0;0;3
HemfDraw;9.0;1.0;51.0;141;0;0;2
AllPOIFSPropertyTests;0.0;1.0;6.0;141;0;0;3
DoublePropertyValue;4.0;2.0;6.0;141;0;0;3
TimePropertyValue;4.0;2.0;9.0;141;0;0;3
TestXSLFTable;17.0;1.0;27.0;141;0;0;2
XDGFPageContents;9.0;4.0;11.0;141;0;0;3
DateWindow1904Record;11.0;4.0;9.0;55;1;1;2
BooleanMatcher;14.0;2.0;8.0;53;0;0;0
StreamStore;5.0;1.0;12.0;141;0;0;3
TestIndex;22.0;1.0;21.0;141;0;0;2
BooleanLookupComparer;5.0;2.0;5.0;22;0;0;0
TestRecordInputStream;4.0;1.0;6.0;141;0;0;3
CombinedIterable;17.0;1.0;3.0;141;0;0;3
TestStringRecord;6.0;1.0;11.0;141;0;0;3
TestExtractor;29.0;1.0;20.0;141;0;0;2
TestXSLFSlideShow;8.0;1.0;8.0;141;0;0;3
DummyDataInputStream;7.0;2.0;2.0;141;0;0;3
HwmfText;0.0;1.0;6.0;141;0;0;3
HtmlHelper;0;0;0;141;0;0;3
ZipSecureFile;12.0;1.0;8.0;141;0;0;3
HeaderBlockConstants;0;0;0;25;0;0;0
Locator;0.0;1.0;5.0;141;0;0;3
FileIdCluster;8.0;1.0;6.0;33;0;0;0
TestTextRulerAtom;3.0;1.0;4.0;141;0;0;3
ExtendedColor;28.0;1.0;13.0;154;1;1;2
TabDescriptor;5.0;2.0;4.0;141;0;0;3
HSSFShapeFactory;24.0;1.0;28.0;98;0;1;2
MAPIStringAttribute;10.0;2.0;13.0;141;0;0;3
DataExtraction;9.0;1.0;9.0;141;0;0;3
TestDocumentProperty;12.0;1.0;8.0;141;0;0;3
TestHPSFPropertiesExtractor;8.0;1.0;12.0;141;0;0;3
ChunkNotFoundException;2.0;3.0;11.0;141;0;0;3
FontReplacer;0;0;0;141;0;0;3
TestXMLHelper;12.0;1.0;1.0;141;0;0;3
EmfPlusImageAttributes;9.0;1.0;11.0;141;0;0;3
XSSFMap;15.0;1.0;19.0;141;0;0;2
HSSFRangeCopier;4.0;2.0;8.0;16;1;0;1
PersistPtrHolder;19.0;4.0;19.0;141;0;0;2
CmpOp;26.0;1.0;6.0;99;0;1;1
AllSSUtilTests;0.0;1.0;9.0;141;0;0;3
SystemTimeUtils;4.0;1.0;4.0;141;0;0;3
WmfRectangle;6.0;1.0;8.0;141;0;0;3
WorkingWithPageSetup;1.0;1.0;6.0;141;0;0;3
CellTextFormatter;7.0;2.0;6.0;50;1;1;2
XDDFPoint2D;6.0;1.0;1.0;141;0;0;3
SelectedSheet;1.0;1.0;3.0;141;0;0;3
HwmfLineJoin;4.0;0;4.0;141;0;0;3
XDDFBulletStyleAutoNumbered;9.0;1.0;3.0;141;0;0;3
XDDFBulletStylePicture;5.0;1.0;3.0;141;0;0;3
Fixed2ArgFunction;2.0;1.0;26.0;13;1;0;2
ForkedEvaluationWorkbook;25.0;1.0;15.0;119;1;0;2
TestEscherSplitMenuColorsRecord;4.0;1.0;7.0;141;0;0;3
PaletteRecord;16.0;4.0;11.0;150;1;1;2
BaseTestCloneSheet;5.0;1.0;6.0;141;0;0;3
WorkdayCalculator;24.0;1.0;5.0;124;0;1;1
ParagraphPropertyFetcher;30.0;2.0;9.0;141;0;0;1
LayoutMode;3.0;0;4.0;141;0;0;3
XSLFNotes;14.0;3.0;15.0;141;0;0;2
Workbook;0;0;0;507;1;1;2
CheckRecord;23.0;1.0;3.0;141;0;0;1
XSSFBEventBasedExcelExtractor;16.0;4.0;27.0;141;0;0;2
TNEFDateAttribute;8.0;2.0;10.0;141;0;0;3
TableStyle;0;0;0;32;0;0;0
TestEscherContainerRecord;6.0;1.0;15.0;141;0;0;2
ValueIterator;10.0;1.0;3.0;41;0;0;0
TestHSSFPicture;8.0;2.0;24.0;141;0;0;2
TestEmptyDocument;8.0;1.0;12.0;141;0;0;3
HSSFDataFormatter;2.0;2.0;8.0;53;0;1;1
CellUtil;61.0;1.0;25.0;577;0;1;2
Types;10.0;1.0;25.0;141;0;1;2
XSSFFirstHeader;5.0;2.0;4.0;141;0;0;3
SheetRangeIdentifier;5.0;2.0;6.0;22;1;0;1
EmfPlusDrawRects;6.0;1.0;8.0;141;0;0;3
Today;1.0;2.0;6.0;14;1;1;2
WordExtractor;36.0;3.0;18.0;141;0;0;2
PathGradientPaint;7.0;1.0;4.0;145;1;0;1
XSSFTableStyle;13.0;1.0;9.0;141;0;0;3
RelLineTo;14.0;1.0;5.0;141;0;0;3
TestXSSFBEventBasedExcelExtractor;7.0;1.0;5.0;141;0;0;3
WMLHelper;4.0;1.0;1.0;141;0;0;3
ExcelAntTest;29.0;1.0;9.0;141;0;0;1
ZipHelper;21.0;1.0;17.0;141;0;0;2
Vector;7.0;1.0;4.0;37;1;0;1
LoadPasswordProtectedXlsx;6.0;1.0;10.0;141;0;0;3
WorkbookFactory;26.0;1.0;36.0;315;0;1;2
TestObjRecord;6.0;1.0;11.0;141;0;0;3
TestPOILogger;7.0;1.0;3.0;141;0;0;3
TwoOperandNumericOperation;13.0;2.0;13.0;99;1;1;2
HSSFSeries;33.0;1.0;9.0;161;0;0;1
FieldInfo;4.0;1.0;5.0;32;0;0;0
TestPPDrawingTextListing;2.0;2.0;3.0;141;0;0;3
EmfCommentDataMultiformats;10.0;1.0;11.0;141;0;0;3
LineChart;6.0;1.0;31.0;141;0;0;2
ZipPlusFourFormat;4.0;2.0;1.0;27;0;0;0
WorkbookEvaluator;152.0;1.0;108.0;872;0;1;2
SharedStrings;0;0;0;141;0;0;3
TNEFMAPIAttribute;3.0;2.0;6.0;141;0;0;3
SecurityProperty;0;0;0;4;0;0;0
AreaReference;57.0;1.0;38.0;366;0;1;2
HCenterRecord;13.0;4.0;11.0;64;1;1;2
TabAlignment;3.0;0;1.0;141;0;0;3
HSSFTestDataSamples;5.0;1.0;132.0;141;0;0;2
TestOffset;4.0;1.0;13.0;141;0;0;3
MultiplyPtg;5.0;4.0;6.0;27;1;0;1
CreationHelper;0;0;0;59;1;0;1
ConditionalFormattingThreshold;0;0;0;78;1;1;2
TestIPMT;1.0;1.0;7.0;141;0;0;3
SavedByEntry;8.0;1.0;2.0;141;0;0;3
DataItemRecord;8.0;4.0;7.0;69;1;1;2
TestHSSFEvaluationSheet;4.0;2.0;8.0;141;0;0;3
XSSFIconMultiStateFormatting;14.0;1.0;6.0;141;0;0;3
PathCommand;0;0;0;21;1;0;1
TestXSLFBugs;68.0;1.0;54.0;141;0;0;2
EmfPlusPathGradientBrushData;16.0;1.0;14.0;141;0;0;3
BaseRef;8.0;1.0;3.0;46;0;0;0
OldPowerPointFormatException;1.0;7.0;5.0;141;0;0;3
TestCellFormatCondition;1.0;1.0;1.0;141;0;0;3
TextObjectRecord;43.0;4.0;30.0;280;1;1;2
TestEscherDggRecord;5.0;1.0;9.0;141;0;0;3
EmfCreateMonoBrush;10.0;1.0;15.0;141;0;0;2
XSSFBCellHeader;4.0;1.0;4.0;141;0;0;3
XSSFSingleXmlCell;7.0;1.0;8.0;141;0;0;3
LogFontExDv;2.0;1.0;3.0;141;0;0;3
TestWordToConverterSuite;5.0;1.0;8.0;141;0;0;3
FormulaCellCacheEntry;21.0;2.0;14.0;85;0;0;1
HemfPlusFont;0.0;1.0;0.0;141;0;0;3
SlideShowRecordDumper;37.0;1.0;15.0;141;0;0;2
TestXDDFChartExtensionList;1.0;1.0;1.0;141;0;0;3
EscherClientAnchorRecord;41.0;2.0;18.0;330;1;1;2
LFOData;14.0;1.0;8.0;141;0;0;3
FontInfo;0;0;0;113;1;0;1
TextRecord;62.0;4.0;10.0;581;1;1;2
Formula;23.0;1.0;27.0;12;1;1;2
XSSFBCommentsTable;9.0;2.0;13.0;141;0;0;3
DateFunc;12.0;2.0;10.0;72;1;1;2
DataValidationContext;11.0;1.0;7.0;63;0;0;0
EscapeInfo;5.0;0;1.0;141;0;0;3
AddImageBench;3.0;1.0;7.0;141;0;0;3
EmfExtFloodFill;3.0;3.0;9.0;141;0;0;3
PPGraphics2D;1.0;4.0;3.0;141;0;0;3
TestStreamBasics;4.0;2.0;9.0;141;0;0;3
AreaPtg;6.0;5.0;20.0;26;1;1;2
ReadingNotSupportedException;1.0;6.0;2.0;22;0;0;0
HSSFFormulaParser;6.0;1.0;32.0;56;0;1;2
FormatRun;14.0;1.0;7.0;57;1;1;2
ExcelAntWorkbookUtilTestHelper;4.0;2.0;5.0;141;0;0;3
XDDFTabStop;12.0;1.0;4.0;141;0;0;3
OfficeXmlFileException;1.0;6.0;10.0;10;0;0;0
PackagePartCollection;14.0;1.0;8.0;141;0;0;3
EscherPlaceholder;12.0;2.0;7.0;141;0;0;3
InternalSheet;217.0;1.0;90.0;1450;1;1;2
Units;16.0;1.0;74.0;154;0;1;2
FeatProtection;13.0;1.0;7.0;77;1;1;2
CopyCompare;14.0;1.0;17.0;141;0;0;2
SheetRecordCollectingListener;12.0;1.0;10.0;72;0;0;0
MissingCellDummyRecord;6.0;4.0;6.0;29;1;1;2
TestLogicalFunctionsFromSpreadsheet;1.0;2.0;1.0;141;0;0;3
TestRangeCopier;12.0;1.0;13.0;141;0;0;3
XSSFWorkbook;276.0;3.0;259.0;141;0;0;2
AttrPtg;40.0;3.0;22.0;200;1;1;2
TestPOIDocumentScratchpad;6.0;1.0;8.0;141;0;0;3
EmfPolyline;2.0;3.0;5.0;141;0;0;3
FeatSmartTag;9.0;1.0;7.0;40;1;1;2
ErrorDirection;3.0;0;2.0;141;0;0;3
RangeCopier;32.0;1.0;13.0;143;1;1;2
TestFileWithAttachmentsRead;8.0;1.0;9.0;141;0;0;3
TestAxisRecord;2.0;1.0;5.0;141;0;0;3
DefaultDataLabelTextPropertiesRecord;12.0;4.0;8.0;77;1;1;2
PicturesManager;0;0;0;141;0;0;3
TestBug50075;1.0;1.0;11.0;141;0;0;3
TestHSSFConditionalFormatting;11.0;2.0;10.0;141;0;0;3
QCBit;14.0;1.0;8.0;141;0;0;3
TestChunks;6.0;1.0;8.0;141;0;0;3
EventWorkbookBuilder;5.0;1.0;9.0;137;1;1;2
ArrayUtil;9.0;1.0;3.0;54;0;0;0
FilteringDirectoryNode;31.0;1.0;11.0;166;1;0;1
CipherProvider;4.0;0;7.0;18;0;1;1
WmfExtFloodFill;5.0;2.0;8.0;141;0;0;3
OPCParser;4.0;3.0;5.0;141;0;0;3
EvaluationConditionalFormatRule;108.0;1.0;33.0;800;1;1;2
XDGFMasters;9.0;3.0;11.0;141;0;0;3
TestSlideShowRecordDumper;2.0;2.0;4.0;141;0;0;3
TestHSSFHeaderFooter;8.0;1.0;7.0;141;0;0;3
TestEncryptor;12.0;1.0;33.0;141;0;0;2
Stream;11.0;1.0;20.0;141;1;1;2
LogFontDetails;0;0;0;141;0;0;3
BookSheetKey;4.0;1.0;3.0;20;0;0;0
TestInterfaceEndRecord;2.0;1.0;7.0;141;0;0;3
ExOleObjStg;16.0;4.0;14.0;141;0;0;3
TestDConRefRecord;9.0;1.0;6.0;141;0;0;3
DataValidationConstraint;0;0;0;93;1;0;1
FeatHdrRecord;11.0;4.0;12.0;105;1;1;2
ListData;22.0;1.0;7.0;141;0;0;1
BaseXSSFFormulaEvaluator;10.0;2.0;18.0;141;0;0;2
Type12;12.0;3.0;6.0;141;0;0;3
TestOleEmbedding;9.0;1.0;22.0;141;0;0;2
XSLFShape;89.0;1.0;75.0;141;0;0;2
TestTime;5.0;1.0;13.0;141;0;0;3
OleType;0.0;0;1.0;141;0;0;3
SXSSFEvaluationSheet;10.0;1.0;9.0;141;0;0;3
XWPFSDT;3.0;2.0;18.0;141;0;0;2
ShiftRows;1.0;1.0;5.0;141;0;0;3
Column;7.0;1.0;10.0;26;1;0;1
TestUnknownEscherRecord;3.0;1.0;9.0;141;0;0;3
TestCFRuleRecord;14.0;1.0;27.0;141;0;0;2
UnimplementedHemfRecord;3.0;1.0;7.0;141;0;0;3
WmfPolygon;9.0;1.0;15.0;141;0;0;2
TestNumberFormatIndexRecord;2.0;1.0;5.0;141;0;0;3
FuncPtg;7.0;4.0;14.0;29;1;1;2
XDDFSpacing;2.0;1.0;5.0;141;0;0;3
Grfhic;3.0;2.0;4.0;141;0;0;3
POIFSReaderEvent;5.0;1.0;13.0;47;0;0;0
TestXWPFBugs;22.0;1.0;17.0;141;0;0;2
CryptoAPIEncryptionHeader;9.0;3.0;14.0;38;1;0;1
PropertyFactory;7.0;1.0;9.0;44;0;1;1
TestPmt;10.0;1.0;7.0;141;0;0;3
ExObjListAtom;8.0;3.0;10.0;141;0;0;3
RowFlushedException;1.0;5.0;3.0;141;0;0;3
TestWorkbookUtil;1.0;1.0;2.0;141;0;0;3
EmfExtCreateFontIndirectW;8.0;2.0;10.0;141;0;0;3
TestStyleRecord;1.0;1.0;6.0;141;0;0;3
HeaderFooterRecord;13.0;4.0;10.0;76;1;1;2
ExObjList;14.0;3.0;16.0;141;0;0;2
TestFractionFormat;10.0;1.0;12.0;141;0;0;3
TestDatRecord;2.0;1.0;5.0;141;0;0;3
Series;23.0;2.0;8.0;141;0;0;1
DirectoryDelegate;11.0;1.0;7.0;41;0;0;0
HDGFFileHandler;3.0;3.0;11.0;141;0;0;3
CharPropFetcher;0;0;0;141;0;0;3
XWPFParagraph;254.0;1.0;70.0;141;0;0;2
ByteChunk;14.0;2.0;17.0;141;0;0;2
HSLFNotes;10.0;2.0;21.0;141;0;0;2
TestText;4.0;1.0;16.0;141;0;0;2
OneArrayArg;5.0;2.0;10.0;53;1;0;1
XSSFComment;33.0;1.0;28.0;141;0;0;2
TestHSSFPatriarch;2.0;1.0;8.0;141;0;0;3
FamilyType;0.0;0;2.0;141;0;0;3
HSLFTextShape;118.0;3.0;63.0;141;0;0;2
EscherRGBProperty;6.0;3.0;10.0;53;0;0;0
DocumentEntry;0;0;0;16;1;0;1
TestPictures;25.0;1.0;11.0;141;0;0;1
ExpPtg;9.0;3.0;11.0;45;1;1;2
VariantSupport;55.0;2.0;21.0;342;0;1;2
TestNper;2.0;1.0;14.0;141;0;0;3
WmfSetRelabs;4.0;1.0;4.0;141;0;0;3
TestPercentEval;4.0;1.0;18.0;141;0;0;2
HwmfBkMode;4.0;0;10.0;141;0;0;3
Log;4.0;2.0;5.0;34;0;0;0
SlideAtom;20.0;3.0;18.0;141;0;0;2
EvalFactory;8.0;1.0;34.0;141;0;0;2
HeadersAndFooters;3.0;1.0;10.0;141;0;0;3
EmfPlusSetRenderingOrigin;5.0;1.0;5.0;141;0;0;3
XSLFTexturePaint;34.0;1.0;15.0;141;0;0;2
ZipPackagePart;10.0;2.0;12.0;141;0;0;3
OLE2ScratchpadExtractorFactory;19.0;1.0;21.0;141;0;0;2
TestSeriesIndexRecord;2.0;1.0;5.0;141;0;0;3
InteractiveInfo;7.0;3.0;13.0;141;0;0;3
TestXDDFManualLayout;4.0;1.0;10.0;141;0;0;3
LruCache;2.0;4.0;1.0;141;0;0;3
TestFixed;5.0;1.0;16.0;141;0;0;2
HemfPlusDraw;21.0;1.0;18.0;141;0;0;2
TestNecessaryOOXMLClasses;1.0;1.0;0.0;141;0;0;3
EmfChord;4.0;3.0;7.0;141;0;0;3
HSSFClientAnchor;44.0;2.0;36.0;279;1;1;2
WmfDeleteObject;6.0;1.0;8.0;141;0;0;3
TestDateTimeToNumberFromSpreadsheet;1.0;2.0;1.0;141;0;0;3
EmfPolyBezierTo16;2.0;4.0;4.0;141;0;0;3
TestXYNumericFunction;10.0;1.0;10.0;141;0;0;3
ContentTypes;7.0;1.0;15.0;141;0;0;2
BadlyBehavedRecord;7.0;3.0;3.0;141;0;0;3
HwmfMisc;0.0;1.0;2.0;141;0;0;3
Structure;5.0;1.0;4.0;141;0;0;3
XSSFBSharedStringsTable;9.0;1.0;12.0;141;0;0;3
PointerFactory;7.0;1.0;11.0;141;0;0;3
ShadingDescriptor;9.0;2.0;13.0;141;0;0;3
DeltaRecord;11.0;4.0;9.0;57;1;1;2
XDDFPresetGeometry2D;14.0;1.0;3.0;141;0;0;3
DataType;4.0;0;1.0;141;0;0;3
HSSFPictureData;27.0;1.0;12.0;118;1;1;2
XSSFFormulaEvaluator;12.0;3.0;26.0;141;0;0;2
XSSFOddHeader;4.0;2.0;6.0;141;0;0;3
TestSlidePersistAtom;3.0;1.0;3.0;141;0;0;3
NotOLE2FileException;1.0;4.0;5.0;9;0;0;0
CharacterSection;6.0;2.0;3.0;141;0;0;3
SheetConditionalFormatting;0;0;0;159;1;1;2
HSSFConditionalFormatting;13.0;1.0;10.0;127;1;0;1
MergingCells;1.0;1.0;7.0;141;0;0;3
TestRelationships;15.0;1.0;15.0;141;0;0;2
EmfFillRgn;7.0;2.0;8.0;141;0;0;3
DSigRelation;2.0;2.0;4.0;141;0;0;3
XWPFSDTContent;28.0;1.0;13.0;141;0;0;1
WmfLineTo;6.0;1.0;9.0;141;0;0;3
ShadingDescriptor80;11.0;2.0;7.0;141;0;0;3
DVConstraint;73.0;1.0;22.0;440;1;1;2
XDGFMaster;8.0;1.0;7.0;141;0;0;3
ParenthesisPtg;7.0;3.0;7.0;33;1;0;1
MAPIDateAttribute;6.0;2.0;8.0;141;0;0;3
TestDateFormatConverter;15.0;1.0;11.0;141;0;0;3
HemfRecordType;4.0;0;105.0;141;0;0;2
XSSFDxfStyleProvider;11.0;1.0;10.0;141;0;0;3
RectAlign;2.0;0;2.0;37;0;0;0
TestOfficeDrawings;1.0;1.0;9.0;141;0;0;3
DrawGraphicalFrame;3.0;2.0;6.0;13;1;1;2
Hyperlink;0;0;0;46;1;0;1
TestXSSFExcelExtractor;11.0;1.0;9.0;141;0;0;3
XWPFPicture;10.0;1.0;9.0;141;0;0;3
TestObjectLinkRecord;2.0;1.0;5.0;141;0;0;3
PPDrawing;40.0;3.0;41.0;141;0;0;2
FIBFieldHandler;22.0;1.0;10.0;141;0;0;1
EmfPlusFlagOnly;5.0;1.0;15.0;141;0;0;2
TypesLister;10.0;1.0;2.0;141;0;0;3
TestCellRangeAddress;21.0;1.0;6.0;141;0;0;1
FunctionMetadata;11.0;1.0;10.0;66;0;0;0
FormulaEvaluationProblems;1.0;1.0;2.0;141;0;0;3
XSSFVMLDrawing;23.0;2.0;11.0;141;0;0;1
ISDTContents;0;0;0;141;0;0;3
FormattedDiskPage;5.0;1.0;3.0;141;0;0;3
ExControl;4.0;4.0;7.0;141;0;0;3
HSSFCombobox;6.0;3.0;23.0;67;1;1;2
TestLookupFunctionsFromSpreadsheet;1.0;2.0;3.0;141;0;0;3
TestPoisson;7.0;1.0;6.0;141;0;0;3
Trend;65.0;1.0;16.0;306;1;0;2
EmfPlusBrush;13.0;1.0;13.0;141;0;0;3
XSLFSlideShow;24.0;3.0;17.0;141;0;0;2
SXSSFRow;56.0;1.0;22.0;141;0;0;2
TxInteractiveInfoAtom;9.0;3.0;9.0;141;0;0;3
NullPrintStream;33.0;4.0;1.0;141;0;0;1
XDDFTextRun;86.0;1.0;22.0;141;0;0;2
TestIntercept;11.0;1.0;14.0;141;0;0;3
I_MatchPredicate;0;0;0;6;1;0;1
PropertyFetcher;3.0;1.0;6.0;141;0;0;3
LazyRefEval;6.0;2.0;11.0;41;1;0;1
TestMovieShape;1.0;1.0;9.0;141;0;0;3
SS;0;0;0;141;0;0;3
XWPFAbstractNumTest;1.0;1.0;1.0;141;0;0;3
EvaluationWorkbook;0;0;0;104;1;1;2
LoadSavePhase;0.0;0;2.0;141;0;0;3
TestExcelAntWorkbookUtil;24.0;1.0;10.0;141;0;0;1
HSLFLine;4.0;4.0;19.0;141;0;0;2
VisioTextExtractor;19.0;3.0;15.0;141;0;0;2
TestSheetAdditional;2.0;1.0;4.0;141;0;0;3
LineEndWidth;3.0;0;1.0;141;0;0;3
TestNotesAtom;3.0;1.0;3.0;141;0;0;3
EmfExtSelectClipRgn;9.0;1.0;10.0;141;0;0;3
TopLeftCellAddressComparator;5.0;1.0;2.0;141;0;0;3
ObjectData;0;0;0;40;1;1;2
AreaNPtg;4.0;5.0;3.0;20;1;0;1
TestThemesTable;11.0;1.0;15.0;141;0;0;2
TestPatriarch;1.0;1.0;9.0;141;0;0;3
SheetRangeAndWorkbookIndexFormatter;10.0;1.0;4.0;44;0;1;1
HemfPlusGDIImageRenderer;15.0;2.0;5.0;141;0;0;3
RadarStyle;3.0;0;2.0;141;0;0;3
Date1904Support;0;0;0;14;0;0;0
ColorComparator;0;0;0;141;0;0;3
TestPresetGeometries;6.0;1.0;5.0;141;0;0;3
ErrorConstant;15.0;1.0;9.0;52;0;1;1
DateFormatTokenizer;12.0;1.0;1.0;50;0;0;0
CurrencyPropertyValue;4.0;2.0;6.0;141;0;0;3
AnimationInfoAtom;21.0;3.0;9.0;141;0;0;1
DataSpaceMapUtils;21.0;1.0;23.0;296;1;1;2
TestSXSSFRow;4.0;3.0;3.0;141;0;0;3
POIXMLFactory;9.0;1.0;24.0;141;0;0;2
HSLFException;4.0;4.0;27.0;141;0;0;2
OldTextPieceTable;10.0;2.0;14.0;141;0;0;3
SoundCollection;3.0;3.0;4.0;141;0;0;3
AutoFilterInfoRecord;12.0;4.0;9.0;71;1;1;2
TestDate;6.0;1.0;10.0;141;0;0;3
TestRecordTypes;3.0;1.0;3.0;141;0;0;3
ExtendedProperties;56.0;1.0;13.0;141;0;0;2
TestRKUtil;2.0;1.0;3.0;141;0;0;3
DocumentProperty;8.0;2.0;15.0;86;1;0;2
BlockProperies;1.0;1.0;1.0;141;0;0;3
XWPFSDTContentCell;16.0;1.0;4.0;141;0;0;3
TestSignatureInfo;73.0;1.0;36.0;141;0;0;2
POIDelegate;0;0;0;2;0;0;0
TestValueRecordsAggregate;28.0;1.0;24.0;141;0;0;2
TestArrayRecord;2.0;1.0;18.0;141;0;0;2
AllXSSFTests;0.0;1.0;9.0;141;0;0;3
TextPropCollection;57.0;1.0;37.0;141;0;0;2
MergePresentations;4.0;1.0;3.0;141;0;0;3
XSSFFirstFooter;5.0;2.0;4.0;141;0;0;3
TestHSSFExternalFunctions;1.0;2.0;2.0;141;0;0;3
RowVector;5.0;1.0;4.0;25;0;0;0
NumericalCellRangeDataSource;7.0;2.0;7.0;141;0;0;3
AutoFilter;0;0;0;58;0;0;0
DrawFontManagerDefault;20.0;1.0;9.0;81;1;1;2
Metafile;2.0;2.0;6.0;141;0;0;3
StandardEncryptor;10.0;2.0;18.0;150;1;1;2
FibRgW97;21.0;2.0;2.0;141;0;0;1
Util;6.0;1.0;12.0;141;1;1;2
CheckFunctionsSupported;20.0;1.0;12.0;141;0;0;3
FormulaRenderingWorkbook;0;0;0;23;1;0;1
EmfCommentDataUnicode;3.0;1.0;4.0;141;0;0;3
SimpleShape;0;0;0;13;1;1;2
PositionDependentRecordContainer;5.0;3.0;11.0;141;0;0;3
StshifAbstractType;27.0;1.0;4.0;141;0;0;1
NotImplemented;2.0;1.0;5.0;9;0;0;0
Special;2.0;1.0;3.0;16;0;0;0
SharedStringsTable;19.0;2.0;21.0;141;0;0;2
XSSFPivotCacheRecords;5.0;2.0;6.0;141;0;0;3
TestRandBetween;9.0;1.0;9.0;141;0;0;3
Choose;5.0;1.0;10.0;28;1;1;2
CellFormatResultWrapper;4.0;2.0;2.0;21;0;0;0
CellComments;1.0;1.0;13.0;141;0;0;3
XSSFConditionalFormatting;15.0;1.0;6.0;141;0;0;3
ChartFormatRecord;19.0;4.0;10.0;99;1;1;2
SecurityFeature;0;0;0;4;0;0;0
XDDFHyperlink;43.0;1.0;3.0;141;0;0;1
QuillContents;8.0;2.0;15.0;141;0;0;2
EmfSetTextAlign;3.0;2.0;5.0;141;0;0;3
ShortPropertyValue;4.0;2.0;6.0;141;0;0;3
ConditionalFormattingTable;14.0;3.0;10.0;57;1;1;2
ClassID;21.0;1.0;37.0;231;1;1;2
XWPFSDTCell;2.0;2.0;9.0;141;0;0;3
ClipboardData;5.0;1.0;10.0;37;0;1;1
TestOPCCompliancePartName;17.0;1.0;4.0;141;0;0;3
TestEscherGraphics;11.0;1.0;13.0;141;0;0;3
QuadToCommand;9.0;1.0;4.0;59;1;0;1
POIFSReader;24.0;1.0;21.0;186;0;1;2
ImageHeaderBitmap;3.0;1.0;5.0;23;0;1;1
TempFileRecordingSXSSFWorkbookWithCustomZipEntrySource;2.0;3.0;4.0;141;0;0;3
CloseIgnoringInputStream;2.0;3.0;0.0;15;1;0;1
SingleCellValueArray;2.0;2.0;3.0;10;0;0;0
