Class;WMC;DIT;CBO;LOC;CIC;CCC;Bug
TestRevisionMarkAuthorTable;3.0;1.0;4.0;1124;0;0;3
SheetPropertiesRecord;23.0;4.0;10.0;1124;0;1;1
TestRangeProperties;10.0;1.0;13.0;1124;0;0;3
CorruptPowerPointFileException;3.0;5.0;6.0;1124;0;0;3
DataBarThreshold;5.0;2.0;6.0;1124;0;0;3
EvaluationSheet;0;0;0;1124;1;1;2
XDDFDataSourcesFactory;35.0;1.0;40.0;1124;0;0;2
RowBlocksReader;12.0;1.0;14.0;1124;0;0;3
TestPicture;14.0;1.0;16.0;1124;0;1;2
PhoneFormat;7.0;2.0;1.0;1124;0;0;3
StringRecord;12.0;4.0;17.0;1124;0;1;2
Util;3.0;1.0;2.0;90;0;1;1
LoggingTransformer;7.0;1.0;2.0;1124;0;0;3
TestXSSFCloneSheet;6.0;2.0;8.0;1124;0;0;3
TestHWPFLister;3.0;1.0;2.0;1124;0;0;3
MarkerStyle;3.0;0;6.0;1124;0;0;3
DrawingRecord;17.0;4.0;18.0;1124;0;1;2
HyperlinkType;5.0;0;23.0;1124;0;0;2
XDDFShape3D;2.0;1.0;1.0;1124;0;0;3
ChartStartObjectRecord;8.0;4.0;6.0;1124;0;0;3
TestPOIXMLDocument;26.0;1.0;25.0;1124;0;0;2
TestFormulaEvaluatorOnXSSF;23.0;1.0;19.0;1124;0;0;2
WmfPaintRegion;6.0;1.0;7.0;1124;0;0;3
TestDocumentDescriptor;15.0;1.0;4.0;78;0;0;0
HwmfMapMode;4.0;0;4.0;1124;0;0;3
TestAxisOptionsRecord;2.0;1.0;5.0;59;0;1;1
EmfCreateDibPatternBrushPt;6.0;2.0;12.0;1124;0;0;3
ExControlAtom;7.0;3.0;7.0;1124;0;0;3
FreeformShape;0;0;0;1124;0;0;3
GreaterThanPtg;5.0;4.0;5.0;1124;0;0;3
StringPtg;15.0;3.0;14.0;1124;0;0;3
TestOutlook30FileRead;10.0;1.0;5.0;1124;0;0;3
ArrayEval;6.0;3.0;6.0;1124;0;0;3
TestTextStyleListing;3.0;2.0;3.0;1124;0;0;3
Hex2Dec;4.0;2.0;13.0;1124;0;1;1
BitMaskTextProp;31.0;2.0;14.0;1124;0;0;3
AllHWPFTests;0.0;1.0;41.0;1124;0;0;2
BufferUnderrunException;1.0;4.0;3.0;1124;0;0;3
BarGrouping;3.0;0;5.0;1124;0;0;3
XYNumericFunction;17.0;2.0;15.0;1124;0;1;2
AbstractPtgTestCase;2.0;1.0;11.0;23;0;1;1
StringLookupComparer;5.0;2.0;7.0;1124;0;0;3
HSLFEscherRecordFactory;4.0;2.0;9.0;1124;0;0;3
CellReference;76.0;1.0;131.0;1124;0;1;2
HSSFSimpleShape;27.0;2.0;49.0;1124;0;0;2
ObjectPoolImpl;5.0;1.0;6.0;1124;0;0;3
ByteArrayBackedDataSource;13.0;2.0;5.0;1124;0;0;3
XSLFNotesMaster;10.0;3.0;12.0;1124;0;0;3
TestTask;0;0;0;13;0;0;0
EmfPlusRestore;2.0;2.0;3.0;1124;0;0;3
TestGeomean;13.0;1.0;10.0;91;0;1;1
TestNumberedList;3.0;1.0;11.0;1124;0;0;3
WindowOneRecord;37.0;4.0;14.0;1124;0;0;3
TestFormulaViewer;3.0;2.0;7.0;44;1;1;2
ProtectRecord;13.0;4.0;13.0;1124;0;0;3
TestTrendFunctionsFromSpreadsheet;1.0;2.0;2.0;9;0;0;0
GenericRecordJsonWriter;71.0;1.0;114.0;1124;0;0;2
EmfCommentDataGeneric;6.0;1.0;10.0;1124;0;0;3
TestAreas;2.0;1.0;10.0;25;0;0;0
PolyTextOutA;0.0;2.0;2.0;1124;0;0;3
Lookup;6.0;2.0;8.0;1124;0;0;3
WeekdayFunc;10.0;1.0;12.0;1124;0;1;1
HwmfTextAlignment;0.0;0;4.0;1124;0;0;3
ChunkHeader;14.0;1.0;8.0;1124;0;0;3
TestXSSFCategoryAxis;1.0;1.0;10.0;1124;0;0;3
CombineMode;4.0;0;3.0;1124;0;0;3
TestRank;3.0;1.0;9.0;33;0;1;1
TestPOIFSProperties;5.0;1.0;14.0;65;0;1;1
AllSSFormulaTests;0.0;1.0;5.0;12;0;0;0
PolyTextOutW;0.0;2.0;2.0;1124;0;0;3
FontIndexRecord;12.0;4.0;8.0;1124;0;1;1
TestXMLPropertiesTextExtractor;5.0;1.0;9.0;1124;0;0;3
HemfDraw;9.0;1.0;51.0;1124;0;0;2
AllPOIFSPropertyTests;0.0;1.0;6.0;13;0;0;0
DoublePropertyValue;4.0;2.0;6.0;1124;0;0;3
TimePropertyValue;4.0;2.0;9.0;1124;0;0;3
TestXSLFTable;17.0;1.0;27.0;1124;0;0;2
XDGFPageContents;9.0;4.0;11.0;1124;0;0;3
DateWindow1904Record;11.0;4.0;9.0;1124;0;0;3
BooleanMatcher;14.0;2.0;8.0;1124;0;0;3
StreamStore;5.0;1.0;12.0;1124;0;0;3
TestIndex;22.0;1.0;21.0;248;0;1;2
BooleanLookupComparer;5.0;2.0;5.0;1124;0;0;3
TestRecordInputStream;4.0;1.0;6.0;72;0;1;1
CombinedIterable;17.0;1.0;3.0;1124;0;0;3
TestStringRecord;6.0;1.0;11.0;64;0;1;1
TestExtractor;29.0;1.0;20.0;1124;0;0;2
TestXSLFSlideShow;8.0;1.0;8.0;1124;0;0;3
DummyDataInputStream;7.0;2.0;2.0;25;0;0;0
HwmfText;0.0;1.0;6.0;1124;0;0;3
HtmlHelper;0;0;0;1124;0;0;3
ZipSecureFile;12.0;1.0;8.0;1124;0;0;3
HeaderBlockConstants;0;0;0;1124;0;0;3
Locator;0.0;1.0;5.0;1124;0;0;3
FileIdCluster;8.0;1.0;6.0;1124;0;0;3
TestTextRulerAtom;3.0;1.0;4.0;1124;0;0;3
ExtendedColor;28.0;1.0;13.0;1124;0;0;3
TabDescriptor;5.0;2.0;4.0;1124;0;0;3
HSSFShapeFactory;24.0;1.0;28.0;1124;0;0;2
MAPIStringAttribute;10.0;2.0;13.0;1124;0;0;3
DataExtraction;9.0;1.0;9.0;1124;0;0;3
TestDocumentProperty;12.0;1.0;8.0;114;0;1;1
TestHPSFPropertiesExtractor;8.0;1.0;12.0;139;0;1;1
ChunkNotFoundException;2.0;3.0;11.0;1124;0;0;3
FontReplacer;0;0;0;1124;0;0;3
TestXMLHelper;12.0;1.0;1.0;111;0;1;1
EmfPlusImageAttributes;9.0;1.0;11.0;1124;0;0;3
XSSFMap;15.0;1.0;19.0;1124;0;0;2
HSSFRangeCopier;4.0;2.0;8.0;1124;0;1;1
PersistPtrHolder;19.0;4.0;19.0;1124;0;0;2
CmpOp;26.0;1.0;6.0;1124;0;0;3
AllSSUtilTests;0.0;1.0;9.0;20;0;0;0
SystemTimeUtils;4.0;1.0;4.0;1124;0;0;3
WmfRectangle;6.0;1.0;8.0;1124;0;0;3
WorkingWithPageSetup;1.0;1.0;6.0;1124;0;0;3
CellTextFormatter;7.0;2.0;6.0;1124;0;0;3
XDDFPoint2D;6.0;1.0;1.0;1124;0;0;3
SelectedSheet;1.0;1.0;3.0;1124;0;0;3
HwmfLineJoin;4.0;0;4.0;1124;0;0;3
XDDFBulletStyleAutoNumbered;9.0;1.0;3.0;1124;0;0;3
XDDFBulletStylePicture;5.0;1.0;3.0;1124;0;0;3
Fixed2ArgFunction;2.0;1.0;26.0;1124;0;0;2
ForkedEvaluationWorkbook;25.0;1.0;15.0;1124;0;0;2
TestEscherSplitMenuColorsRecord;4.0;1.0;7.0;63;0;1;1
PaletteRecord;16.0;4.0;11.0;1124;0;1;1
BaseTestCloneSheet;5.0;1.0;6.0;60;0;0;0
WorkdayCalculator;24.0;1.0;5.0;1124;0;1;1
ParagraphPropertyFetcher;30.0;2.0;9.0;1124;0;0;3
LayoutMode;3.0;0;4.0;1124;0;0;3
XSLFNotes;14.0;3.0;15.0;1124;0;0;2
Workbook;0;0;0;1124;1;1;2
CheckRecord;23.0;1.0;3.0;102;0;0;1
XSSFBEventBasedExcelExtractor;16.0;4.0;27.0;1124;0;0;2
TNEFDateAttribute;8.0;2.0;10.0;1124;0;0;3
TableStyle;0;0;0;1124;0;0;3
TestEscherContainerRecord;6.0;1.0;15.0;180;1;1;2
ValueIterator;10.0;1.0;3.0;1124;0;0;3
TestHSSFPicture;8.0;2.0;24.0;210;0;1;2
TestEmptyDocument;8.0;1.0;12.0;86;1;1;2
HSSFDataFormatter;2.0;2.0;8.0;1124;0;1;1
CellUtil;61.0;1.0;25.0;1124;0;1;2
Types;10.0;1.0;25.0;1124;0;0;2
XSSFFirstHeader;5.0;2.0;4.0;1124;0;0;3
SheetRangeIdentifier;5.0;2.0;6.0;1124;0;0;3
EmfPlusDrawRects;6.0;1.0;8.0;1124;0;0;3
Today;1.0;2.0;6.0;1124;0;0;3
WordExtractor;36.0;3.0;18.0;1124;0;0;2
PathGradientPaint;7.0;1.0;4.0;1124;0;0;3
XSSFTableStyle;13.0;1.0;9.0;1124;0;0;3
RelLineTo;14.0;1.0;5.0;1124;0;0;3
TestXSSFBEventBasedExcelExtractor;7.0;1.0;5.0;1124;0;0;3
WMLHelper;4.0;1.0;1.0;1124;0;0;3
ExcelAntTest;29.0;1.0;9.0;1124;0;0;3
ZipHelper;21.0;1.0;17.0;1124;0;0;2
Vector;7.0;1.0;4.0;1124;0;0;3
LoadPasswordProtectedXlsx;6.0;1.0;10.0;1124;0;0;3
WorkbookFactory;26.0;1.0;36.0;1124;0;0;2
TestObjRecord;6.0;1.0;11.0;102;0;1;1
TestPOILogger;7.0;1.0;3.0;47;1;1;2
TwoOperandNumericOperation;13.0;2.0;13.0;1124;0;0;3
HSSFSeries;33.0;1.0;9.0;1124;0;0;3
FieldInfo;4.0;1.0;5.0;1124;0;0;3
TestPPDrawingTextListing;2.0;2.0;3.0;1124;0;0;3
EmfCommentDataMultiformats;10.0;1.0;11.0;1124;0;0;3
LineChart;6.0;1.0;31.0;1124;0;0;2
ZipPlusFourFormat;4.0;2.0;1.0;1124;0;0;3
WorkbookEvaluator;152.0;1.0;108.0;1124;0;1;2
SharedStrings;0;0;0;1124;0;0;3
TNEFMAPIAttribute;3.0;2.0;6.0;1124;0;0;3
SecurityProperty;0;0;0;1124;0;0;3
AreaReference;57.0;1.0;38.0;1124;0;1;2
HCenterRecord;13.0;4.0;11.0;1124;0;0;3
TabAlignment;3.0;0;1.0;1124;0;0;3
HSSFTestDataSamples;5.0;1.0;132.0;39;0;1;2
TestOffset;4.0;1.0;13.0;78;0;1;1
MultiplyPtg;5.0;4.0;6.0;1124;0;0;3
CreationHelper;0;0;0;1124;0;0;3
ConditionalFormattingThreshold;0;0;0;1124;0;0;3
TestIPMT;1.0;1.0;7.0;21;0;1;1
SavedByEntry;8.0;1.0;2.0;1124;0;0;3
DataItemRecord;8.0;4.0;7.0;1124;0;0;3
TestHSSFEvaluationSheet;4.0;2.0;8.0;17;1;1;2
XSSFIconMultiStateFormatting;14.0;1.0;6.0;1124;0;0;3
PathCommand;0;0;0;1124;0;0;3
TestXSLFBugs;68.0;1.0;54.0;1124;0;0;2
EmfPlusPathGradientBrushData;16.0;1.0;14.0;1124;0;0;3
BaseRef;8.0;1.0;3.0;1124;0;0;3
OldPowerPointFormatException;1.0;7.0;5.0;1124;0;0;3
TestCellFormatCondition;1.0;1.0;1.0;37;0;1;1
TextObjectRecord;43.0;4.0;30.0;1124;0;1;2
TestEscherDggRecord;5.0;1.0;9.0;81;0;1;1
EmfCreateMonoBrush;10.0;1.0;15.0;1124;0;0;2
XSSFBCellHeader;4.0;1.0;4.0;1124;0;0;3
XSSFSingleXmlCell;7.0;1.0;8.0;1124;0;0;3
LogFontExDv;2.0;1.0;3.0;1124;0;0;3
TestWordToConverterSuite;5.0;1.0;8.0;1124;0;0;3
FormulaCellCacheEntry;21.0;2.0;14.0;1124;0;0;3
HemfPlusFont;0.0;1.0;0.0;1124;0;0;3
SlideShowRecordDumper;37.0;1.0;15.0;1124;0;0;2
TestXDDFChartExtensionList;1.0;1.0;1.0;1124;0;0;3
EscherClientAnchorRecord;41.0;2.0;18.0;1124;0;1;2
LFOData;14.0;1.0;8.0;1124;0;0;3
FontInfo;0;0;0;1124;0;0;3
TextRecord;62.0;4.0;10.0;1124;0;1;2
Formula;23.0;1.0;27.0;1124;0;1;2
XSSFBCommentsTable;9.0;2.0;13.0;1124;0;0;3
DateFunc;12.0;2.0;10.0;1124;0;0;3
DataValidationContext;11.0;1.0;7.0;1124;0;0;3
EscapeInfo;5.0;0;1.0;1124;0;0;3
AddImageBench;3.0;1.0;7.0;1124;0;0;3
EmfExtFloodFill;3.0;3.0;9.0;1124;0;0;3
PPGraphics2D;1.0;4.0;3.0;1124;0;0;3
TestStreamBasics;4.0;2.0;9.0;1124;0;0;3
AreaPtg;6.0;5.0;20.0;1124;0;1;2
ReadingNotSupportedException;1.0;6.0;2.0;1124;0;0;3
HSSFFormulaParser;6.0;1.0;32.0;1124;0;1;2
FormatRun;14.0;1.0;7.0;1124;0;0;3
ExcelAntWorkbookUtilTestHelper;4.0;2.0;5.0;1124;0;0;3
XDDFTabStop;12.0;1.0;4.0;1124;0;0;3
OfficeXmlFileException;1.0;6.0;10.0;1124;0;0;3
PackagePartCollection;14.0;1.0;8.0;1124;0;0;3
EscherPlaceholder;12.0;2.0;7.0;1124;0;0;3
InternalSheet;217.0;1.0;90.0;1124;0;1;2
Units;16.0;1.0;74.0;1124;0;1;2
FeatProtection;13.0;1.0;7.0;1124;0;0;3
CopyCompare;14.0;1.0;17.0;1124;0;0;2
SheetRecordCollectingListener;12.0;1.0;10.0;1124;0;0;3
MissingCellDummyRecord;6.0;4.0;6.0;1124;0;0;3
TestLogicalFunctionsFromSpreadsheet;1.0;2.0;1.0;9;0;0;0
TestRangeCopier;12.0;1.0;13.0;124;0;1;1
XSSFWorkbook;276.0;3.0;259.0;1124;0;0;2
AttrPtg;40.0;3.0;22.0;1124;0;1;2
TestPOIDocumentScratchpad;6.0;1.0;8.0;1124;0;0;3
EmfPolyline;2.0;3.0;5.0;1124;0;0;3
FeatSmartTag;9.0;1.0;7.0;1124;0;0;3
ErrorDirection;3.0;0;2.0;1124;0;0;3
RangeCopier;32.0;1.0;13.0;1124;0;1;1
TestFileWithAttachmentsRead;8.0;1.0;9.0;1124;0;0;3
TestAxisRecord;2.0;1.0;5.0;36;0;1;1
DefaultDataLabelTextPropertiesRecord;12.0;4.0;8.0;1124;0;1;1
PicturesManager;0;0;0;1124;0;0;3
TestBug50075;1.0;1.0;11.0;1124;0;0;3
TestHSSFConditionalFormatting;11.0;2.0;10.0;80;1;1;2
QCBit;14.0;1.0;8.0;1124;0;0;3
TestChunks;6.0;1.0;8.0;1124;0;0;3
EventWorkbookBuilder;5.0;1.0;9.0;1124;0;1;1
ArrayUtil;9.0;1.0;3.0;1124;0;1;1
FilteringDirectoryNode;31.0;1.0;11.0;1124;0;0;3
CipherProvider;4.0;0;7.0;1124;0;0;3
WmfExtFloodFill;5.0;2.0;8.0;1124;0;0;3
OPCParser;4.0;3.0;5.0;1124;0;0;3
EvaluationConditionalFormatRule;108.0;1.0;33.0;1124;0;0;2
XDGFMasters;9.0;3.0;11.0;1124;0;0;3
TestSlideShowRecordDumper;2.0;2.0;4.0;1124;0;0;3
TestHSSFHeaderFooter;8.0;1.0;7.0;143;0;1;1
TestEncryptor;12.0;1.0;33.0;1124;0;0;2
Stream;11.0;1.0;20.0;1124;1;1;2
LogFontDetails;0;0;0;1124;0;0;3
BookSheetKey;4.0;1.0;3.0;1124;0;0;3
TestInterfaceEndRecord;2.0;1.0;7.0;31;0;1;1
ExOleObjStg;16.0;4.0;14.0;1124;0;0;3
TestDConRefRecord;9.0;1.0;6.0;244;0;1;1
DataValidationConstraint;0;0;0;1124;0;0;3
FeatHdrRecord;11.0;4.0;12.0;1124;0;0;3
ListData;22.0;1.0;7.0;1124;0;0;3
BaseXSSFFormulaEvaluator;10.0;2.0;18.0;1124;0;0;2
Type12;12.0;3.0;6.0;1124;0;0;3
TestOleEmbedding;9.0;1.0;22.0;1124;0;0;2
XSLFShape;89.0;1.0;75.0;1124;0;0;2
TestTime;5.0;1.0;13.0;77;0;0;0
OleType;0.0;0;1.0;1124;0;0;3
SXSSFEvaluationSheet;10.0;1.0;9.0;1124;0;0;3
XWPFSDT;3.0;2.0;18.0;1124;0;0;2
ShiftRows;1.0;1.0;5.0;1124;0;1;1
Column;7.0;1.0;10.0;1124;0;1;1
TestUnknownEscherRecord;3.0;1.0;9.0;119;0;1;1
TestCFRuleRecord;14.0;1.0;27.0;325;0;1;2
UnimplementedHemfRecord;3.0;1.0;7.0;1124;0;0;3
WmfPolygon;9.0;1.0;15.0;1124;0;0;2
TestNumberFormatIndexRecord;2.0;1.0;5.0;24;0;1;1
FuncPtg;7.0;4.0;14.0;1124;0;1;1
XDDFSpacing;2.0;1.0;5.0;1124;0;0;3
Grfhic;3.0;2.0;4.0;1124;0;0;3
POIFSReaderEvent;5.0;1.0;13.0;1124;0;0;3
TestXWPFBugs;22.0;1.0;17.0;1124;0;0;2
CryptoAPIEncryptionHeader;9.0;3.0;14.0;1124;0;0;3
PropertyFactory;7.0;1.0;9.0;1124;0;1;1
TestPmt;10.0;1.0;7.0;50;0;1;1
ExObjListAtom;8.0;3.0;10.0;1124;0;0;3
RowFlushedException;1.0;5.0;3.0;1124;0;0;3
TestWorkbookUtil;1.0;1.0;2.0;51;0;1;1
EmfExtCreateFontIndirectW;8.0;2.0;10.0;1124;0;0;3
TestStyleRecord;1.0;1.0;6.0;16;0;1;1
HeaderFooterRecord;13.0;4.0;10.0;1124;0;0;3
ExObjList;14.0;3.0;16.0;1124;0;0;2
TestFractionFormat;10.0;1.0;12.0;77;0;1;1
TestDatRecord;2.0;1.0;5.0;31;0;1;1
Series;23.0;2.0;8.0;1124;0;0;3
DirectoryDelegate;11.0;1.0;7.0;1124;0;0;3
HDGFFileHandler;3.0;3.0;11.0;1124;0;0;3
CharPropFetcher;0;0;0;1124;0;0;3
XWPFParagraph;254.0;1.0;70.0;1124;0;0;2
ByteChunk;14.0;2.0;17.0;1124;0;0;2
HSLFNotes;10.0;2.0;21.0;1124;0;0;2
TestText;4.0;1.0;16.0;96;0;1;2
OneArrayArg;5.0;2.0;10.0;1124;0;0;3
XSSFComment;33.0;1.0;28.0;1124;0;0;2
TestHSSFPatriarch;2.0;1.0;8.0;30;0;1;1
FamilyType;0.0;0;2.0;1124;0;0;3
HSLFTextShape;118.0;3.0;63.0;1124;0;0;2
EscherRGBProperty;6.0;3.0;10.0;1124;0;0;3
DocumentEntry;0;0;0;1124;0;0;3
TestPictures;25.0;1.0;11.0;1124;0;0;3
ExpPtg;9.0;3.0;11.0;1124;0;0;3
VariantSupport;55.0;2.0;21.0;1124;0;1;2
TestNper;2.0;1.0;14.0;32;0;1;1
WmfSetRelabs;4.0;1.0;4.0;1124;0;0;3
TestPercentEval;4.0;1.0;18.0;40;0;1;2
HwmfBkMode;4.0;0;10.0;1124;0;0;3
Log;4.0;2.0;5.0;1124;0;0;3
SlideAtom;20.0;3.0;18.0;1124;0;0;2
EvalFactory;8.0;1.0;34.0;146;1;1;2
HeadersAndFooters;3.0;1.0;10.0;1124;0;0;3
EmfPlusSetRenderingOrigin;5.0;1.0;5.0;1124;0;0;3
XSLFTexturePaint;34.0;1.0;15.0;1124;0;0;2
ZipPackagePart;10.0;2.0;12.0;1124;0;0;3
OLE2ScratchpadExtractorFactory;19.0;1.0;21.0;1124;0;0;2
TestSeriesIndexRecord;2.0;1.0;5.0;24;0;1;1
InteractiveInfo;7.0;3.0;13.0;1124;0;0;3
TestXDDFManualLayout;4.0;1.0;10.0;1124;0;0;3
LruCache;2.0;4.0;1.0;1124;0;0;3
TestFixed;5.0;1.0;16.0;80;0;1;2
HemfPlusDraw;21.0;1.0;18.0;1124;0;0;2
TestNecessaryOOXMLClasses;1.0;1.0;0.0;1124;0;0;3
EmfChord;4.0;3.0;7.0;1124;0;0;3
HSSFClientAnchor;44.0;2.0;36.0;1124;0;1;2
WmfDeleteObject;6.0;1.0;8.0;1124;0;0;3
TestDateTimeToNumberFromSpreadsheet;1.0;2.0;1.0;6;0;0;0
EmfPolyBezierTo16;2.0;4.0;4.0;1124;0;0;3
TestXYNumericFunction;10.0;1.0;10.0;99;0;1;1
ContentTypes;7.0;1.0;15.0;1124;0;0;2
BadlyBehavedRecord;7.0;3.0;3.0;32;0;0;0
HwmfMisc;0.0;1.0;2.0;1124;0;0;3
Structure;5.0;1.0;4.0;1124;0;0;3
XSSFBSharedStringsTable;9.0;1.0;12.0;1124;0;0;3
PointerFactory;7.0;1.0;11.0;1124;0;0;3
ShadingDescriptor;9.0;2.0;13.0;1124;0;0;3
DeltaRecord;11.0;4.0;9.0;1124;0;0;3
XDDFPresetGeometry2D;14.0;1.0;3.0;1124;0;0;3
DataType;4.0;0;1.0;1124;0;0;3
HSSFPictureData;27.0;1.0;12.0;1124;0;1;1
XSSFFormulaEvaluator;12.0;3.0;26.0;1124;0;0;2
XSSFOddHeader;4.0;2.0;6.0;1124;0;0;3
TestSlidePersistAtom;3.0;1.0;3.0;1124;0;0;3
NotOLE2FileException;1.0;4.0;5.0;1124;0;0;3
CharacterSection;6.0;2.0;3.0;1124;0;0;3
SheetConditionalFormatting;0;0;0;1124;0;0;3
HSSFConditionalFormatting;13.0;1.0;10.0;1124;1;1;2
MergingCells;1.0;1.0;7.0;1124;0;0;3
TestRelationships;15.0;1.0;15.0;1124;0;0;2
EmfFillRgn;7.0;2.0;8.0;1124;0;0;3
DSigRelation;2.0;2.0;4.0;1124;0;0;3
XWPFSDTContent;28.0;1.0;13.0;1124;0;0;3
WmfLineTo;6.0;1.0;9.0;1124;0;0;3
ShadingDescriptor80;11.0;2.0;7.0;1124;0;0;3
DVConstraint;73.0;1.0;22.0;1124;0;1;2
XDGFMaster;8.0;1.0;7.0;1124;0;0;3
ParenthesisPtg;7.0;3.0;7.0;1124;0;0;3
MAPIDateAttribute;6.0;2.0;8.0;1124;0;0;3
TestDateFormatConverter;15.0;1.0;11.0;126;0;1;1
HemfRecordType;4.0;0;105.0;1124;0;0;2
XSSFDxfStyleProvider;11.0;1.0;10.0;1124;0;0;3
RectAlign;2.0;0;2.0;1124;0;0;3
TestOfficeDrawings;1.0;1.0;9.0;1124;0;0;3
DrawGraphicalFrame;3.0;2.0;6.0;1124;0;0;3
Hyperlink;0;0;0;1124;1;1;2
TestXSSFExcelExtractor;11.0;1.0;9.0;1124;0;0;3
XWPFPicture;10.0;1.0;9.0;1124;0;0;3
TestObjectLinkRecord;2.0;1.0;5.0;28;0;1;1
PPDrawing;40.0;3.0;41.0;1124;0;0;2
FIBFieldHandler;22.0;1.0;10.0;1124;0;0;3
EmfPlusFlagOnly;5.0;1.0;15.0;1124;0;0;2
TypesLister;10.0;1.0;2.0;1124;0;0;3
TestCellRangeAddress;21.0;1.0;6.0;237;0;1;1
FunctionMetadata;11.0;1.0;10.0;1124;0;0;3
FormulaEvaluationProblems;1.0;1.0;2.0;1124;0;0;3
XSSFVMLDrawing;23.0;2.0;11.0;1124;0;0;3
ISDTContents;0;0;0;1124;0;0;3
FormattedDiskPage;5.0;1.0;3.0;1124;0;0;3
ExControl;4.0;4.0;7.0;1124;0;0;3
HSSFCombobox;6.0;3.0;23.0;1124;0;0;2
TestLookupFunctionsFromSpreadsheet;1.0;2.0;3.0;15;0;0;0
TestPoisson;7.0;1.0;6.0;67;0;1;1
Trend;65.0;1.0;16.0;1124;0;0;2
EmfPlusBrush;13.0;1.0;13.0;1124;0;0;3
XSLFSlideShow;24.0;3.0;17.0;1124;0;0;2
SXSSFRow;56.0;1.0;22.0;1124;0;0;2
TxInteractiveInfoAtom;9.0;3.0;9.0;1124;0;0;3
NullPrintStream;33.0;4.0;1.0;1124;0;0;3
XDDFTextRun;86.0;1.0;22.0;1124;0;0;2
TestIntercept;11.0;1.0;14.0;114;0;1;1
I_MatchPredicate;0;0;0;1124;0;0;3
PropertyFetcher;3.0;1.0;6.0;1124;0;0;3
LazyRefEval;6.0;2.0;11.0;1124;0;0;3
TestMovieShape;1.0;1.0;9.0;1124;0;0;3
SS;0;0;0;33;0;1;1
XWPFAbstractNumTest;1.0;1.0;1.0;1124;0;0;3
EvaluationWorkbook;0;0;0;1124;0;1;1
LoadSavePhase;0.0;0;2.0;1124;0;0;3
TestExcelAntWorkbookUtil;24.0;1.0;10.0;1124;0;0;3
HSLFLine;4.0;4.0;19.0;1124;0;0;2
VisioTextExtractor;19.0;3.0;15.0;1124;0;0;2
TestSheetAdditional;2.0;1.0;4.0;37;0;1;1
LineEndWidth;3.0;0;1.0;1124;0;0;3
TestNotesAtom;3.0;1.0;3.0;1124;0;0;3
EmfExtSelectClipRgn;9.0;1.0;10.0;1124;0;0;3
TopLeftCellAddressComparator;5.0;1.0;2.0;1124;0;0;3
ObjectData;0;0;0;1124;0;0;3
AreaNPtg;4.0;5.0;3.0;1124;0;0;3
TestThemesTable;11.0;1.0;15.0;1124;0;0;2
TestPatriarch;1.0;1.0;9.0;24;0;1;1
SheetRangeAndWorkbookIndexFormatter;10.0;1.0;4.0;1124;0;1;1
HemfPlusGDIImageRenderer;15.0;2.0;5.0;1124;0;0;3
RadarStyle;3.0;0;2.0;1124;0;0;3
Date1904Support;0;0;0;1124;0;0;3
ColorComparator;0;0;0;3;1;0;1
TestPresetGeometries;6.0;1.0;5.0;37;0;1;1
ErrorConstant;15.0;1.0;9.0;1124;0;1;1
DateFormatTokenizer;12.0;1.0;1.0;1124;0;0;3
CurrencyPropertyValue;4.0;2.0;6.0;1124;0;0;3
AnimationInfoAtom;21.0;3.0;9.0;1124;0;0;3
DataSpaceMapUtils;21.0;1.0;23.0;1124;0;0;2
TestSXSSFRow;4.0;3.0;3.0;1124;0;0;3
POIXMLFactory;9.0;1.0;24.0;1124;0;0;2
HSLFException;4.0;4.0;27.0;1124;0;0;2
OldTextPieceTable;10.0;2.0;14.0;1124;0;0;3
SoundCollection;3.0;3.0;4.0;1124;0;0;3
AutoFilterInfoRecord;12.0;4.0;9.0;1124;0;1;1
TestDate;6.0;1.0;10.0;56;0;0;0
TestRecordTypes;3.0;1.0;3.0;1124;0;0;3
ExtendedProperties;56.0;1.0;13.0;1124;0;0;2
TestRKUtil;2.0;1.0;3.0;23;0;1;1
DocumentProperty;8.0;2.0;15.0;1124;0;1;2
BlockProperies;1.0;1.0;1.0;1124;0;0;3
XWPFSDTContentCell;16.0;1.0;4.0;1124;0;0;3
TestSignatureInfo;73.0;1.0;36.0;1124;0;0;2
POIDelegate;0;0;0;1124;0;0;3
TestValueRecordsAggregate;28.0;1.0;24.0;317;1;1;2
TestArrayRecord;2.0;1.0;18.0;39;0;1;2
AllXSSFTests;0.0;1.0;9.0;1124;0;0;3
TextPropCollection;57.0;1.0;37.0;1124;0;0;2
MergePresentations;4.0;1.0;3.0;1124;0;0;3
XSSFFirstFooter;5.0;2.0;4.0;1124;0;0;3
TestHSSFExternalFunctions;1.0;2.0;2.0;8;0;0;0
RowVector;5.0;1.0;4.0;1124;0;0;3
NumericalCellRangeDataSource;7.0;2.0;7.0;1124;0;0;3
AutoFilter;0;0;0;1124;0;0;3
DrawFontManagerDefault;20.0;1.0;9.0;1124;0;0;3
Metafile;2.0;2.0;6.0;1124;0;0;3
StandardEncryptor;10.0;2.0;18.0;1124;0;0;2
FibRgW97;21.0;2.0;2.0;1124;0;0;3
Util;6.0;1.0;12.0;90;0;1;1
CheckFunctionsSupported;20.0;1.0;12.0;1124;0;0;3
FormulaRenderingWorkbook;0;0;0;1124;0;0;3
EmfCommentDataUnicode;3.0;1.0;4.0;1124;0;0;3
SimpleShape;0;0;0;1124;0;0;3
