Class;WMC;DIT;CBO;LOC;CIC;CCC;Bug
PositionDependentRecordContainer;5.0;3.0;11.0;1124;0;0;3
StshifAbstractType;27.0;1.0;4.0;1124;0;0;3
NotImplemented;2.0;1.0;5.0;1124;0;0;3
Special;2.0;1.0;3.0;1124;0;0;3
SharedStringsTable;19.0;2.0;21.0;1124;0;0;2
XSSFPivotCacheRecords;5.0;2.0;6.0;1124;0;0;3
TestRandBetween;9.0;1.0;9.0;151;0;1;1
Choose;5.0;1.0;10.0;1124;0;0;3
CellFormatResultWrapper;4.0;2.0;2.0;1124;0;0;3
CellComments;1.0;1.0;13.0;1124;0;0;3
XSSFConditionalFormatting;15.0;1.0;6.0;1124;0;0;3
ChartFormatRecord;19.0;4.0;10.0;1124;0;1;1
SecurityFeature;0;0;0;1124;0;0;3
XDDFHyperlink;43.0;1.0;3.0;1124;0;0;3
QuillContents;8.0;2.0;15.0;1124;0;0;2
EmfSetTextAlign;3.0;2.0;5.0;1124;0;0;3
ShortPropertyValue;4.0;2.0;6.0;1124;0;0;3
ConditionalFormattingTable;14.0;3.0;10.0;1124;0;0;3
ClassID;21.0;1.0;37.0;1124;0;1;2
XWPFSDTCell;2.0;2.0;9.0;1124;0;0;3
ClipboardData;5.0;1.0;10.0;1124;0;0;3
TestOPCCompliancePartName;17.0;1.0;4.0;1124;0;0;3
TestEscherGraphics;11.0;1.0;13.0;227;0;0;3
QuadToCommand;9.0;1.0;4.0;1124;0;0;3
POIFSReader;24.0;1.0;21.0;1124;0;0;2
ImageHeaderBitmap;3.0;1.0;5.0;1124;0;0;3
TempFileRecordingSXSSFWorkbookWithCustomZipEntrySource;2.0;3.0;4.0;1124;0;0;3
CloseIgnoringInputStream;2.0;3.0;0.0;1124;0;0;3
SingleCellValueArray;2.0;2.0;3.0;1124;0;0;3
BinaryRC4EncryptionVerifier;9.0;2.0;12.0;1124;0;0;3
EmfSelectObject;5.0;2.0;7.0;1124;0;0;3
TestPackagingURIHelper;6.0;1.0;7.0;1124;0;0;3
XWPFAbstractFootnoteEndnote;60.0;1.0;22.0;1124;0;0;2
TestHSSFDataFormat;8.0;2.0;17.0;57;1;1;2
TestWeekNumFunctionsFromSpreadsheet2013;1.0;2.0;2.0;10;0;0;0
AllOpenXML4JTests;0.0;1.0;9.0;1124;0;0;3
DrawConnectorShape;1.0;3.0;3.0;1124;0;0;3
WmfInvertRegion;5.0;1.0;6.0;1124;0;0;3
FormulaCellCache;8.0;1.0;5.0;1124;0;0;3
DeferredGeneration;6.0;1.0;9.0;1124;0;0;3
VerticalRelativeElement;0.0;0;2.0;1124;0;0;3
XDDFBulletStyle;0;0;0;1124;0;0;3
Nullable;5.0;1.0;0.0;1124;0;0;3
PropertyIDMap;21.0;1.0;14.0;1124;0;0;3
XSLFSlideMaster;22.0;3.0;24.0;1124;0;0;2
ThemesTable;25.0;2.0;17.0;1124;0;0;2
StandardRecord;5.0;3.0;204.0;1124;0;0;2
BaseTestXSheet;1.0;2.0;4.0;1124;0;0;3
CellValueRecordInterface;0;0;0;1124;0;0;3
XDDFColorSchemeBased;6.0;2.0;4.0;1124;0;0;3
SimpleDocumentWithHeader;1.0;1.0;5.0;1124;0;0;3
TestMissingArgEval;3.0;1.0;9.0;85;0;0;0
TestXWPFDecorators;6.0;1.0;7.0;1124;0;0;3
POIFSViewEngine;9.0;1.0;3.0;1124;0;0;3
OldFfn;19.0;1.0;8.0;1124;0;0;3
ZipInputStreamZipEntrySource;11.0;1.0;4.0;1124;0;0;3
AgileEncryptionInfoBuilder;14.0;1.0;15.0;1124;0;0;2
TestDocument;7.0;1.0;8.0;86;0;1;1
XSSFCellStyle;177.0;1.0;43.0;1124;0;0;2
TestSlideAndNotesAtomListing;2.0;2.0;4.0;1124;0;0;3
PaintStyle;0;0;0;1124;0;0;3
EscherColorRef;34.0;1.0;7.0;1124;0;0;3
HPSFPropertiesOnlyDocument;5.0;2.0;10.0;1124;0;0;3
MyFunc2;3.0;1.0;7.0;13;0;0;0
HSLFShape;112.0;1.0;86.0;1124;0;0;2
EFBiffViewer;5.0;1.0;6.0;1124;1;1;2
SimpleAsciiOutputStream;6.0;2.0;1.0;26;0;0;0
RowRecord;46.0;4.0;21.0;1124;0;0;2
TwoDEval;0;0;0;1124;1;0;1
TestWriteAccessRecord;2.0;1.0;6.0;61;0;1;1
ReadingOrder;3.0;0;4.0;1124;0;0;3
CryptoAPIEncryptor;13.0;2.0;23.0;1124;0;0;2
FunctionDataCollector;11.0;1.0;3.0;67;0;0;0
POIFSLister;14.0;1.0;6.0;1124;0;0;3
ColumnVector;5.0;1.0;4.0;1124;0;0;3
TestSharedStringsTable;7.0;1.0;10.0;1124;0;0;3
ScalarConstantPtg;2.0;2.0;7.0;1124;0;0;3
TestLongField;11.0;1.0;3.0;156;0;0;3
Section;26.0;2.0;20.0;1124;0;0;2
QuickButCruddyTextExtractor;20.0;1.0;12.0;1124;0;0;3
WmfSetMapperFlags;5.0;1.0;8.0;1124;0;0;3
HwmfPolyfillMode;4.0;0;3.0;1124;0;0;3
FactDouble;7.0;2.0;10.0;1124;0;0;3
ChartEndBlockRecord;12.0;4.0;7.0;1124;0;0;3
PackageRelationshipCollection;44.0;1.0;43.0;1124;0;0;2
CoreProperties;33.0;1.0;12.0;1124;0;0;3
HwmfTernaryRasterOp;14.0;0;11.0;1124;0;0;3
ForkedEvaluationCell;30.0;1.0;14.0;1124;0;0;3
Hyperlinks;8.0;1.0;8.0;1124;0;0;3
EmfPlusDrawPath;9.0;1.0;10.0;1124;0;0;3
TempFileCreationStrategy;0;0;0;1124;0;0;3
BaseTestPicture;14.0;1.0;15.0;162;0;1;2
XDDFDataSource;0;0;0;1124;0;0;3
FormulaType;4.0;0;28.0;1124;0;0;2
TestSXSSFSheetAutoSizeColumn;25.0;1.0;10.0;1124;0;0;3
SheetHandler;8.0;2.0;4.0;1124;0;0;3
EmfPlusSetInterpolationMode;0.0;2.0;2.0;1124;0;0;3
QCPLCBit;15.0;2.0;9.0;1124;0;0;3
POIXMLTextExtractor;13.0;2.0;24.0;1124;0;0;2
HwmfHeaderMetaType;0.0;0;1.0;1124;0;0;3
TestDocumentEncryption;7.0;1.0;22.0;1124;0;0;2
SingleCellValueArray;2.0;2.0;3.0;1124;0;0;3
StreamingSheetWriter;8.0;2.0;4.0;1124;0;0;3
XSLFColor;77.0;1.0;21.0;1124;0;0;2
Fields;0;0;0;1124;0;0;3
PICFAbstractType;60.0;1.0;5.0;1124;0;0;2
TestTypes;3.0;1.0;3.0;1124;0;0;3
StreamIDRecord;8.0;4.0;6.0;1124;0;0;3
NotImplementedFunction;4.0;1.0;4.0;1124;0;0;3
XDDFConnectionSite;2.0;1.0;1.0;1124;0;0;3
AllPOIFSFileSystemTests;0.0;1.0;13.0;20;0;0;0
HSSFCell;189.0;2.0;160.0;1124;0;1;2
ExcelAntEvaluateCell;18.0;1.0;3.0;1124;0;0;3
Columns;3.0;2.0;8.0;1124;1;1;2
HSSFHtmlHelper;4.0;1.0;10.0;1124;0;0;3
TestWorkdayCalculator;17.0;1.0;3.0;110;0;1;1
IBodyElement;0;0;0;1124;0;0;3
PathInfo;5.0;0;1.0;1124;0;0;3
HwmfEscape;8.0;1.0;12.0;1124;0;0;3
EmfSelectClipPath;6.0;1.0;10.0;1124;0;0;3
XSSFCellFill;23.0;1.0;8.0;1124;0;0;3
EmfSetExcludeClipRect;3.0;2.0;5.0;1124;0;0;3
EscherArrayProperty;40.0;3.0;17.0;1124;0;0;2
XlinkAttribute;4.0;2.0;1.0;1124;0;0;3
WorkbookFormatter;13.0;1.0;14.0;115;0;0;3
HwmfDrawProperties;79.0;1.0;71.0;1124;0;0;2
FSPA;3.0;2.0;3.0;1124;0;0;3
HwmfHatchStyle;4.0;0;5.0;1124;0;0;3
EscherBSERecord;46.0;2.0;27.0;1124;0;1;2
GUID;1.0;1.0;3.0;1124;0;0;3
PackagePropertiesMarshaller;26.0;1.0;7.0;1124;0;0;3
BaseXLSIteratingTest;6.0;1.0;9.0;51;1;0;1
XDDFLineJoinRoundProperties;3.0;1.0;2.0;1124;0;0;3
EmfSetWorldTransform;6.0;1.0;8.0;1124;0;0;3
EmfSetBkMode;3.0;2.0;6.0;1124;0;0;3
TestFixedSizedProperties;13.0;1.0;15.0;1124;0;0;2
StdfPost2000;11.0;2.0;2.0;1124;0;0;3
BoundSheetRecord;24.0;4.0;24.0;1124;0;1;2
PlaceableShape;0;0;0;1124;0;0;3
XOREncryptionHeader;4.0;2.0;5.0;1124;0;0;3
HSSFChart;129.0;1.0;53.0;1124;0;0;2
RelQuadBezTo;20.0;1.0;5.0;1124;0;0;3
WrapFlagsTextProp;3.0;3.0;2.0;1124;0;0;3
EmfExtCreatePen;10.0;3.0;15.0;1124;0;0;2
PrintGridlinesRecord;13.0;4.0;10.0;1124;0;0;3
TestConstantValueParser;8.0;1.0;9.0;45;0;1;1
BaseTestBorderStyle;4.0;1.0;9.0;44;0;0;0
TestHSSFPalette;12.0;1.0;15.0;249;1;1;2
TestPAPBinTable;3.0;1.0;10.0;1124;0;0;3
TextPieceTable;65.0;1.0;30.0;1124;0;0;2
TestTwoOperandNumericFunctionsFromSpreadsheet;1.0;2.0;1.0;10;0;0;0
TestSumif;7.0;1.0;11.0;69;0;1;1
TestFontTable;3.0;1.0;6.0;1124;0;0;3
TestUnicodeWorkbook;1.0;1.0;9.0;26;0;1;1
TestFuncPtg;2.0;1.0;4.0;21;0;1;1
PackageRelationship;27.0;1.0;61.0;1124;0;0;2
AreaErrPtg;8.0;3.0;11.0;1124;0;0;3
AllHSSFUtilTests;0.0;1.0;5.0;12;0;0;0
LocalProperty;3.0;2.0;1.0;29;1;0;1
TestVlookup;6.0;1.0;10.0;1124;0;0;3
BoolEval;9.0;1.0;51.0;1124;0;1;2
XSSFDataValidation;36.0;1.0;12.0;1124;0;0;3
TestXSSFChart;3.0;1.0;9.0;1124;0;0;3
NameIdChunks;34.0;1.0;15.0;1124;0;0;2
ImageHeaderPICT;8.0;1.0;4.0;1124;0;0;3
EmfComment;8.0;1.0;17.0;1124;0;0;2
SlideShow;0;0;0;1124;0;1;1
TestHPSFBugs;4.0;1.0;16.0;119;0;1;2
XDDFPresetLineDash;8.0;1.0;2.0;1124;0;0;3
TestFile;1.0;2.0;1.0;1124;0;0;3
XDGFFileHandler;3.0;2.0;7.0;1124;0;0;3
AgileEncryptor;19.0;2.0;20.0;1124;0;0;2
XSSFMemoryLeakTests;7.0;1.0;11.0;1124;0;0;3
EmfEof;6.0;1.0;7.0;1124;0;0;3
BackgroundDelegate;44.0;1.0;3.0;1124;0;0;3
LineFormatRecord;26.0;4.0;10.0;1124;0;1;1
XSLFComments;5.0;2.0;6.0;1124;0;0;3
GenericRecordUtil;18.0;1.0;440.0;1124;0;0;2
TestPaneRecord;2.0;1.0;5.0;36;0;1;1
TestMostRecentRecords;4.0;1.0;6.0;1124;0;0;3
TestRomanFunctionsFromSpreadsheet;1.0;2.0;2.0;9;0;0;0
DIB;10.0;3.0;7.0;1124;0;0;3
EmfPlusLineStyle;4.0;0;1.0;1124;0;0;3
TestReWriteSanity;8.0;1.0;9.0;1124;0;0;3
IPMT;2.0;2.0;8.0;1124;0;1;1
PlexOfField;6.0;1.0;9.0;1124;0;0;3
WorkbookEvaluatorTestHelper;2.0;1.0;7.0;13;0;1;1
CurrentUserAtom;24.0;1.0;16.0;1124;0;0;2
CommandParseException;1.0;3.0;2.0;1124;0;0;3
StyleRecord;26.0;4.0;15.0;1124;0;1;2
FileBackedDataSource;25.0;2.0;9.0;1124;0;0;3
PointerV5;17.0;2.0;3.0;1124;0;0;3
ListEntry;1.0;3.0;5.0;1124;0;0;3
PointerV6;11.0;2.0;4.0;1124;0;0;3
TestNetworkdaysFunction;8.0;1.0;8.0;80;1;1;2
StaticFontMetrics;14.0;1.0;4.0;1124;0;0;3
TimeStampService;0;0;0;1124;0;0;3
StringCodepointsIterator;4.0;1.0;1.0;1124;0;0;3
CommentsTable;31.0;2.0;18.0;1124;0;0;2
TestXSSFChartSheet;3.0;1.0;8.0;1124;0;0;3
EmfPlusFont;7.0;1.0;17.0;1124;0;0;2
TestStyleSheet;4.0;1.0;5.0;1124;0;0;3
HierarchyPrinter;8.0;1.0;6.0;1124;0;0;3
ExOleObjAtom;20.0;3.0;15.0;1124;0;0;2
XWPFFieldRun;4.0;2.0;4.0;1124;0;0;3
XWPFTableCell;85.0;1.0;24.0;1124;0;0;2
LocaleID;11.0;0;3.0;1124;0;1;1
EmfSetIcmMode;4.0;1.0;6.0;1124;0;0;3
NumericEvalEx;1.0;3.0;1.0;5;0;0;0
Property;3.0;1.0;3.0;1124;1;1;2
TextDirection;0.0;0;8.0;1124;0;0;3
CellFormatType;15.0;0;12.0;1124;0;0;3
ISDTContent;0;0;0;1124;0;0;3
TestSound;5.0;1.0;8.0;1124;0;0;3
TestCellReference;14.0;1.0;5.0;122;0;1;1
AligningCells;5.0;1.0;11.0;1124;0;0;3
TestSlideMaster;23.0;1.0;20.0;1124;0;0;2
FunctionDataBuilder;10.0;1.0;3.0;1124;0;0;3
TextCharsAtom;9.0;3.0;17.0;1124;0;0;2
SSSlideInfoAtom;21.0;3.0;8.0;1124;0;0;3
IterationRecord;12.0;4.0;11.0;1124;0;0;3
Navigator;0;0;0;30;0;0;0
Formula;0;0;0;1124;0;1;1
TestXSSFOddFooter;3.0;1.0;3.0;1124;0;0;3
NullFileHandler;3.0;1.0;3.0;1124;0;0;3
XSSFPasswordHelper;10.0;1.0;5.0;1124;0;0;3
HemfPlusHeader;11.0;1.0;10.0;1124;0;0;3
ArgumentsEvaluator;13.0;1.0;9.0;1124;0;0;3
Function1Arg;0;0;0;1124;0;0;3
MergedCellListener;4.0;1.0;4.0;15;0;0;0
TestMessageSubmissionChunkY2KRead;4.0;1.0;4.0;1124;0;0;3
TestHSSFFormulaEvaluator;9.0;2.0;23.0;225;1;1;2
DataFormatRecord;20.0;4.0;10.0;1124;0;1;1
POIFSReaderListener;0;0;0;1124;1;0;1
TestXSSFRichTextString;26.0;1.0;13.0;1124;0;0;3
SectionProperties;16.0;2.0;8.0;1124;0;0;3
XDDFErrorBars;52.0;1.0;14.0;1124;0;0;2
TestFind;3.0;1.0;11.0;42;0;0;0
TestErrPtg;1.0;2.0;6.0;16;0;0;0
FileHandlerFactory;3.0;1.0;14.0;1124;0;0;3
XSSFConditionalFormattingThreshold;12.0;1.0;5.0;1124;0;0;3
EmfPlusUnitType;4.0;0;4.0;1124;0;0;3
OpcZipArchiveOutputStream;10.0;1.0;2.0;1124;0;0;3
TestFinanceLib;5.0;2.0;3.0;154;0;1;1
TableSprmUncompressor;34.0;2.0;15.0;1124;0;0;2
Biff8EncryptionKey;3.0;1.0;18.0;1124;0;1;2
TestXSSFExternalFunctions;1.0;2.0;2.0;1124;0;0;3
PlaceholderSize;0.0;0;4.0;1124;0;0;3
ConsumerFactory;10.0;1.0;9.0;1124;0;0;3
TestProduct;5.0;1.0;7.0;38;0;0;0
TestXWPFHeadings;1.0;1.0;5.0;1124;0;0;3
TestSeriesRecord;2.0;1.0;5.0;39;0;1;1
EmfPlusSolidColor;0;0;0;1124;0;0;3
WmfSetPolyfillMode;6.0;1.0;10.0;1124;0;0;3
TestTextHeaderAtom;3.0;1.0;3.0;1124;0;0;3
DefaultUDFFinder;4.0;1.0;10.0;1124;0;0;3
MultiOperandNumericFunction;37.0;1.0;31.0;1124;1;1;2
TestXDDFTextRun;5.0;1.0;21.0;1124;0;0;2
TableCell;0;0;0;1124;0;0;3
EMFHandler;13.0;2.0;12.0;1124;0;0;3
HSLFSlideShowFactory;2.0;2.0;4.0;1124;0;0;3
LeftRight;5.0;2.0;7.0;1124;0;1;1
EvalCountListener;3.0;2.0;4.0;13;0;0;0
HemfDrawProperties;29.0;2.0;36.0;1124;0;0;2
Countif;31.0;2.0;24.0;1124;0;1;2
EmfPlusDashedLineCapType;4.0;0;1.0;1124;0;0;3
ZipArchiveThresholdInputStream;19.0;3.0;7.0;1124;0;0;3
FillPartDelegate;40.0;1.0;2.0;1124;0;0;3
EOFRecord;9.0;4.0;25.0;1124;0;0;2
xssfDataType;0.0;0;1.0;1124;0;0;3
XDDFPie3DChartData;8.0;2.0;6.0;1124;0;0;3
XDDFStretchInfoProperties;7.0;1.0;2.0;1124;0;0;3
Entry;1.0;1.0;2.0;1124;0;0;3
CellStyleDetails;11.0;1.0;17.0;1124;0;0;2
EmfPlusGraphicsVersion;5.0;1.0;18.0;1124;0;0;2
TestXSSFValueAxis;1.0;1.0;11.0;1124;0;0;3
Product;2.0;3.0;5.0;1124;0;0;3
ExHyperlink;24.0;3.0;12.0;1124;0;0;3
ParagraphSprmCompressor;67.0;1.0;12.0;1124;0;0;2
PAPBinTable;43.0;1.0;27.0;1124;0;0;2
TestQuillContents;9.0;1.0;13.0;1124;0;0;3
TwoArg;2.0;2.0;5.0;1124;0;0;3
CellRecord;12.0;4.0;31.0;1124;0;0;2
CHPAbstractType;343.0;1.0;12.0;1124;0;0;2
CommonObjectDataSubRecord;32.0;2.0;27.0;1124;0;1;2
LSTF;2.0;2.0;2.0;1124;0;0;3
ShapeDelegate;54.0;1.0;4.0;1124;0;0;2
XSSFRelation;3.0;2.0;50.0;1124;0;0;2
ExternalNameRecord;33.0;4.0;15.0;1124;0;1;2
PartMarshaller;0;0;0;1124;0;0;3
TestContentType;21.0;1.0;12.0;1124;0;0;3
TestWorkbookEvaluator;41.0;1.0;32.0;473;0;1;2
XSLFTableStyle;18.0;1.0;4.0;1124;0;0;3
XSSFRowColShifter;36.0;1.0;25.0;1124;0;0;2
EmfScaleViewportExtEx;3.0;2.0;5.0;1124;0;0;3
FloatPropertyValue;4.0;2.0;6.0;1124;0;0;3
Insets2D;7.0;1.0;13.0;1124;0;0;3
ExcelExtractor;0;0;0;1124;1;1;2
XMLSlideShow;74.0;3.0;105.0;1124;0;0;2
TestSXSSFWorkbook;36.0;3.0;27.0;1124;0;0;2
QuickTest;5.0;1.0;6.0;1124;0;0;3
RawDataUtil;5.0;1.0;29.0;41;0;1;2
AllPOIFSCryptoTests;0.0;1.0;4.0;1124;0;0;3
Deleted3DPxg;14.0;3.0;8.0;1124;0;0;3
TestMissingWorkbook;9.0;1.0;9.0;91;0;1;1
AnalysisToolPak;17.0;1.0;33.0;1124;0;1;2
Notes;10.0;5.0;12.0;1124;0;0;3
Mode;1.0;0;3.0;1124;0;1;1
WmfArc;16.0;1.0;16.0;1124;0;0;2
BiffRecordListener;6.0;1.0;3.0;1124;0;0;3
BinarySearchIndexes;7.0;1.0;1.0;1124;0;0;3
MergedCellsTable;20.0;3.0;10.0;1124;0;0;3
Document;0;0;0;1124;1;1;2
HemfEmbeddedIterator;51.0;1.0;24.0;1124;0;0;2
TabStopType;7.0;0;9.0;1124;0;1;1
DrawPaint;108.0;1.0;47.0;1124;0;1;2
TestEscherProperty;1.0;1.0;4.0;27;0;0;0
TestIOUtils;40.0;1.0;5.0;306;1;1;2
TestBoolErrRecord;2.0;1.0;6.0;47;0;1;1
HSSFRow;90.0;1.0;135.0;1124;1;1;2
XDGFFactory;6.0;2.0;8.0;1124;0;0;3
ExcelAntSetFormulaCell;4.0;2.0;3.0;1124;0;0;3
WmfCreatePatternBrush;6.0;1.0;9.0;1124;0;0;3
SheetRefLoader;13.0;2.0;11.0;1124;0;0;3
HeadersFootersDemo;2.0;1.0;2.0;1124;0;0;3
BaseTestUDFFinder;2.0;1.0;6.0;13;1;0;1
TestXSSFCellFill;6.0;1.0;11.0;1124;0;0;3
BaseTestSlideShow;14.0;1.0;20.0;136;0;1;2
FLDAbstractType;29.0;1.0;4.0;1124;0;0;3
Var1or2ArgFunction;3.0;1.0;12.0;1124;0;0;3
XWPFParagraphDecorator;4.0;1.0;2.0;1124;0;0;3
FileInformationBlock;161.0;1.0;43.0;1124;0;0;2
TestWordToHtmlConverter;24.0;1.0;9.0;1124;0;0;3
LbsDropData;13.0;1.0;9.0;1124;0;0;3
XOREncryptor;9.0;2.0;8.0;1124;0;0;3
InvalidOperationException;2.0;5.0;16.0;1124;0;0;2
BigExample;7.0;1.0;11.0;1124;0;0;3
EscherBitmapBlip;12.0;3.0;10.0;1124;0;0;3
RevokedCertificateSecurityException;0.0;6.0;1.0;1124;0;0;3
XSSFHeaderFooter;16.0;1.0;11.0;1124;0;0;3
OldFormulaRecord;16.0;2.0;9.0;1124;0;0;3
DirectoryNode;40.0;2.0;133.0;1124;0;0;2
TestCellFormat;44.0;1.0;10.0;733;0;1;1
XDDFLegendEntry;23.0;1.0;5.0;1124;0;0;3
TestNumberComparer;10.0;1.0;7.0;69;0;1;1
EmfExtTextOutOptions;1.0;2.0;4.0;1124;0;0;3
TAPAbstractType;229.0;1.0;11.0;1124;0;0;2
Paragraph;0;0;0;1124;0;0;3
IllegalVariantTypeException;2.0;5.0;3.0;1124;0;0;3
TestColumnInfoRecord;3.0;1.0;6.0;50;0;1;1
ContinuableRecordOutput;42.0;1.0;17.0;1124;0;1;2
TestXSSFSheetUpdateArrayFormulas;6.0;2.0;8.0;1124;0;0;3
ZipPackage;41.0;2.0;37.0;1124;0;0;2
FormulaError;16.0;0;43.0;1124;0;1;2
ObjectLinkRecord;16.0;4.0;7.0;1124;0;1;1
TestDrawPictureShape;9.0;1.0;11.0;1124;0;0;3
TestFileSystemBugs;16.0;1.0;8.0;124;0;1;1
SeriesRecord;22.0;4.0;10.0;1124;0;1;1
Step2;4.0;1.0;10.0;1124;0;0;3
Step1;8.0;1.0;8.0;1124;0;0;3
HMEFDumper;20.0;1.0;11.0;1124;0;0;3
MatcherBase;5.0;1.0;6.0;1124;0;0;3
TestDocumentOutputStream;7.0;1.0;9.0;90;0;1;1
XSSFSimpleShape;157.0;2.0;37.0;1124;0;0;2
SharedFeature;0;0;0;1124;0;0;3
TestBiffDrawingToXml;2.0;2.0;6.0;28;1;1;2
ValueOperatorPtg;6.0;3.0;20.0;1124;0;0;2
FFDataBaseAbstractType;41.0;1.0;4.0;1124;0;0;3
XWPFStyles;41.0;2.0;11.0;1124;0;0;3
AdjustValue;2.0;2.0;4.0;1124;0;0;3
IntersectionPtg;8.0;3.0;8.0;1124;0;0;3
SLWTListing;12.0;1.0;8.0;1124;0;0;3
TestBasics;10.0;1.0;8.0;1124;0;0;3
TestExVideoContainer;3.0;1.0;6.0;1124;0;0;3
XSLFFontFacet;8.0;1.0;15.0;1124;0;0;2
SheetIterator;4.0;1.0;2.0;1124;0;0;3
ShapeVisitor;5.0;1.0;5.0;1124;0;0;3
DxLayout;0.0;1.0;1.0;1124;0;0;3
MissingRecordAwareHSSFListener;28.0;1.0;17.0;1124;0;1;2
XWPFFootnote;8.0;2.0;9.0;1124;0;0;3
XSLFTableRow;16.0;1.0;11.0;1124;0;0;3
XDDFSurfaceChartData;16.0;2.0;9.0;1124;0;0;3
TestIndirect;12.0;1.0;17.0;141;0;1;2
CollaboratingWorkbooksEnvironment;32.0;1.0;10.0;1124;0;0;3
POILogFactory;7.0;1.0;238.0;1124;0;1;2
TblPtg;8.0;3.0;6.0;1124;0;0;3
TestExternalFunctionFormulas;4.0;1.0;14.0;57;0;1;1
XSSFBCellRange;2.0;1.0;6.0;1124;0;0;3
TempFileRecordingSheetDataWriterWithDecorator;1.0;3.0;3.0;1124;0;0;3
EmfSetRop2;3.0;2.0;6.0;1124;0;0;3
BiffExtractor;6.0;2.0;5.0;1124;0;0;3
DataValidation;0;0;0;1124;0;1;1
GridsetRecord;13.0;4.0;10.0;1124;0;0;3
PatternFormatting;15.0;1.0;12.0;1124;0;0;3
OldSectionTable;4.0;2.0;11.0;1124;0;0;3
Paragraph;87.0;2.0;55.0;1124;0;0;2
TextAlign;0.0;0;3.0;1124;0;0;3
WmfSetWindowOrg;9.0;1.0;11.0;1124;0;0;3
HWPFDocFixture;4.0;1.0;19.0;1124;0;0;2
XSSFColor;50.0;2.0;42.0;1124;0;0;2
ConcatEval;5.0;2.0;10.0;1124;0;0;3
BoolErrRecord;29.0;5.0;12.0;1124;0;1;1
RichTextStringFormulaValue;4.0;2.0;4.0;1124;0;0;3
HSSFPolygon;24.0;3.0;32.0;1124;0;0;2
EmptyCellCommentsCheckType;0.0;0;1.0;1124;0;0;3
EscherSimpleProperty;14.0;2.0;32.0;1124;0;0;2
EmfArcTo;4.0;2.0;6.0;1124;0;0;3
TestTextBytesAtom;5.0;1.0;3.0;1124;0;0;3
XDDFNoFillProperties;3.0;1.0;4.0;1124;0;0;3
TestBugs;100.0;1.0;77.0;2437;0;1;2
DocumentFactoryHelper;9.0;1.0;9.0;1124;0;0;3
TestShapeGroup;7.0;1.0;19.0;204;0;1;2
TestDocumentAtom;6.0;1.0;3.0;1124;0;0;3
Mdeterm;5.0;3.0;10.0;1124;0;0;3
EvaluationListener;9.0;1.0;8.0;46;1;0;1
Hyperlinks;1.0;1.0;12.0;1124;0;0;3
POIXMLRelation;13.0;1.0;72.0;1124;0;0;2
ConvertAnchor;2.0;1.0;8.0;1124;0;1;1
HyperlinkProperty;2.0;2.0;2.0;1124;0;0;3
CHPX;8.0;3.0;13.0;1124;0;0;3
PanoseFamily;0.0;0;1.0;1124;0;0;3
VBAMacroReader;105.0;1.0;27.0;1124;0;1;2
FieldIterator;34.0;1.0;1.0;1124;0;0;3
TestFormulaEvaluatorDocs;9.0;1.0;12.0;82;0;0;0
TestXSSFFormulaParser;27.0;1.0;40.0;1124;0;0;2
TestNonStandardWorkbookStreamNames;5.0;1.0;6.0;86;0;1;1
TestXSSFBSheetHyperlinkManager;1.0;1.0;7.0;1124;0;0;3
TestHSSFBorderStyle;1.0;2.0;2.0;8;0;0;0
XDDFBarChartData;34.0;2.0;19.0;1124;0;0;2
TestXWPFEndnote;5.0;1.0;9.0;1124;0;0;3
TestPackageCoreProperties;13.0;1.0;18.0;1124;0;0;2
Line;0;0;0;1124;0;0;3
OfficeDrawings;0;0;0;1124;0;0;3
BoolPtg;12.0;3.0;9.0;1124;0;0;3
TestRVA;13.0;1.0;13.0;86;0;1;1
EscherDelayStm;1.0;3.0;4.0;1124;0;0;3
XDDFPositiveSize2D;7.0;1.0;1.0;1124;0;0;3
OfficeDrawingsImpl;57.0;1.0;23.0;1124;0;0;2
PivotTableReferenceConfigurator;0;0;0;1124;0;0;3
OperationEvaluatorFactory;16.0;1.0;43.0;1124;0;0;2
RecipientChunksSorter;1.0;1.0;4.0;1124;0;0;3
BorderStyle;4.0;0;44.0;1124;0;1;2
GenericPropertyNode;6.0;2.0;21.0;1124;0;0;2
TestSlideOrdering;8.0;1.0;6.0;1124;0;0;3
ImReal;8.0;2.0;11.0;1124;0;0;3
WorkingWithBorders;1.0;1.0;8.0;1124;0;0;3
Threshold;23.0;1.0;20.0;1124;0;0;2
HemfModifyWorldTransformMode;4.0;0;1.0;1124;0;0;3
TestBugs;9.0;1.0;7.0;2437;0;1;1
BlockStore;0.0;1.0;7.0;1124;0;0;3
FFData;16.0;1.0;7.0;1124;0;0;3
SlideSize;0.0;0;1.0;1124;0;0;3
XSSFLineBreak;3.0;2.0;2.0;1124;0;0;3
XDDFTextBody;116.0;1.0;24.0;1124;0;0;2
HSSFExtendedColor;20.0;2.0;9.0;1124;0;0;3
AligningCells;3.0;1.0;9.0;1124;0;0;3
TestExtSSTRecord;2.0;1.0;7.0;140;0;1;1
XSLFFontInfo;34.0;1.0;8.0;1124;0;0;3
NoPropertySetStreamException;4.0;4.0;14.0;1124;0;0;3
AbortableCountingListener;3.0;2.0;3.0;19;0;0;0
Ref2DPtgBase;7.0;4.0;11.0;1124;0;0;3
WmfSetBkMode;6.0;1.0;11.0;1124;0;0;3
AppendableWriter;15.0;2.0;2.0;1124;0;0;3
