Class;WMC;DIT;CBO;LOC;CIC;CCC;Bug
DefaultFieldMatrixPreservingVisitor;4.0;1.0;6.0;31;1;0;1
SsDiffPow;1.0;1.0;4.0;345;0;0;3
RealMatrixFormatTest;2.0;2.0;1.0;345;0;0;3
MainStateJacobianWrapper;7.0;1.0;6.0;48;0;0;0
MultiDimensionMismatchException;6.0;6.0;5.0;64;0;0;0
SetVisitor;1.0;2.0;2.0;345;0;0;3
Incrementor;18.0;1.0;18.0;225;1;1;2
MultiStartMultivariateOptimizerTest;3.0;1.0;23.0;345;0;0;2
GaussNewtonOptimizerWithSVDTest;7.0;2.0;17.0;345;0;0;2
ExpansionMode;0.0;0;2.0;10;0;0;0
SubLine;12.0;1.0;13.0;116;1;1;2
AbstractRegion;74.0;1.0;40.0;428;1;0;2
Ackley;4.0;1.0;4.0;345;0;0;3
goodPercentile;4.0;1.0;4.0;345;0;0;3
Identity;3.0;1.0;6.0;24;1;0;1
FixedStepHandler;0;0;0;46;0;0;0
AbstractStepInterpolator;43.0;1.0;29.0;493;1;0;2
NullArgumentException;2.0;6.0;167.0;29;0;0;2
CanberraDistanceTest;3.0;1.0;2.0;345;0;0;3
HelicalValleyFunction;5.0;2.0;5.0;345;0;0;3
MicrosphereInterpolatingFunction;17.0;1.0;11.0;199;1;1;2
PointStatus;0.0;0;1.0;7;0;0;0
TTestTest;13.0;1.0;6.0;345;0;0;3
Sphere;2.0;1.0;3.0;345;0;0;3
LinearProblem;5.0;1.0;9.0;345;0;0;3
UnivariateInterpolator;0;0;0;19;1;0;1
PopulationSize;3.0;1.0;4.0;31;0;0;0
AbstractIntegerDistributionTest;6.0;1.0;2.0;345;0;0;3
MidpointFieldIntegrator;5.0;3.0;10.0;64;1;1;2
Preconditioner;0;0;0;25;1;1;2
Sphere;2.0;1.0;3.0;345;0;0;3
GillIntegrator;1.0;3.0;5.0;45;0;1;1
ComplexField;6.0;1.0;5.0;50;1;1;2
ChiSquareTest;34.0;1.0;18.0;535;0;1;2
MultiStartUnivariateOptimizer;21.0;3.0;13.0;184;1;0;1
ZeroException;2.0;7.0;31.0;24;0;0;2
ModelFunction;2.0;1.0;15.0;28;0;0;2
CMAESOptimizer;141.0;3.0;28.0;1312;1;1;2
QRSolverTest;11.0;1.0;10.0;345;0;0;3
UnivariateVectorFunction;0;0;0;13;1;0;1
GaussNewtonOptimizer;16.0;6.0;24.0;133;1;1;2
Parametric;3.0;1.0;10.0;100;1;0;1
UnivariateDifferentiableFunction;0;0;0;20;1;0;1
LevenbergMarquardtOptimizerTest;12.0;2.0;25.0;345;0;0;2
JacobianMatricesTest;22.0;1.0;19.0;345;0;0;2
Rosenbrock;3.0;1.0;2.0;345;0;0;3
Population;0;0;0;34;1;1;2
BinomialTestTest;3.0;1.0;4.0;345;0;0;3
WeightedEvaluation;0;0;0;34;1;0;1
LazyHolder;0.0;1.0;1.0;7;0;0;0
FieldMatrixImplTest;93.0;1.0;24.0;345;0;0;2
Vector1DFormatTest;2.0;2.0;1.0;345;0;0;3
KohonenTrainingTask;3.0;1.0;3.0;35;1;0;1
Model;2.0;1.0;2.0;345;1;1;2
Elli;4.0;1.0;5.0;345;0;0;3
FractionField;6.0;1.0;14.0;50;1;1;2
ArgUtilsTest;3.0;1.0;2.0;345;0;0;3
InverseHilbertMatrix;10.0;2.0;8.0;345;0;0;3
ListPopulationTest;25.0;1.0;8.0;345;0;0;3
InitializationCompletedMarkerException;1.0;4.0;2.0;10;0;0;0
NonSquareMatrixException;1.0;8.0;30.0;19;0;0;2
BinaryMutation;3.0;1.0;11.0;27;1;1;2
ErfTest;24.0;1.0;3.0;345;0;0;3
SimplexTableau;93.0;1.0;14.0;533;0;1;2
ShiftInfo;0.0;1.0;1.0;16;0;0;0
ReappearingEventTest;4.0;1.0;11.0;345;0;0;3
SynchronizedDescriptiveStatisticsTest;1.0;2.0;3.0;345;0;0;3
Array2DRowRealMatrix;78.0;3.0;67.0;471;1;1;2
FractionTest;29.0;1.0;7.0;345;0;0;3
BinomialDistribution;22.0;2.0;13.0;158;1;1;2
IncrementorTest;12.0;1.0;4.0;345;0;0;3
JacobianFunction;5.0;1.0;5.0;40;1;0;1
OffsetFeatureInitializer;2.0;1.0;3.0;345;0;0;3
GammaTest;44.0;1.0;6.0;345;0;0;3
Euclidean1D;5.0;1.0;29.0;63;1;1;2
OptimumImpl;10.0;1.0;6.0;62;1;0;1
KolmogorovSmirnovTest;126.0;1.0;31.0;1144;0;1;2
Embedding;0;0;0;39;1;0;1
Well512aTest;3.0;3.0;5.0;345;0;0;3
LexicographicComparator;9.0;1.0;6.0;76;0;0;0
JacobianMultivariateVectorOptimizer;6.0;4.0;10.0;86;1;0;1
StepNormalizerOutputTestBase;25.0;1.0;15.0;345;0;0;2
BrownDennisFunction;5.0;2.0;3.0;345;0;0;3
SubLimitAngle;6.0;2.0;8.0;38;1;0;1
StepInterpolatorTestUtils;10.0;1.0;30.0;345;0;0;2
TravellingSalesmanSolver;29.0;1.0;26.0;345;0;0;2
Rosen;2.0;1.0;3.0;345;0;0;3
BigFraction;119.0;2.0;27.0;1084;1;1;2
FastMathTest;282.0;1.0;11.0;345;0;0;2
Counter;6.0;1.0;6.0;345;1;1;2
BaseUnivariateSolver;0;0;0;112;1;0;1
FiniteDifferencesDifferentiatorTest;46.0;1.0;20.0;345;0;0;2
CurveFitter;9.0;1.0;17.0;186;1;1;2
Cannonball;9.0;1.0;3.0;345;0;0;3
UnivariatePeriodicInterpolatorTest;12.0;1.0;7.0;345;0;0;3
FieldVectorPreservingVisitor;0;0;0;33;0;0;0
IntervalTest;6.0;1.0;6.0;345;0;0;3
PolynomialFitter;3.0;2.0;5.0;84;0;0;0
NonMonotonicSequenceException;9.0;7.0;42.0;95;0;0;2
MapVisualization;0;0;0;13;1;0;1
IterationOrder;0.0;0;1.0;8;0;0;0
LinearProblem;7.0;1.0;11.0;345;0;0;3
InterpolatingMicrosphere2D;4.0;2.0;4.0;61;1;1;2
NotPositiveExceptionTest;1.0;1.0;3.0;345;0;0;3
BaseAbstractMultivariateOptimizer;35.0;1.0;33.0;268;1;0;2
GeometricDistributionTest;11.0;2.0;4.0;345;0;0;3
GaussNewtonOptimizerTest;7.0;2.0;13.0;345;0;0;3
ParameterJacobianProvider;0;0;0;25;1;0;1
ConvergenceChecker;0;0;0;36;1;0;1
LocalMaxCountExceededException;2.0;4.0;2.0;19;0;0;0
BicubicSplineInterpolatingFunction;32.0;1.0;12.0;381;1;1;2
RombergIntegratorTest;3.0;1.0;9.0;345;0;0;3
AdamsBashforthIntegratorTest;10.0;1.0;18.0;345;0;0;2
AbstractSimplex;39.0;1.0;17.0;289;1;0;2
ArrayFieldVector;127.0;1.0;29.0;1034;1;1;2
OpenIntToDoubleHashMapTest;41.0;1.0;3.0;345;0;0;3
GradientFunctionTest;7.0;1.0;3.0;345;0;0;3
Model;3.0;1.0;3.0;345;1;1;2
Vector;0;0;0;113;1;1;2
Decimal10;17.0;3.0;4.0;345;0;0;3
AbstractEvaluation;6.0;1.0;11.0;52;1;1;2
Atan;3.0;1.0;8.0;24;1;1;2
ParameterValidator;0;0;0;14;0;0;0
GumbelDistributionTest;6.0;2.0;3.0;345;0;0;3
Gaussian2D;4.0;1.0;4.0;345;0;0;3
Sin;3.0;1.0;34.0;24;1;1;2
LocalException;0.0;4.0;1.0;345;0;0;3
FastSineTransformer;11.0;1.0;15.0;140;1;1;2
PolynomialsUtils;24.0;1.0;8.0;356;1;1;2
Arc;12.0;1.0;15.0;94;0;1;2
AbstractUnivariateStatistic;16.0;1.0;31.0;220;1;1;2
MaxEvalCallback;1.0;1.0;3.0;14;0;0;0
OrderedCrossover;8.0;1.0;11.0;107;1;1;2
Decomposition;4.0;0;17.0;104;1;1;2
IntegerDistributionAbstractTest;40.0;1.0;13.0;345;0;0;3
ManhattanDistance;1.0;1.0;4.0;14;1;1;2
NeuronIdentifierComparator;3.0;1.0;2.0;18;0;0;0
PropertiesComputer;15.0;1.0;13.0;117;1;1;2
BitsStreamGeneratorTest;2.0;3.0;3.0;345;0;0;3
ArcsSetTest;39.0;1.0;20.0;345;0;0;2
DormandPrince54FieldStepInterpolatorTest;5.0;2.0;10.0;345;0;0;3
ConstantGenerator;13.0;1.0;3.0;345;0;0;3
ParameterConfiguration;4.0;1.0;3.0;39;0;0;0
LexicographicIterator;12.0;1.0;1.0;115;0;0;3
TricubicFunction;11.0;1.0;3.0;61;1;0;1
TestRandomGenerator;2.0;2.0;2.0;345;0;0;3
AdamsFieldStepInterpolator;8.0;2.0;12.0;143;1;1;2
LinearFullRankFunction;8.0;2.0;2.0;345;0;0;3
NoFeasibleSolutionException;1.0;6.0;4.0;17;0;0;0
NelderMeadSimplex;24.0;2.0;7.0;240;1;0;1
DstNormalization;0.0;0;2.0;37;0;0;0
Rastrigin;5.0;1.0;4.0;345;0;0;3
EquationsMapper;7.0;1.0;20.0;65;0;1;2
MaxTest;4.0;3.0;5.0;345;0;0;3
GaussianTest;15.0;1.0;9.0;345;0;0;3
MaxIterCallback;1.0;1.0;3.0;14;0;0;0
OnePointCrossover;6.0;1.0;13.0;93;1;1;2
MapUtilsTest;7.0;1.0;9.0;345;0;0;3
City;7.0;1.0;3.0;345;0;0;3
SchurTransformerTest;21.0;1.0;6.0;345;0;0;3
FitnessCachingTest;3.0;1.0;11.0;345;0;0;3
FourExtrema;2.0;1.0;3.0;345;0;0;3
DataAdapter;0.0;1.0;3.0;18;1;0;1
FieldExpandableODE;7.0;1.0;24.0;99;0;1;2
Parametric;5.0;1.0;10.0;100;1;0;1
AdamsFieldIntegratorAbstractTest;9.0;1.0;22.0;345;0;0;2
UncorrelatedRandomVectorGeneratorTest;5.0;1.0;8.0;345;0;0;3
MultivariateDifferentiableVectorMultiStartOptimizerTest;13.0;1.0;19.0;345;0;0;2
Solver;8.0;1.0;6.0;111;1;1;2
EulerFieldIntegratorTest;15.0;2.0;6.0;345;0;0;3
SecantSolver;10.0;3.0;6.0;98;1;1;2
ChebyquadFunction;8.0;2.0;4.0;345;0;0;3
GaussIntegrator;8.0;1.0;15.0;97;1;1;2
Fraction;70.0;2.0;28.0;584;1;1;2
RungeKuttaFieldStepInterpolatorAbstractTest;24.0;1.0;29.0;345;0;0;2
ClopperPearsonInterval;3.0;1.0;7.0;33;1;1;2
Vector1DFormat;11.0;2.0;7.0;96;1;1;2
ContinuedFraction;13.0;1.0;8.0;141;1;1;2
Point;0;0;0;22;1;1;2
StepProblem;8.0;1.0;6.0;345;0;0;3
UnivariateFunctionDifferentiator;0;0;0;11;1;0;1
ObjectiveFunctionGradient;2.0;1.0;5.0;23;0;0;0
Field;3.0;1.0;2.0;36;1;1;2
BicubicFunction;8.0;1.0;4.0;57;1;1;2
FourExtrema;2.0;1.0;3.0;345;0;0;3
IterationListener;0;0;0;34;0;0;0
PegasusSolver;4.0;4.0;7.0;61;0;0;0
FDistributionTest;13.0;2.0;4.0;345;0;0;3
ComplexUtils;5.0;1.0;8.0;59;0;1;1
FieldBracketingNthOrderBrentSolver;43.0;1.0;20.0;356;1;1;2
MaxCountExceededCallback;0;0;0;13;1;0;1
IntegerSequence;3.0;1.0;9.0;311;1;1;2
NotStrictlyPositiveExceptionTest;1.0;1.0;3.0;345;0;0;3
Asinh;3.0;1.0;6.0;24;1;1;2
UnboundedSolutionException;1.0;6.0;4.0;17;0;0;0
Sphere;2.0;1.0;3.0;345;0;0;3
BaseMultivariateSimpleBoundsOptimizer;0;0;0;44;1;0;1
BigRealField;6.0;1.0;5.0;50;1;1;2
KeplerHandler;5.0;1.0;11.0;345;0;0;3
SynchronizedRandomGenerator;12.0;1.0;2.0;91;1;0;1
GaussNewtonOptimizerTest;6.0;2.0;7.0;345;0;0;3
MultivariateFunctionMappingAdapterTest;4.0;1.0;7.0;345;0;0;3
BaseAbstractUnivariateIntegrator;17.0;1.0;28.0;228;1;1;2
CircleTransform;4.0;1.0;9.0;30;0;0;0
MatrixUtils;106.0;1.0;102.0;1004;1;1;2
Euclidean2D;5.0;1.0;37.0;42;1;1;2
NewtonRaphsonSolverTest;2.0;1.0;6.0;345;0;0;3
TreeBuilder;11.0;1.0;4.0;345;0;0;3
AbstractIntegerDistribution;25.0;1.0;27.0;207;1;1;2
HessenbergTransformerTest;25.0;1.0;6.0;345;0;0;3
AdaptiveStepsizeIntegrator;31.0;2.0;23.0;297;1;1;2
Osborne2Function;3.0;2.0;3.0;345;0;0;3
NakagamiDistributionTest;6.0;2.0;3.0;345;0;0;3
HilbertMatrix;8.0;2.0;6.0;345;0;0;3
BitRandom;2.0;2.0;1.0;345;0;0;3
Neuron;17.0;1.0;25.0;225;0;1;2
BesselJResult;3.0;1.0;3.0;49;0;0;0
NeighbourhoodSizeFunctionFactoryTest;9.0;1.0;4.0;345;0;0;3
BigFractionFieldTest;3.0;1.0;3.0;345;0;0;3
RealVectorChangingVisitor;0;0;0;38;0;0;0
KeplerHandler;5.0;1.0;5.0;345;0;0;3
SigmoidTest;9.0;1.0;6.0;345;0;0;3
ClusterEvaluator;10.0;1.0;10.0;84;1;0;1
SynchronizedMultivariateSummaryStatisticsTest;1.0;2.0;3.0;345;0;0;3
ModelFunctionJacobian;2.0;1.0;14.0;28;0;0;0
Parametric;5.0;1.0;6.0;100;1;0;1
BiQuadratic;10.0;1.0;2.0;345;0;0;3
UnmodifiableArrayRealVectorTest;2.0;2.0;3.0;345;0;0;3
DormandPrince54Integrator;6.0;4.0;9.0;115;1;1;2
RiddersSolver;13.0;3.0;6.0;113;1;1;2
SparseGradient;126.0;1.0;10.0;704;1;1;2
Sphere;2.0;1.0;3.0;345;0;0;3
LinearProblem;6.0;1.0;7.0;345;0;0;3
ClassicalRungeKuttaFieldIntegratorTest;15.0;2.0;6.0;345;0;0;3
EigenSolverTest;13.0;1.0;11.0;345;0;0;3
QuasiSigmoidDecayFunction;5.0;1.0;6.0;60;0;0;0
Rosen;2.0;1.0;3.0;345;0;0;3
TiesStrategy;0.0;0;4.0;30;0;0;0
OutOfRangeException;4.0;7.0;132.0;54;0;0;2
ThreeEighthesIntegratorTest;18.0;1.0;21.0;345;0;0;2
CloseIntegerPoint;7.0;1.0;3.0;345;0;0;3
EuclideanDistance;6.0;1.0;8.0;14;1;1;2
LearningFactorFunctionFactory;7.0;1.0;7.0;88;1;0;1
FractionFieldTest;3.0;1.0;3.0;345;0;0;3
Ceil;1.0;1.0;4.0;11;1;1;2
KthSelector;17.0;1.0;10.0;119;0;1;1
TheoreticalValuesFunction;8.0;1.0;9.0;55;0;0;0
SynchronizedSummaryStatistics;37.0;2.0;7.0;305;1;1;2
StepNormalizerMode;0.0;0;3.0;49;0;0;0
TrivariateGridInterpolator;0;0;0;30;1;0;1
ObjectiveFunction;2.0;1.0;13.0;23;1;1;2
PLYParser;31.0;1.0;6.0;345;0;0;3
PowellSingularFunction;2.0;2.0;4.0;345;0;0;3
EventState;34.0;1.0;18.0;335;1;1;2
NumberIsTooSmallExceptionTest;1.0;1.0;2.0;345;0;0;3
RealLinearOperator;2.0;1.0;13.0;84;1;0;1
Skewness;17.0;3.0;13.0;182;1;1;2
InsideFinder;24.0;1.0;8.0;115;0;0;1
SinCos;6.0;1.0;4.0;345;0;0;3
DBSCANClusterer;21.0;2.0;10.0;179;1;1;2
SimpleValueChecker;6.0;2.0;14.0;98;1;1;2
MultiStartMultivariateOptimizer;10.0;4.0;9.0;78;1;0;1
NordsieckStepInterpolator;28.0;2.0;9.0;223;1;1;2
ParameterGuesser;30.0;1.0;9.0;281;0;0;3
BaseRuleFactoryTest;3.0;1.0;2.0;345;0;0;3
FunctionUtilsTest;34.0;1.0;29.0;345;0;0;2
Combinations;9.0;1.0;8.0;352;1;1;2
SubLine;19.0;2.0;24.0;116;1;1;2
SubPlane;9.0;2.0;20.0;67;1;1;2
EmptyClusterStrategy;0.0;0;2.0;11;0;0;0
KolmogorovSmirnovTestTest;52.0;1.0;11.0;345;0;0;2
VariableStepHandler;7.0;1.0;4.0;345;0;0;3
PointStatus;0.0;0;1.0;7;0;0;0
SphericalCoordinates;13.0;1.0;4.0;309;0;1;1
Mapper;0;0;0;17;1;1;2
AbstractStorelessUnivariateStatistic;13.0;2.0;33.0;152;1;1;2
BarTransformer;1.0;1.0;3.0;345;0;0;3
RootsOfUnityTest;11.0;1.0;4.0;345;0;0;3
AnyMatrix;0;0;0;23;1;0;1
HypergeometricDistribution;32.0;2.0;12.0;292;1;1;2
DummyRandomKey;4.0;4.0;4.0;345;0;0;3
MaxIterCallback;1.0;1.0;3.0;14;0;0;0
SparseRealMatrixTest;38.0;1.0;17.0;345;0;0;2
AbstractRealDistributionTest;40.0;1.0;5.0;345;0;0;3
MultidimensionalCounter;18.0;1.0;7.0;255;1;1;2
Vector3D;59.0;1.0;60.0;484;1;1;2
Segment;4.0;1.0;4.0;39;0;1;1
Relationship;6.0;0;4.0;43;0;0;0
KMeansPlusPlusClustererTest;13.0;1.0;11.0;345;0;0;3
FastSineTransformerTest;36.0;2.0;13.0;345;0;0;3
SimplexOptimizer;17.0;2.0;16.0;192;1;0;2
StatisticalReferenceDataset;31.0;1.0;6.0;345;0;0;3
RootsOfUnity;15.0;1.0;7.0;168;0;1;1
MeyerFunction;6.0;2.0;3.0;345;0;0;3
FieldRotationDSTest;104.0;1.0;19.0;345;0;0;2
BisectionSolver;7.0;3.0;6.0;65;1;1;2
Solver;27.0;1.0;12.0;111;1;1;2
FirstOrderFieldDifferentialEquations;0;0;0;47;0;0;0
EventFilter;15.0;1.0;6.0;149;1;0;1
StatisticalSummaryValues;13.0;1.0;8.0;143;1;1;2
DormandPrince54FieldIntegrator;11.0;4.0;15.0;180;1;1;2
RunTest;2.0;1.0;1.0;345;0;0;3
DormandPrince853FieldIntegrator;12.0;4.0;18.0;369;1;1;2
VectorFormat;19.0;1.0;15.0;219;1;1;2
DescriptiveStatisticsTest;24.0;1.0;19.0;345;0;0;2
LocalException;0.0;4.0;2.0;345;0;0;3
FrenchRealVectorFormatTest;2.0;2.0;1.0;345;0;0;3
WeightedObservedPoint;4.0;1.0;16.0;52;0;0;2
DormandPrince853FieldIntegratorTest;13.0;2.0;6.0;345;0;0;3
EulerIntegrator;1.0;3.0;4.0;46;0;0;0
PivotSelectionRule;0.0;0;3.0;18;0;0;0
NelderMeadSimplex;24.0;2.0;8.0;240;1;0;1
TrapezoidIntegrator;12.0;2.0;11.0;131;1;1;2
MannWhitneyUTestTest;6.0;1.0;3.0;345;0;0;3
AdamsBashforthFieldIntegratorTest;8.0;2.0;9.0;345;0;0;3
Acos;3.0;1.0;8.0;24;1;1;2
Elli;4.0;1.0;5.0;345;0;0;3
StepInterpolator;0;0;0;146;1;1;2
MannWhitneyUTest;10.0;1.0;11.0;182;0;1;1
LinearFullRankFunction;4.0;2.0;4.0;345;0;0;3
S2Point;19.0;1.0;18.0;178;1;1;2
DiskGenerator;5.0;1.0;9.0;79;1;1;2
FieldStepInterpolator;0;0;0;48;1;1;2
BinomialDistributionTest;14.0;2.0;5.0;345;0;0;3
ThirdMoment;8.0;5.0;7.0;112;1;1;2
RealMatrixFormatAbstractTest;32.0;1.0;6.0;345;0;0;3
PolygonsSet;91.0;2.0;30.0;990;1;1;2
DifferentiableUnivariateMatrixFunction;0;0;0;16;0;0;0
ConnectableSegment;10.0;2.0;7.0;89;0;0;0
OutlineExtractor;8.0;1.0;9.0;196;1;1;2
S1PointTest;6.0;1.0;7.0;345;0;0;3
TricubicSplineInterpolatingFunction;40.0;1.0;10.0;361;1;1;2
PiecewiseBicubicSplineInterpolator;3.0;1.0;9.0;33;1;1;2
MatrixDimensionMismatchExceptionTest;1.0;1.0;1.0;345;0;0;3
WilcoxonSignedRankTestTest;3.0;1.0;5.0;345;0;0;3
GetVisitor;3.0;2.0;3.0;345;0;0;3
AbstractDifferentiableUnivariateSolver;4.0;2.0;6.0;55;1;0;1
LowerBoundMapper;3.0;1.0;3.0;21;0;0;0
ArcTest;6.0;1.0;7.0;345;0;0;3
TestFunction;5.0;1.0;3.0;345;0;0;3
RectangularCholeskyDecomposition;17.0;1.0;7.0;152;0;1;1
UnitSphereRandomVectorGeneratorTest;5.0;1.0;5.0;345;0;0;3
DifferenceMerger;6.0;1.0;7.0;41;0;0;0
NaNStrategy;0.0;0;10.0;31;0;0;0
Solver;25.0;1.0;13.0;111;1;1;2
PolyhedronsSet;56.0;2.0;30.0;600;1;1;2
GraggBulirschStoerStepInterpolatorTest;10.0;1.0;14.0;345;0;0;3
MultiDimensionalComplexMatrix;22.0;1.0;4.0;155;0;0;1
RotationConvention;0.0;0;10.0;57;0;0;0
SkewnessTest;3.0;3.0;4.0;345;0;0;3
ExponentialDistributionTest;12.0;2.0;6.0;345;0;0;3
Sigma;4.0;1.0;5.0;36;0;0;0
Box3DimensionalFunction;5.0;2.0;3.0;345;0;0;3
PerfectInterpolator;15.0;1.0;4.0;345;0;0;3
DormandPrince853FieldStepInterpolator;7.0;3.0;12.0;256;1;1;2
SemiVariance;21.0;2.0;9.0;307;1;1;2
LocalException;0.0;4.0;1.0;345;0;0;3
MultivariateFunctionMappingAdapter;13.0;1.0;11.0;241;1;1;2
PowellOptimizerTest;24.0;1.0;15.0;345;0;0;2
UnivariateVectorFunctionDifferentiator;0;0;0;11;1;0;1
UnivariatePointValuePair;3.0;1.0;10.0;44;0;0;0
SobolSequenceGeneratorTest;7.0;1.0;3.0;345;0;0;3
SimpleVectorValueCheckerTest;3.0;1.0;3.0;345;0;0;3
DP54SmallLastHandler;5.0;1.0;4.0;345;0;0;3
MathUnsupportedOperationException;5.0;5.0;33.0;45;1;0;2
BiQuadratic;10.0;1.0;2.0;345;0;0;3
Minus;3.0;1.0;5.0;24;1;0;1
Log10;3.0;1.0;7.0;24;1;1;2
QRDecompositionTest;21.0;1.0;9.0;345;0;0;3
TestException;0.0;4.0;1.0;345;0;0;3
NoBoundsMapper;2.0;1.0;2.0;11;0;0;0
LogNormalDistribution;29.0;2.0;10.0;310;1;1;2
HessenbergTransformer;33.0;1.0;9.0;185;0;1;1
UnivariateSolver;0;0;0;7;1;1;2
MultivariateNormalMixtureModelDistribution;1.0;3.0;4.0;345;0;0;3
AbstractRandomGenerator;21.0;1.0;5.0;234;1;1;2
SerializationProxy;2.0;1.0;1.0;30;0;0;0
VarianceTest;8.0;3.0;10.0;345;0;0;3
PolygonsSetTest;63.0;1.0;22.0;345;0;0;2
VerticalDirection;0.0;0;3.0;12;0;0;0
MullerSolver2;13.0;3.0;7.0;133;1;1;2
MultivariateFunctionPenaltyAdapter;11.0;1.0;7.0;156;1;1;2
ChiSquaredDistribution;16.0;2.0;9.0;158;1;0;1
FastHadamardTransformerTest;13.0;1.0;4.0;345;0;0;3
MinTest;4.0;3.0;5.0;345;0;0;3
ConjugateGradient;12.0;3.0;15.0;201;1;1;2
GetVisitor;3.0;2.0;3.0;345;0;0;3
RegulaFalsiSolverTest;4.0;2.0;7.0;345;0;0;3
WelzlEncloser3DTest;19.0;1.0;8.0;345;0;0;3
Elli;4.0;1.0;5.0;345;0;0;3
BracketingStep;2.0;1.0;1.0;31;0;0;0
SparseFieldVectorTest;69.0;1.0;13.0;345;0;0;2
DataTransferObject;2.0;1.0;2.0;29;0;0;0
Preconditioner;0;0;0;25;1;1;2
ArrayFieldVectorTest;69.0;1.0;13.0;345;0;0;2
PowellSingularFunction;3.0;2.0;3.0;345;0;0;3
FieldBracketingNthOrderBrentSolverTest;22.0;1.0;8.0;345;0;0;3
AdamsMoultonIntegratorTest;9.0;1.0;16.0;345;0;0;2
IllConditionedOperatorException;1.0;6.0;4.0;20;0;0;0
UnivariateDifferentiableMatrixFunction;0;0;0;17;1;0;1
RandomKeyMutation;2.0;1.0;10.0;25;1;1;2
Vector3DFormatAbstractTest;29.0;1.0;6.0;345;0;0;3
JacobiPreconditioner;13.0;2.0;9.0;105;1;1;2
MultivariateNormalDistributionTest;16.0;1.0;6.0;345;0;0;3
FractionConversionException;2.0;7.0;13.0;29;0;0;0
GaussianQuadratureAbstractTest;4.0;1.0;6.0;345;0;0;3
ThreeEighthesFieldStepInterpolatorTest;5.0;2.0;10.0;345;0;0;3
DimensionMismatchExceptionTest;1.0;1.0;2.0;345;0;0;3
PolynomialFitterTest;27.0;1.0;14.0;345;0;0;3
DfpField;57.0;1.0;17.0;609;1;0;2
SimplePointChecker;7.0;2.0;7.0;116;1;1;2
FieldDecompositionSolver;0;0;0;49;1;0;1
BardFunction;4.0;2.0;3.0;345;0;0;3
SimplePointCheckerTest;3.0;1.0;3.0;345;0;0;3
badPercentile;3.0;1.0;4.0;345;0;0;3
MathUtilsTest;31.0;1.0;10.0;345;0;0;3
RealTransformerAbstractTest;25.0;1.0;10.0;345;0;0;3
GammaDistribution;36.0;2.0;11.0;451;1;1;2
CholeskyDecomposition;17.0;1.0;14.0;257;1;1;2
KolmogorovSmirnovDistribution;29.0;1.0;14.0;276;0;1;1
FieldSecondaryEquations;0;0;0;48;0;0;0
SimpsonIntegrator;10.0;2.0;9.0;95;1;1;2
WatsonFunction;9.0;2.0;2.0;345;0;0;3
Line;25.0;1.0;21.0;484;1;1;2
RotationTest;85.0;1.0;11.0;345;0;0;2
BinomialConfidenceIntervalAbstractTest;7.0;1.0;7.0;345;0;0;3
NoBoundsMapper;3.0;1.0;2.0;11;0;0;0
FieldLUDecomposition;30.0;1.0;16.0;369;1;1;2
HighamHall54Integrator;7.0;4.0;7.0;96;1;1;2
Characterization;18.0;1.0;9.0;151;0;0;3
LegendreTest;2.0;1.0;6.0;345;0;0;3
ResizableDoubleArray;81.0;1.0;17.0;1108;1;1;2
Osborne2Function;5.0;2.0;3.0;345;0;0;3
FDistribution;24.0;2.0;12.0;277;1;1;2
PointVectorValuePairTest;3.0;1.0;4.0;345;0;0;3
NumberTransformer;0;0;0;17;1;0;1
LazyHolder;0.0;1.0;1.0;7;0;0;0
DenseWeightedEvaluation;4.0;2.0;6.0;38;1;0;1
GaussNewtonOptimizer;16.0;3.0;21.0;133;1;1;2
Vector1DTest;23.0;1.0;6.0;345;0;0;3
NotANumberException;1.0;7.0;15.0;15;0;0;2
LevyDistributionTest;7.0;2.0;4.0;345;0;0;3
Node;75.0;1.0;3.0;375;0;0;2
Encloser;0;0;0;13;1;0;1
LocalException;0.0;4.0;1.0;345;0;0;3
WilsonScoreIntervalTest;2.0;2.0;4.0;345;0;0;3
SimpleCurveFitterTest;2.0;1.0;9.0;345;0;0;3
FieldExpandableODETest;27.0;1.0;14.0;345;0;0;3
DiffPow;2.0;1.0;5.0;345;0;0;3
Multiply;1.0;1.0;3.0;11;1;0;1
LeastSquaresProblem;6.0;1.0;5.0;122;1;0;1
MultivariateMultiStartOptimizer;1.0;2.0;5.0;30;1;0;1
Split;15.0;1.0;1.0;51;0;0;0
BaseUnivariateOptimizer;0;0;0;62;1;0;1
StandardDeviationTest;6.0;3.0;9.0;345;0;0;3
GetVisitor;2.0;2.0;2.0;345;0;0;3
Rint;1.0;1.0;4.0;11;1;1;2
DummyFieldStepInterpolator;3.0;2.0;5.0;345;0;0;3
QuasiSigmoidDecayFunctionTest;4.0;1.0;3.0;345;0;0;3
PerfectStarter;4.0;2.0;11.0;345;0;0;3
StepFunction;7.0;1.0;10.0;68;1;1;2
SimplexTableauTest;9.0;1.0;7.0;345;0;0;3
SubIntervalsIterator;13.0;1.0;4.0;83;0;0;0
Precision;57.0;1.0;100.0;541;0;1;2
CentroidCluster;2.0;2.0;9.0;30;0;0;0
Exp;3.0;1.0;8.0;24;1;1;2
DifferentiableUnivariateFunction;0;0;0;15;1;0;1
RandomDataImpl;34.0;1.0;16.0;512;1;0;2
LevyDistribution;19.0;2.0;7.0;146;1;1;2
