Resource,JUC,JUC-TESTED,TEST-CLASS,Tested,DTTested,Qi,FANIN,CBO,DOIH,LOC,RFC,FANOUT,WMPC1,R-Qi,R-FANIN,R-CBO,R-DOIH,R-LOC,R-RFC,R-FANOUT,R-WMPC1
org.jfree.data.time.DateRange,71,1,2,1,1,0.828958015,2,2,2,32,33,2,7,128,127,97,150,72,132,109,73
org.jfree.data.time.Day,74,1,2,1,1,0.662835264,10,7,2,144,66,6,29,189,328,208,150,271,252,241,263
org.jfree.data.time.FixedMillisecond,31,1,2,1,1,0.761760248,6,2,2,92,49,2,23,156,273,97,150,213,204,109,240
org.jfree.data.time.Hour,58,1,2,1,1,0.436879314,3,4,2,157,71,4,35,250,195,146,150,283,258,189,291
org.jfree.data.time.Millisecond,65,1,2,1,1,0.312791122,4,4,2,116,55,4,26,280,238,146,150,245,226,189,249
org.jfree.data.time.Minute,44,1,2,1,1,0.335016542,2,5,2,163,72,5,33,274,127,167,150,287,261,222,278
org.jfree.data.time.Month,65,1,2,1,1,0.46241013,6,7,2,186,69,6,39,244,273,208,150,302,257,241,306
org.jfree.data.time.MovingAverage,17,1,2,1,1,0.117425696,1,9,1,180,43,7,37,309,43,239,1,296,184,258,299
org.jfree.data.time.Quarter,65,1,2,1,1,0.466977174,3,7,2,151,67,5,29,242,195,208,150,276,254,222,263
org.jfree.data.time.Second,50,1,2,1,1,0.308609544,2,6,2,133,64,5,29,282,127,191,150,254,246,222,263
org.jfree.data.time.SimpleTimePeriod,86,1,2,1,1,0.802457175,2,1,1,77,24,1,18,139,127,44,1,188,82,51,199
org.jfree.data.time.TimePeriodAnchor,20,1,2,1,1,0.942037753,2,1,1,44,17,1,11,51,127,44,1,110,37,51,133
org.jfree.data.time.TimePeriodValue,88,1,2,1,1,0.852259157,3,2,1,55,19,1,16,116,195,97,1,152,56,51,181
org.jfree.data.time.TimePeriodValues,59,1,2,1,1,0.06025232,6,7,2,242,72,4,54,322,273,208,150,335,261,189,344
org.jfree.data.time.TimePeriodValuesCollection,33,1,2,1,1,0.334815965,1,11,5,206,112,7,46,275,43,262,371,312,293,258,327
org.jfree.data.time.TimeSeries,73,1,2,1,1,0.008356983,10,9,2,394,97,5,88,352,328,239,150,372,284,222,382
org.jfree.data.time.TimeSeriesCollection,37,1,2,1,1,0.213904709,4,14,5,230,118,9,57,297,238,286,371,328,297,282,353
org.jfree.data.time.TimeSeriesDataItem,78,1,2,1,1,0.794018058,4,1,1,77,22,1,21,149,238,44,1,188,69,51,223
org.jfree.data.time.TimeTableXYDataset,35,1,2,1,1,0.066231782,5,10,5,185,115,8,49,319,259,250,371,300,294,273,332
org.jfree.data.time.Week,52,1,2,1,1,0.35524075,3,5,2,243,76,5,48,268,195,167,150,336,266,222,331
org.jfree.data.time.Year,60,1,2,1,1,0.689749455,6,6,2,105,54,4,22,176,273,191,150,229,224,189,235
org.jfree.data.xy.CategoryTableXYDataset,20,1,2,1,1,0.056402847,1,5,5,108,106,3,31,323,43,167,371,233,289,148,270
org.jfree.data.xy.DefaultOHLCDataset,11,1,2,1,1,0.628418799,1,3,4,101,81,2,28,201,43,121,330,223,272,109,261
org.jfree.data.xy.DefaultTableXYDataset,46,1,2,1,1,0.029974531,2,14,5,263,141,8,73,333,127,286,371,343,307,273,373
org.jfree.data.xy.IntervalXYDelegate,38,1,2,1,1,0.332944689,4,5,1,160,48,3,40,276,238,167,1,285,199,148,312
org.jfree.data.xy.MatrixSeries,82,1,2,1,1,0.320691215,7,0,2,63,38,0,17,277,291,1,150,167,165,1,188
org.jfree.data.xy.OHLCDataItem,22,1,2,1,1,0.834938621,1,1,1,77,25,1,18,124,43,44,1,188,91,51,199
org.jfree.data.xy.XYDataItem,80,1,2,1,1,0.807667504,4,1,1,75,24,0,19,136,238,44,1,184,82,1,211
org.jfree.data.xy.XYSeries,70,1,2,1,1,0.019093821,9,7,2,263,78,3,68,339,322,208,150,343,268,148,368
org.jfree.data.xy.XYSeriesCollection,25,1,2,1,1,0.157321729,3,11,5,145,115,5,40,304,195,262,371,272,294,222,312
org.jfree.chart.annotations.AbstractXYAnnotation,13,1,1,0,1,0.83632683,8,11,1,55,24,8,14,123,308,262,1,152,82,273,169
org.jfree.chart.annotations.XYPolygonAnnotation,0,0,0,0,0,0.359246321,7,22,2,120,48,13,21,267,291,327,150,247,199,313,223
org.jfree.chart.axis.AxisCollection,0,0,0,0,0,0.886603505,0,4,1,44,19,3,12,98,1,146,1,110,56,148,154
org.jfree.chart.axis.AxisState,0,0,0,0,0,0.828966641,10,3,1,56,23,2,17,127,328,121,1,155,77,109,188
org.jfree.chart.axis.CompassFormat,0,0,0,0,0,0.905908413,1,2,3,32,61,2,6,83,43,97,247,72,240,109,66
org.jfree.chart.axis.CyclicNumberAxis.CycleBoundTick,0,0,0,0,0,0.942320478,0,1,4,9,21,1,1,49,1,44,330,19,67,51,5
org.jfree.chart.axis.DateAxis.DefaultTimeline,0,0,0,0,0,0.896756056,0,1,1,35,27,1,11,87,1,44,1,82,105,51,133
org.jfree.chart.axis.ExtendedCategoryAxis,0,0,0,0,0,0.708403069,1,10,4,51,183,7,11,170,43,250,330,143,317,258,133
org.jfree.chart.axis.ModuloAxis,0,0,0,0,0,0.010515565,8,5,5,191,263,3,34,346,308,167,371,305,329,148,285
org.jfree.chart.axis.NumberTick,0,0,0,0,0,0.942320478,5,1,3,12,22,1,2,49,259,44,247,36,69,51,28
org.jfree.chart.axis.SegmentedTimeline.BaseTimelineSegmentRange,100,1,1,0,1,0.870901625,0,0,3,6,43,0,1,103,1,1,247,8,184,1,5
org.jfree.chart.axis.SegmentedTimeline.Segment,69,1,1,0,1,0.528266508,3,2,1,152,41,1,36,229,195,97,1,278,176,51,293
org.jfree.chart.axis.SegmentedTimeline.SegmentRange,17,1,1,0,1,0.611213618,4,1,2,50,47,0,11,207,238,44,150,136,196,1,133
org.jfree.chart.axis.StandardTickUnitSource,0,0,0,0,0,0.862363374,1,3,1,21,23,1,3,108,43,121,1,49,77,51,41
org.jfree.chart.axis.SymbolAxis,5,1,1,0,1,7.56E-04,14,30,5,401,301,18,67,374,357,366,371,377,338,354,365
org.jfree.chart.axis.Tick,38,1,1,0,1,0.852090392,3,2,1,62,20,1,16,117,195,97,1,165,62,51,181
org.jfree.chart.axis.TickUnit,33,1,1,0,1,0.872209103,8,0,1,47,19,0,13,102,308,1,1,123,56,1,164
org.jfree.chart.axis.TickUnits,22,1,1,0,1,0.820261367,3,6,1,66,34,2,15,131,195,191,1,171,140,109,176
org.jfree.chart.axis.ValueTick,33,1,1,0,1,0.672237491,6,1,2,25,20,1,6,183,273,44,150,57,62,51,66
org.jfree.chart.block.ArrangeParams,44,1,1,0,1,0.85361211,34,6,1,58,27,5,14,112,400,191,1,158,105,222,169
org.jfree.chart.block.ArrangeResult,77,1,1,0,1,0.854160005,44,2,1,46,24,2,13,110,404,97,1,117,82,109,164
org.jfree.chart.block.AttributedLabelBlock,11,1,1,0,1,0.489618947,2,23,2,75,97,14,13,236,127,333,150,184,284,323,164
org.jfree.chart.block.BlockPanel,0,0,0,0,0,0.862018428,1,20,5,54,476,13,8,109,43,314,371,149,400,313,89
org.jfree.chart.block.BlockParams,0,0,0,0,0,0.933358344,1,0,1,28,18,0,7,63,43,1,1,59,48,1,73
org.jfree.chart.block.BlockResult,67,1,1,0,1,0.970875644,6,1,1,12,14,1,3,29,273,44,1,36,12,51,41
org.jfree.chart.block.CenterArrangement,8,1,1,0,1,0.21122213,2,14,1,192,55,11,42,298,127,286,1,306,226,300,320
org.jfree.chart.block.CharterAttributedCharacterIterator,0,0,0,0,0,0.655778587,2,10,1,140,73,8,31,191,127,250,1,264,263,273,270
org.jfree.chart.block.ColorBlock,25,1,1,0,1,0.778807915,1,7,2,30,79,6,5,154,43,208,150,65,269,241,58
org.jfree.chart.block.LabelBlock,5,1,1,0,1,0.071707453,2,27,2,275,126,16,55,316,127,357,150,348,304,340,348
org.jfree.chart.block.LengthConstraintType,0,0,0,0,0,0.932802089,2,1,1,44,17,1,11,67,127,44,1,110,37,51,133
org.jfree.chart.block.Message,0,0,0,0,0,0.961357255,5,1,1,17,14,1,4,33,259,44,1,43,12,51,49
org.jfree.chart.ChartColor,0,0,0,0,0,0.980488274,0,0,2,67,40,0,2,21,1,1,150,174,172,1,28
org.jfree.chart.ChartFactory,59,1,1,0,1,4.29E-101,3,101,1,1044,176,56,129,411,195,411,1,406,315,411,398
org.jfree.chart.ChartFrame,0,0,0,0,0,0.547387512,1,3,6,20,445,2,4,221,43,121,404,48,396,109,49
org.jfree.chart.ChartMouseEvent,0,0,0,0,0,0.961357255,1,3,2,22,16,3,4,33,43,121,150,52,31,148,49
org.jfree.chart.ChartUtilities,0,0,0,0,0,1.17E-09,3,22,1,299,65,11,43,402,195,327,1,356,249,300,322
org.jfree.chart.ClipPath,0,0,0,0,0,0.699255976,2,14,1,155,46,7,32,173,127,286,1,281,192,258,274
org.jfree.chart.demo.BarChartDemo1,0,0,0,0,0,3.03E-11,1,20,7,85,483,9,4,406,43,314,408,202,401,282,49
org.jfree.chart.demo.PieChartDemo1,0,0,0,0,0,2.69E-04,1,10,7,41,472,5,5,378,43,250,408,102,399,222,58
org.jfree.chart.demo.TimeSeriesChartDemo1,0,0,0,0,0,2.51E-32,1,23,7,95,488,10,6,410,43,333,408,216,402,287,66
org.jfree.chart.DrawableLegendItem,0,0,0,0,0,0.813102399,1,4,1,64,27,4,17,134,43,146,1,169,105,189,188
org.jfree.chart.encoders.EncoderUtil,0,0,0,0,0,0.686083557,1,5,1,50,25,4,8,178,43,167,1,136,91,189,89
org.jfree.chart.encoders.ImageEncoderFactory,0,0,0,0,0,0.853149026,2,2,1,60,26,2,7,113,127,97,1,162,96,109,73
org.jfree.chart.encoders.KeypointPNGEncoderAdapter,0,0,0,0,0,0.914786315,0,4,1,36,27,4,9,80,1,146,1,84,105,189,102
org.jfree.chart.encoders.SunJPEGEncoderAdapter,0,0,0,0,0,0.887967883,1,7,1,31,27,4,9,93,43,208,1,68,105,189,102
org.jfree.chart.encoders.SunPNGEncoderAdapter,0,0,0,0,0,0.896759644,1,7,1,27,27,4,8,86,43,208,1,58,105,189,89
org.jfree.chart.entity.ChartEntity,26,1,1,0,1,0.644900016,16,12,1,165,50,8,40,196,369,274,1,289,211,273,312
org.jfree.chart.entity.XYAnnotationEntity,0,0,0,0,0,0.66898017,6,1,2,32,27,1,8,185,273,44,150,72,105,51,89
org.jfree.chart.event.AxisChangeEvent,50,1,1,0,1,0.961357255,9,1,3,10,18,1,2,33,322,44,247,28,48,51,28
org.jfree.chart.event.ChartChangeEvent,29,1,1,0,1,0.915146911,9,2,2,28,17,2,7,77,322,97,150,59,37,109,73
org.jfree.chart.event.ChartChangeEventType,0,0,0,0,0,0.932802089,1,1,1,44,17,1,11,67,43,44,1,110,37,51,133
org.jfree.chart.event.ChartProgressEvent,14,1,1,0,1,0.933358344,1,1,2,31,19,1,7,63,43,44,150,68,56,51,73
org.jfree.chart.event.PlotChangeEvent,50,1,1,0,1,0.961357255,18,1,3,10,18,1,2,33,376,44,247,28,48,51,28
org.jfree.chart.event.RendererChangeEvent,50,1,1,0,1,0.961357255,29,0,3,10,18,0,2,33,398,1,247,28,48,1,28
org.jfree.chart.event.TitleChangeEvent,50,1,1,0,1,0.961357255,6,1,3,10,18,1,2,33,273,44,247,28,48,51,28
org.jfree.chart.imagemap.DynamicDriveToolTipTagFragmentGenerator,0,0,0,0,0,0.970875644,0,0,1,17,13,0,3,29,1,1,1,43,2,1,41
org.jfree.chart.imagemap.ImageMapUtilities,0,0,0,0,0,0.541614362,2,11,1,75,35,7,10,224,127,262,1,184,152,258,119
org.jfree.chart.imagemap.OverLIBToolTipTagFragmentGenerator,0,0,0,0,0,0.990196078,0,0,1,7,13,0,1,5,1,1,1,14,2,1,5
org.jfree.chart.imagemap.StandardToolTipTagFragmentGenerator,0,0,0,0,0,0.990196078,0,0,1,6,13,0,1,5,1,1,1,8,2,1,5
org.jfree.chart.imagemap.StandardURLTagFragmentGenerator,0,0,0,0,0,0.990196078,0,0,1,6,13,0,1,5,1,1,1,8,2,1,5
org.jfree.chart.JFreeChartInfo,0,0,0,0,0,0.961072664,0,8,5,113,50,4,4,41,1,228,371,239,211,189,49
org.jfree.chart.labels.AbstractCategoryItemLabelGenerator,36,1,1,0,1,0.700238723,6,9,1,117,35,3,27,172,273,239,1,246,152,148,256
org.jfree.chart.labels.AbstractPieItemLabelGenerator,25,1,1,0,1,0.726532712,3,6,1,90,28,2,21,166,195,191,1,209,116,109,223
org.jfree.chart.labels.AbstractXYItemLabelGenerator,15,1,1,0,1,0.60862392,5,7,1,135,36,3,29,208,259,208,1,257,159,148,263
org.jfree.chart.labels.CustomXYToolTipGenerator,88,1,1,0,1,0.723972259,1,3,1,70,26,2,18,167,43,121,1,178,96,109,199
org.jfree.chart.labels.IntervalCategoryItemLabelGenerator,75,1,1,0,1,0.781833744,1,7,3,46,33,4,9,152,43,208,247,117,132,189,102
org.jfree.chart.labels.IntervalCategoryToolTipGenerator,25,1,1,0,1,0.781833744,2,7,3,46,31,4,9,152,127,208,247,117,126,189,102
org.jfree.chart.labels.MultipleXYSeriesLabelGenerator,0,0,0,0,0,0.819933262,1,8,1,82,35,4,17,132,43,228,1,199,152,189,188
org.jfree.chart.labels.StandardCategorySeriesLabelGenerator,0,0,0,0,0,0.870382593,2,3,1,44,20,1,11,104,127,121,1,110,62,51,133
org.jfree.chart.labels.StandardXYItemLabelGenerator,71,1,1,0,1,0.618536545,2,3,2,44,26,3,9,203,127,121,150,110,96,148,102
org.jfree.chart.labels.StandardXYSeriesLabelGenerator,0,0,0,0,0,0.84503326,2,5,1,58,27,3,14,119,127,167,1,158,105,148,169
org.jfree.chart.LegendRenderingOrder,0,0,0,0,0,0.942037753,1,1,1,36,15,1,9,51,43,44,1,84,17,51,102
org.jfree.chart.NestedGridArrangement,0,0,0,0,0,0.429586414,1,10,1,77,33,8,22,251,43,250,1,188,132,273,235
org.jfree.chart.NestedGridKey,80,1,1,0,1,0.905638452,2,0,1,28,15,0,7,84,127,1,1,59,17,1,73
org.jfree.chart.plot.CategoryPlotWrapper,0,0,0,0,0,6.82E-05,1,12,1,103,51,10,26,388,43,274,1,226,214,287,249
org.jfree.chart.plot.ContourPlotUtilities,0,0,0,0,0,0.869219122,0,3,1,7,13,2,1,107,1,121,1,14,2,109,5
org.jfree.chart.plot.CrosshairState,0,0,0,0,0,0.836492473,4,2,1,74,23,2,17,122,238,97,1,181,77,109,188
org.jfree.chart.plot.DatasetRenderingOrder,0,0,0,0,0,0.942037753,1,1,1,36,15,1,9,51,43,44,1,84,17,51,102
org.jfree.chart.plot.DialShape,0,0,0,0,0,0.942037753,1,1,1,38,15,1,10,51,43,44,1,94,17,51,119
org.jfree.chart.plot.JThermometer,0,0,0,0,0,0.009745177,1,19,5,127,511,10,33,348,43,310,371,252,405,287,278
org.jfree.chart.plot.Marker,45,1,1,0,1,0.54657129,10,15,1,207,52,10,55,223,328,296,1,313,217,287,348
org.jfree.chart.plot.PieLabelDistributor,0,0,0,0,0,0.423549906,2,4,1,122,38,2,30,252,127,146,1,249,165,109,269
org.jfree.chart.plot.PieLabelRecord,0,0,0,0,0,0.836994747,2,1,1,74,26,1,18,121,127,44,1,181,96,51,199
org.jfree.chart.plot.PiePlotState,0,0,0,0,0,0.805130807,3,2,2,77,33,2,21,137,195,97,150,188,132,109,223
org.jfree.chart.plot.PlotState,0,0,0,0,0,0.980488274,3,2,1,9,13,1,2,21,195,97,1,19,2,51,28
org.jfree.chart.plot.SeriesRenderingOrder,0,0,0,0,0,0.942037753,1,1,1,36,15,1,9,51,43,44,1,84,17,51,102
org.jfree.chart.plot.WaferMapPlot,0,0,0,0,0,0.03993851,3,28,3,225,168,20,34,330,195,360,247,322,312,367,285
org.jfree.chart.plot.XYPlotWrapper,0,0,0,0,0,0.024279823,7,11,2,101,92,10,25,334,291,262,150,223,280,287,247
org.jfree.chart.PolarChartPanel,0,0,0,0,0,0.192654803,2,8,6,101,566,6,18,302,127,228,404,223,410,241,199
org.jfree.chart.renderer.category.CategoryItemRendererState,0,0,0,0,0,0.942599515,14,1,2,21,17,1,5,47,357,44,150,49,37,51,58
org.jfree.chart.renderer.DefaultPolarItemRenderer,0,0,0,0,0,0.49191367,2,28,2,139,218,19,19,234,127,360,150,262,323,361,211
org.jfree.chart.renderer.NotOutlierException,0,0,0,0,0,0.990196078,0,0,3,5,22,0,1,5,1,1,247,4,69,1,5
org.jfree.chart.renderer.Outlier,0,0,0,0,0,0.694105636,4,1,1,49,24,1,12,175,238,44,1,131,82,51,154
org.jfree.chart.renderer.OutlierList,0,0,0,0,0,0.694383389,4,5,1,48,30,3,11,174,238,167,1,128,125,148,133
org.jfree.chart.renderer.OutlierListCollection,0,0,0,0,0,0.783530658,2,5,1,49,29,4,12,151,127,167,1,131,121,189,154
org.jfree.chart.renderer.RendererState,0,0,0,0,0,0.944675821,27,3,1,19,15,3,5,46,394,121,1,46,17,148,58
org.jfree.chart.renderer.WaferMapRenderer,0,0,0,0,0,0.366676188,3,16,2,188,198,11,45,263,195,301,150,303,319,300,325
org.jfree.chart.renderer.xy.CyclicXYItemRenderer,0,0,0,0,0,2.56E-04,1,12,4,249,385,15,36,379,43,274,330,338,361,333,293
org.jfree.chart.renderer.xy.CyclicXYItemRenderer.OverwriteDataSet,0,0,0,0,0,0.829039286,2,3,1,59,32,3,17,126,127,121,1,160,129,148,188
org.jfree.chart.renderer.xy.DefaultXYItemRenderer,0,0,0,0,0,1,0,0,4,4,389,0,0,1,1,1,330,1,366,1,1
org.jfree.chart.renderer.xy.StackedXYAreaRenderer.StackedXYAreaRendererState,0,0,0,0,0,0.906174883,1,4,3,34,21,4,8,82,43,146,247,79,67,189,89
org.jfree.chart.renderer.xy.StandardXYItemRenderer.State,0,0,0,0,0,0.951932184,1,2,3,13,15,2,3,42,43,97,247,40,17,109,41
org.jfree.chart.renderer.xy.XYAreaRenderer.XYAreaRendererState,0,0,0,0,0,0.970875644,1,3,3,9,14,3,1,29,43,121,247,19,12,148,5
org.jfree.chart.renderer.xy.XYBarRenderer.XYBarRendererState,0,0,0,0,0,0.951932184,2,1,3,12,15,1,3,42,127,44,247,36,17,51,41
org.jfree.chart.renderer.xy.XYItemRendererState,0,0,0,0,0,0.980488274,7,2,2,7,13,2,1,21,291,97,150,14,2,109,5
org.jfree.chart.renderer.xy.XYLine3DRenderer,0,0,0,0,0,0.660853718,2,5,4,66,408,3,14,190,127,167,330,171,374,148,169
org.jfree.chart.renderer.xy.XYLineAndShapeRenderer.State,0,0,0,0,0,0.951932184,1,2,3,13,15,2,3,42,43,97,247,40,17,109,41
org.jfree.chart.resources.JFreeChartResources,0,0,0,0,0,0.990196078,0,0,3,12,34,0,1,5,1,1,247,36,140,1,5
org.jfree.chart.servlet.ChartDeleter,0,0,0,0,0,0.933082042,2,5,1,28,27,4,7,66,127,167,1,59,105,189,73
org.jfree.chart.servlet.DisplayChart,0,0,0,0,0,0.777602259,0,9,3,50,61,7,11,155,1,239,247,136,240,258,133
org.jfree.chart.servlet.ServletUtilities,0,0,0,0,0,0.003240415,2,20,1,168,66,10,35,363,127,314,1,291,252,287,291
org.jfree.chart.StandardArrangement,0,0,0,0,0,0.464726613,2,23,1,194,64,18,39,243,127,333,1,307,246,354,306
org.jfree.chart.title.ACITextTitle,0,0,0,0,0,0.003727492,10,25,3,256,154,17,53,358,328,349,247,341,309,345,339
org.jfree.chart.ui.AxisPropertyEditPanel,0,0,0,0,0,0.343473034,4,26,5,196,518,13,27,273,238,353,371,308,408,313,256
org.jfree.chart.ui.ChartPropertyEditPanel,0,0,0,0,0,0.061833925,2,23,5,141,494,14,10,321,127,333,371,266,403,323,119
org.jfree.chart.ui.ColorBarPropertyEditPanel,0,0,0,0,0,0.152821468,3,18,7,96,514,8,10,305,195,308,408,217,406,273,119
org.jfree.chart.ui.GreyPalette,50,1,1,0,1,0.924026581,2,0,2,24,37,0,3,74,127,1,150,56,163,1,41
org.jfree.chart.ui.NumberAxisPropertyEditPanel,0,0,0,0,0,0.216479312,4,23,6,175,514,12,26,294,238,333,404,293,406,308,249
org.jfree.chart.ui.PaletteChooserPanel,0,0,0,0,0,0.924207772,1,7,5,15,460,3,2,73,43,208,371,42,397,148,28
org.jfree.chart.ui.PaletteSample,0,0,0,0,0,0.915011904,3,12,4,51,460,7,8,78,195,274,330,143,397,258,89
org.jfree.chart.ui.PlotPropertyEditPanel,0,0,0,0,0,0.124360713,2,38,5,376,533,26,68,307,127,385,371,369,409,385,368
org.jfree.chart.ui.RainbowPalette,0,0,0,0,0,0.942599515,4,0,2,112,38,0,2,47,238,1,150,236,165,1,28
org.jfree.chart.ui.TitlePropertyEditPanel,0,0,0,0,0,0.60681081,2,24,5,135,501,14,19,209,127,344,371,257,404,323,211
org.jfree.chart.urls.CustomPieURLGenerator,0,0,0,0,0,0.710783387,1,7,1,83,35,5,20,169,43,208,1,201,152,222,218
org.jfree.chart.urls.StandardXYZURLGenerator,0,0,0,0,0,0.980488274,0,2,2,6,16,1,1,21,1,97,150,8,31,51,5
org.jfree.chart.urls.TimeSeriesURLGenerator,0,0,0,0,0,0.961263013,0,4,1,33,20,2,6,40,1,146,1,76,62,109,66
org.jfree.data.category.CategoryToPieDataset,0,0,0,0,0,0.734556793,2,6,2,85,49,4,23,162,127,191,150,202,204,189,240
org.jfree.data.category.DefaultIntervalCategoryDataset,0,0,0,0,0,0.089827455,1,6,3,286,82,2,67,313,43,191,247,351,275,109,365
org.jfree.data.contour.DefaultContourDataset,0,0,0,0,0,0.444668604,3,4,5,210,94,3,55,249,195,146,371,315,282,148,348
org.jfree.data.contour.NonGridContourDataset,0,0,0,0,0,0.24206124,1,1,6,106,87,1,18,288,43,44,404,231,277,51,199
org.jfree.data.function.LineFunction2D,0,0,0,0,0,0.980488274,0,0,1,11,13,0,2,21,1,1,1,33,2,1,28
org.jfree.data.function.NormalDistributionFunction2D,0,0,0,0,0,0.961357255,0,0,1,19,17,0,4,33,1,1,1,46,37,1,49
org.jfree.data.function.PowerFunction2D,0,0,0,0,0,0.980488274,0,0,1,11,14,0,2,21,1,1,1,33,12,1,28
org.jfree.data.general.AbstractDataset,33,1,1,0,1,0.796451475,27,11,1,66,40,10,15,145,394,262,1,171,172,287,176
org.jfree.data.general.AbstractSeriesDataset,0,0,0,0,0,0.887967883,1,1,2,23,33,1,7,93,43,44,150,55,132,51,73
org.jfree.data.general.CombinedDataset,0,0,0,0,0,0.310310475,1,5,5,229,103,3,54,281,43,167,371,326,288,148,344
org.jfree.data.general.CombinedDataset.DatasetInfo,0,0,0,0,0,0.990196078,1,1,1,8,11,1,1,5,43,44,1,18,1,51,5
org.jfree.data.general.DatasetChangeEvent,50,1,1,0,1,0.980488274,18,1,2,10,14,1,2,21,376,44,150,28,12,51,28
org.jfree.data.general.DefaultValueDataset,14,1,1,0,1,0.844948757,4,2,2,39,34,0,11,120,238,97,150,99,140,1,133
org.jfree.data.general.Series,50,1,1,0,1,0.6866334,14,6,1,114,40,5,29,177,357,191,1,240,172,222,263
org.jfree.data.general.SeriesChangeEvent,100,1,1,0,1,0.990196078,2,0,2,6,13,0,1,5,127,1,150,8,2,1,5
org.jfree.data.general.SeriesException,100,1,1,0,1,0.990196078,2,0,4,6,22,0,1,5,127,1,330,8,69,1,5
org.jfree.data.general.SubSeriesDataset,0,0,0,0,0,0.632937049,2,0,5,150,93,0,36,199,127,1,371,274,281,1,293
org.jfree.data.general.WaferMapDataset,0,0,0,0,0,0.25549896,3,3,2,105,56,2,29,286,195,121,150,229,231,109,263
org.jfree.data.io.CSV,0,0,0,0,0,0.914876,1,7,1,89,28,6,16,79,43,208,1,207,116,241,181
org.jfree.data.jdbc.JDBCCategoryDataset,0,0,0,0,0,0.345956514,1,9,3,127,80,6,21,271,43,239,247,252,271,241,223
org.jfree.data.jdbc.JDBCPieDataset,0,0,0,0,0,0.524252554,1,9,3,93,65,6,14,230,43,239,247,214,249,241,169
org.jfree.data.jdbc.JDBCXYDataset,0,0,0,0,0,0.092967754,1,12,4,250,89,7,49,312,43,274,330,339,279,258,332
org.jfree.data.KeyedValueComparator,25,1,1,0,1,0.819900806,1,4,1,81,22,3,19,133,43,146,1,198,69,148,211
org.jfree.data.KeyedValueComparatorType,0,0,0,0,0,0.942037753,0,0,1,29,16,0,7,51,1,1,1,64,31,1,73
org.jfree.data.resources.DataPackageResources,0,0,0,0,0,0.990196078,0,0,3,9,34,0,1,5,1,1,247,19,140,1,5
org.jfree.data.resources.DataPackageResources_de,0,0,0,0,0,0.990196078,0,0,3,9,34,0,1,5,1,1,247,19,140,1,5
org.jfree.data.resources.DataPackageResources_es,0,0,0,0,0,0.990196078,0,0,3,9,34,0,1,5,1,1,247,19,140,1,5
org.jfree.data.resources.DataPackageResources_fr,0,0,0,0,0,0.990196078,0,0,3,9,34,0,1,5,1,1,247,19,140,1,5
org.jfree.data.resources.DataPackageResources_pl,0,0,0,0,0,0.990196078,0,0,3,9,34,0,1,5,1,1,247,19,140,1,5
org.jfree.data.resources.DataPackageResources_ru,0,0,0,0,0,0.990196078,0,0,3,9,34,0,1,5,1,1,247,19,140,1,5
org.jfree.data.statistics.DefaultBoxAndWhiskerXYDataset,0,0,0,0,0,0.586111518,1,5,4,175,99,4,41,214,43,167,330,293,287,189,318
org.jfree.data.statistics.HistogramType,0,0,0,0,0,0.932425123,1,1,1,47,17,1,12,72,43,44,1,123,37,51,154
org.jfree.data.time.DynamicTimeSeriesCollection,0,0,0,0,0,0.055954214,2,7,5,385,118,5,89,324,127,208,371,371,297,222,383
org.jfree.data.time.DynamicTimeSeriesCollection.ValueSequence,0,0,0,0,0,0.933175359,2,1,1,18,13,0,5,65,127,44,1,45,2,1,58
org.jfree.data.time.RegularTimePeriod,71,1,1,0,1,0.706366382,9,4,1,90,38,4,24,171,322,146,1,209,165,189,243
org.jfree.data.time.TimePeriodFormatException,100,1,1,0,1,0.990196078,4,0,5,5,22,0,1,5,238,1,371,4,69,1,5
org.jfree.data.time.TimeSeriesTableModel,0,0,0,0,0,0.651103814,1,5,2,115,53,3,26,194,43,167,150,243,218,148,249
org.jfree.data.UnknownKeyException,100,1,1,0,1,0.990196078,2,0,5,5,22,0,1,5,127,1,371,4,69,1,5
org.jfree.data.xml.CategoryDatasetHandler,0,0,0,0,0,0.66953416,1,6,3,40,61,5,9,184,43,191,247,100,240,222,102
org.jfree.data.xml.CategorySeriesHandler,0,0,0,0,0,0.799444962,3,8,2,50,64,7,9,144,195,228,150,136,246,258,102
org.jfree.data.xml.DatasetReader,0,0,0,0,0,0.8701267,1,14,1,48,26,11,4,105,43,286,1,128,96,300,49
org.jfree.data.xml.ItemHandler,0,0,0,0,0,0.801754637,4,7,2,56,59,7,11,142,238,208,150,155,237,258,133
org.jfree.data.xml.KeyHandler,0,0,0,0,0,0.888512804,2,5,2,46,62,4,9,91,127,167,150,117,243,189,102
org.jfree.data.xml.PieDatasetHandler,0,0,0,0,0,0.732650233,2,6,3,37,60,5,9,164,127,191,247,91,239,222,102
org.jfree.data.xml.RootHandler,0,0,0,0,0,0.87003444,7,3,2,34,55,2,10,106,291,121,150,79,226,109,119
org.jfree.data.xml.ValueHandler,0,0,0,0,0,0.883481209,3,4,2,53,62,4,10,99,195,146,150,147,243,189,119
org.jfree.data.xy.AbstractIntervalXYDataset,50,1,1,0,1,0.923845426,0,0,4,35,55,0,8,75,1,1,330,82,226,1,89
org.jfree.data.xy.AbstractXYDataset,67,1,1,0,1,0.951745558,1,1,3,22,43,1,5,45,43,44,247,52,184,51,58
