Resource,JUC,JUC-TESTED,TEST-CLASS,Tested,DTTested,Qi,FANIN,CBO,DOIH,LOC,RFC,FANOUT,WMPC1,R-Qi,R-FANIN,R-CBO,R-DOIH,R-LOC,R-RFC,R-FANOUT,R-WMPC1
org.jfree.data.xy.AbstractXYZDataset,0,0,0,0,0,0.980392157,0,0,4,11,46,0,2,28,1,1,330,33,192,1,28
org.jfree.data.xy.DefaultHighLowDataset,0,0,0,0,0,0.673565364,1,1,4,103,73,1,24,182,43,44,330,226,263,51,243
org.jfree.data.xy.DefaultWindDataset,0,0,0,0,0,0.681127605,1,6,4,85,67,3,18,179,43,191,330,202,254,148,199
org.jfree.data.xy.MatrixSeriesCollection,0,0,0,0,0,0.471464211,1,5,5,97,77,2,26,241,43,167,371,218,267,109,249
org.jfree.data.xy.NormalizedMatrixSeries,0,0,0,0,0,0.654480846,3,0,3,31,43,0,6,192,195,1,247,68,184,1,66
org.jfree.data.xy.WindDataItem,0,0,0,0,0,0.92365697,1,0,1,36,18,0,8,76,43,1,1,84,48,1,89
org.jfree.data.xy.XYBarDataset,9,1,1,0,1,0.85373974,0,1,5,50,67,1,13,111,1,44,371,136,254,51,164
org.jfree.data.xy.XYDatasetTableModel,0,0,0,0,0,0.828548517,1,5,2,61,51,2,17,129,43,167,150,163,214,109,188
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
