Class;WMC;DIT;CBO;LOC;CIC;CCC;Bug
Crosshair;57.0;1.0;11.0;610;0;1;2
ModuloAxis;40.0;4.0;7.0;361;1;1;2
XYBubbleRendererTest;6.0;1.0;9.0;182;0;0;3
StackedAreaChartTest;6.0;1.0;14.0;182;0;0;3
PinNeedle;9.0;2.0;3.0;86;1;0;1
LocalListener;1.0;1.0;3.0;182;0;0;3
ChartEntity;37.0;1.0;33.0;319;0;1;2
StandardXYItemRendererTest;7.0;1.0;17.0;182;0;0;2
AreaRendererTest;6.0;1.0;11.0;182;0;0;3
EntityCollection;0;0;0;57;1;1;2
MyRendererChangeListener;2.0;1.0;3.0;182;0;0;3
Values2D;0;0;0;29;1;1;2
LineUtils;14.0;1.0;6.0;117;0;1;1
CategoryLabelEntityTest;3.0;1.0;3.0;182;0;0;3
RangeTest;13.0;1.0;2.0;182;0;0;3
AbstractBlockTest;3.0;1.0;5.0;182;0;0;3
DefaultXYItemRenderer;0.0;4.0;2.0;10;0;0;0
LocalListener;1.0;1.0;3.0;182;0;0;3
DomainOrderTest;3.0;1.0;2.0;182;0;0;3
GridArrangement;51.0;1.0;8.0;370;1;0;2
ShipNeedleTest;3.0;1.0;2.0;182;0;0;3
SubCategoryAxisTest;5.0;1.0;7.0;182;0;0;3
RegressionTest;14.0;1.0;4.0;182;0;0;3
LCBLayout;28.0;1.0;7.0;202;1;0;1
EmptyBlockTest;3.0;1.0;3.0;182;0;0;3
PaintScaleLegendTest;4.0;1.0;7.0;182;0;0;3
OHLCItemTest;5.0;1.0;4.0;182;0;0;3
NormalDistributionFunction2DTest;4.0;1.0;2.0;182;0;0;3
XYSeriesCollection;80.0;5.0;51.0;630;1;1;2
PaintScale;0;0;0;37;1;1;2
XYStepChartTest;5.0;1.0;13.0;182;0;0;3
KeyedValue;0;0;0;16;1;1;2
Args;8.0;1.0;219.0;62;0;1;2
HighLowItemLabelGenerator;21.0;1.0;10.0;154;1;1;2
ChartPanelTest;17.0;1.0;12.0;182;0;0;3
CycleBoundTick;1.0;4.0;3.0;26;0;0;0
IntervalXYDelegate;40.0;1.0;14.0;390;1;1;2
StrokeMap;16.0;1.0;5.0;151;0;1;1
PolarPlotTest;8.0;1.0;13.0;182;0;0;3
DatasetUtilsTest;64.0;1.0;30.0;182;0;0;2
CategoryTableXYDatasetTest;6.0;1.0;5.0;182;0;0;3
KeyedObjects2D;56.0;1.0;8.0;426;0;1;2
HighLowRendererTest;6.0;1.0;8.0;182;0;0;3
TimeSeriesTableModel;26.0;2.0;5.0;201;1;0;1
LegendItemEntity;13.0;2.0;5.0;127;0;1;1
TimeTableXYDataset;49.0;5.0;14.0;500;1;1;2
XYShapeRenderer;53.0;3.0;23.0;499;1;1;2
LocalListener;1.0;1.0;3.0;182;0;0;3
ValueMarker;10.0;2.0;9.0;98;0;0;0
ChartEditorManager;4.0;1.0;6.0;43;0;1;1
SunJPEGEncoderAdapter;8.0;1.0;2.0;109;1;1;2
OHLCSeriesCollectionTest;9.0;1.0;10.0;182;0;0;3
XYAreaRenderer;68.0;3.0;29.0;588;1;1;2
DefaultKeyedValues2DTest;14.0;1.0;3.0;182;0;0;3
NumberTickUnitSource;39.0;1.0;6.0;176;1;1;2
CustomPieURLGenerator;20.0;1.0;5.0;154;1;0;1
CustomXYURLGeneratorTest;5.0;1.0;3.0;182;0;0;3
XYShapeAnnotation;21.0;3.0;15.0;211;1;1;2
LegendItemCollection;11.0;1.0;30.0;93;0;1;2
DefaultTableXYDataset;71.0;5.0;26.0;538;1;1;2
XYBoxAndWhiskerRenderer;65.0;3.0;25.0;662;1;1;2
BarPainter;0;0;0;43;1;1;2
StandardToolTipTagFragmentGeneratorTest;1.0;1.0;1.0;182;0;0;3
AxisCollection;10.0;1.0;5.0;83;0;1;1
JDBCXYDataset;47.0;4.0;7.0;424;1;0;1
AttrStringUtils;32.0;1.0;5.0;256;0;1;1
DatasetUtils;314.0;1.0;63.0;2081;0;1;2
GroupedStackedBarRenderer;32.0;5.0;23.0;279;1;1;2
LogarithmicAxisTest;10.0;1.0;5.0;182;0;0;3
MeterChartTest;1.0;1.0;5.0;182;0;0;3
ShortTextTitle;24.0;4.0;9.0;180;1;1;2
ItemLabelAnchor;32.0;1.0;10.0;210;0;0;3
DefaultChartEditor;11.0;5.0;12.0;179;1;1;2
StandardXYToolTipGenerator;11.0;2.0;20.0;130;1;1;2
CombinedDomainXYPlotTest;10.0;1.0;15.0;182;0;0;2
AbstractXYItemRendererTest;8.0;1.0;10.0;182;0;0;3
TimeSeriesCollection;72.0;5.0;23.0;629;1;1;2
AttributedStringUtils;9.0;1.0;2.0;56;0;1;1
DateTick;8.0;3.0;8.0;81;0;1;1
TimePeriodFormatException;1.0;5.0;7.0;14;0;0;0
DialPlot;80.0;2.0;29.0;698;1;1;2
XYDifferenceRenderer;92.0;3.0;27.0;991;1;1;2
TimeSeriesDataItemTest;3.0;1.0;3.0;182;0;0;3
XYStepRendererTest;7.0;1.0;9.0;182;0;0;3
Axis;151.0;1.0;57.0;1483;1;1;2
DefaultIntervalXYDatasetTest;17.0;1.0;4.0;182;0;0;3
StatisticalLineAndShapeRenderer;45.0;4.0;22.0;370;1;1;2
BlockBorder;19.0;1.0;9.0;166;1;1;2
MonthTest;35.0;1.0;7.0;182;0;0;1
XYImageAnnotation;22.0;3.0;13.0;228;1;1;2
WaterfallChartTest;5.0;1.0;11.0;182;0;0;3
LocalListener;1.0;1.0;3.0;182;0;0;3
UnitType;2.0;0;7.0;28;0;1;1
ImageMapUtils;23.0;1.0;13.0;199;0;1;1
Second;38.0;2.0;11.0;378;1;1;2
AxisLocationTest;3.0;1.0;2.0;182;0;0;3
YIntervalDataItem;8.0;2.0;4.0;68;0;0;0
HMSNumberFormatTest;1.0;1.0;1.0;182;0;0;3
XIntervalSeries;9.0;3.0;6.0;116;1;0;1
CustomCategoryURLGeneratorTest;5.0;1.0;3.0;182;0;0;3
PlumNeedle;8.0;2.0;3.0;77;1;0;1
NumberCellRenderer;4.0;6.0;1.0;45;1;0;1
IntervalXYToolTipGenerator;20.0;2.0;6.0;198;1;0;1
DatasetRenderingOrder;10.0;1.0;3.0;87;0;0;0
XYIntervalSeries;11.0;3.0;8.0;149;1;0;1
KeyedValues;0;0;0;54;1;1;2
CombinedRangeCategoryPlot;61.0;3.0;21.0;455;1;1;2
FlowArrangement;46.0;1.0;13.0;369;1;0;1
LineBorderTest;3.0;1.0;3.0;182;0;0;3
PeriodAxisLabelInfoTest;5.0;1.0;6.0;182;0;0;3
TitleChangeListener;0;0;0;13;1;0;1
TextMeasurer;0;0;0;16;1;1;2
XYAreaRenderer2;32.0;3.0;25.0;325;1;1;2
YWithXIntervalTest;3.0;1.0;2.0;182;0;0;3
LegendItemSource;0;0;0;13;1;0;1
JSONUtils;14.0;1.0;4.0;142;0;1;1
MultipleXYSeriesLabelGeneratorTest;5.0;1.0;3.0;182;0;0;3
StandardURLTagFragmentGenerator;2.0;1.0;4.0;24;1;0;1
PolarItemRenderer;0;0;0;148;1;1;2
PieLabelLinkStyle;11.0;1.0;4.0;87;0;0;0
DatasetChangeListener;0;0;0;12;1;0;1
MultiValueCategoryDataset;0;0;0;27;1;1;2
ApplicationFrame;9.0;6.0;0.0;83;1;0;1
LegendGraphic;72.0;2.0;16.0;617;1;1;2
YIntervalSeries;9.0;3.0;8.0;118;1;0;1
MonthConstants;0;0;0;29;0;0;0
ShapeUtils;58.0;1.0;32.0;500;0;1;2
PointerNeedle;11.0;2.0;3.0;98;1;0;1
DialPointer;14.0;2.0;9.0;525;1;1;2
SimpleHistogramBin;32.0;1.0;4.0;205;1;0;1
AxisSpaceTest;3.0;1.0;1.0;182;0;0;3
TickLabelEntityTest;3.0;1.0;3.0;182;0;0;3
CategoryTickTest;4.0;1.0;7.0;182;0;0;3
GroupedStackedBarRendererTest;6.0;1.0;11.0;182;0;0;3
Millisecond;36.0;2.0;8.0;370;1;1;2
CategoryItemRenderer;0;0;0;1404;1;1;2
DateTickTest;4.0;1.0;5.0;182;0;0;3
TimeSeriesChartTest;5.0;1.0;12.0;182;0;0;3
CategoryTextAnnotation;19.0;3.0;21.0;195;1;1;2
Outlier;17.0;1.0;5.0;150;1;0;1
CustomPieURLGeneratorTest;4.0;1.0;3.0;182;0;0;3
CategoryPlotTest;37.0;1.0;39.0;182;0;0;2
SeriesChangeEvent;1.0;2.0;14.0;15;0;0;0
FastScatterPlot;97.0;2.0;26.0;922;1;1;2
ChartPanel;287.0;5.0;31.0;2745;1;1;2
YIntervalSeriesTest;12.0;1.0;6.0;182;0;0;3
TickUnits;14.0;1.0;5.0;135;1;0;1
URLTagFragmentGenerator;0;0;0;18;1;0;1
ItemKey;0;0;0;13;1;1;2
EntityBlockResult;0;0;0;12;1;0;1
StackedAreaRenderer;40.0;4.0;18.0;386;1;1;2
MyDateAxis;2.0;4.0;3.0;182;0;0;3
ChartTransferable;13.0;1.0;2.0;201;1;0;1
JSONStreamAware;0;0;0;21;1;0;1
NumberTick;3.0;3.0;11.0;50;0;0;0
BlockContainer;25.0;2.0;25.0;202;1;1;2
StandardXYItemRenderer;91.0;3.0;34.0;829;1;1;2
CrosshairTest;5.0;1.0;5.0;182;0;0;3
Marker;56.0;1.0;28.0;550;0;1;2
IntervalXYZDataset;0;0;0;60;0;0;0
OutlierList;11.0;1.0;4.0;118;0;0;3
DefaultKeyedValueTest;5.0;1.0;2.0;182;0;0;3
StrokeMapTest;6.0;1.0;2.0;182;0;0;3
FixedMillisecond;24.0;2.0;3.0;221;1;0;1
CSV;16.0;1.0;2.0;140;0;0;3
StandardPieSectionLabelGeneratorTest;5.0;1.0;4.0;182;0;0;3
MultiplePiePlot;61.0;2.0;33.0;529;1;1;2
TimeTableXYDatasetTest;6.0;1.0;4.0;182;0;0;3
CompositeTitleTest;5.0;1.0;8.0;182;0;0;3
OHLCSeries;8.0;3.0;8.0;87;1;1;2
BoxAndWhiskerItemTest;2.0;1.0;2.0;182;0;0;3
PaintMapTest;7.0;1.0;2.0;182;0;0;3
PaintItem;11.0;1.0;3.0;89;0;0;0
CategorySeriesHandler;9.0;2.0;5.0;91;1;0;1
CrosshairState;27.0;1.0;35.0;308;0;0;2
XYSeriesLabelGenerator;0;0;0;20;1;1;2
TimeSeriesURLGenerator;17.0;1.0;6.0;148;1;1;2
AxisState;17.0;1.0;21.0;130;0;0;2
OverLIBToolTipTagFragmentGeneratorTest;1.0;1.0;1.0;182;0;0;3
HighLowRenderer;48.0;3.0;21.0;392;1;1;2
XYDataImageAnnotation;28.0;3.0;14.0;294;1;1;2
ModuloAxisTest;4.0;1.0;4.0;182;0;0;3
Title;35.0;2.0;30.0;341;1;1;2
ScatterRendererTest;12.0;1.0;7.0;182;0;0;3
SlidingGanttCategoryDataset;53.0;2.0;8.0;550;1;0;2
PieToolTipGenerator;0;0;0;17;1;0;1
PieSectionEntityTest;3.0;1.0;4.0;182;0;0;3
DialCapTest;4.0;1.0;4.0;182;0;0;3
XYCoordinateTest;4.0;1.0;2.0;182;0;0;3
DialLayerChangeEvent;2.0;3.0;17.0;27;0;0;2
GradientXYBarPainter;31.0;1.0;9.0;295;1;1;2
BorderArrangement;70.0;1.0;13.0;454;1;1;2
Drawable;0;0;0;13;1;0;1
Day;31.0;2.0;26.0;386;1;1;2
DefaultKeyedValuesDatasetTest;2.0;1.0;4.0;182;0;0;3
StackedXYBarRendererTest;7.0;1.0;14.0;182;0;0;3
State;1.0;4.0;4.0;60;1;0;1
DateRangeTest;4.0;1.0;3.0;182;0;0;3
EncoderUtil;8.0;1.0;3.0;134;0;1;1
Plot;154.0;1.0;100.0;1276;1;1;2
TextUtils;77.0;1.0;36.0;690;0;1;2
ValueAxisPlot;0;0;0;14;1;0;1
IntervalBarRenderer;19.0;4.0;19.0;170;1;0;2
BarRenderer;134.0;3.0;51.0;1173;1;1;2
JSONObject;14.0;3.0;3.0;147;1;1;2
MarkerTest;15.0;1.0;11.0;182;0;0;3
LayeredBarRendererTest;6.0;1.0;10.0;182;0;0;3
LegendItem;82.0;1.0;62.0;969;0;1;2
XYBoxAndWhiskerRendererTest;6.0;1.0;8.0;182;0;0;3
GradientPaintTransformType;12.0;1.0;10.0;95;0;0;0
CategoryURLGenerator;0;0;0;20;1;1;2
AbstractXYZDataset;2.0;4.0;4.0;24;1;0;1
RegularTimePeriod;24.0;1.0;42.0;318;1;1;2
CrosshairOverlay;83.0;2.0;17.0;507;1;1;2
ChartHints;1.0;1.0;3.0;58;1;0;1
StandardBarPainter;21.0;1.0;8.0;158;1;0;1
FontChooserPanel;15.0;5.0;3.0;143;0;1;1
DefaultKeyedValues2DDatasetTest;2.0;1.0;3.0;182;0;0;3
AbstractPieLabelDistributor;5.0;1.0;4.0;57;1;1;2
TextAnnotation;25.0;2.0;10.0;264;1;1;2
AbstractObjectList;28.0;1.0;17.0;202;1;1;2
StandardCategorySeriesLabelGenerator;10.0;1.0;9.0;102;1;1;2
IntervalXYDataset;0;0;0;101;1;1;2
LineNeedle;7.0;2.0;4.0;67;1;0;1
Vector;11.0;1.0;4.0;91;0;0;0
QuarterDateFormatTest;4.0;1.0;2.0;182;0;0;3
XYAreaRenderer2Test;7.0;1.0;11.0;182;0;0;3
CategoryLabelEntity;8.0;3.0;6.0;77;0;1;1
KeyedObjectsTest;10.0;1.0;4.0;182;0;0;3
DefaultDrawingSupplier;44.0;1.0;12.0;414;1;1;2
DefaultIntervalCategoryDataset;82.0;3.0;11.0;692;1;1;2
PieLabelDistributor;26.0;2.0;3.0;164;1;1;2
XYTitleAnnotation;36.0;3.0;26.0;298;1;1;2
DefaultPieDatasetTest;6.0;1.0;5.0;182;0;0;3
XYBarRendererTest;11.0;1.0;23.0;182;0;0;2
DefaultHeatMapDataset;32.0;2.0;5.0;264;1;1;2
CategoryDataset;0;0;0;10;1;1;2
ComparableObjectItem;14.0;1.0;20.0;129;1;1;2
XYAreaChartTest;5.0;1.0;12.0;182;0;0;3
CategoryLabelPositionTest;3.0;1.0;6.0;182;0;0;3
TimeSeriesCollectionTest;13.0;1.0;10.0;182;0;0;3
PlotRenderingInfoTest;3.0;1.0;3.0;182;0;0;3
TickUnit;16.0;1.0;15.0;136;1;1;2
CombinedRangeCategoryPlotTest;9.0;1.0;14.0;182;0;0;3
TaskSeriesCollection;65.0;3.0;16.0;592;1;1;2
IntervalXYDelegateTest;3.0;1.0;4.0;182;0;0;3
CategoryAnchorTest;3.0;1.0;2.0;182;0;0;3
DefaultPolarItemRendererTest;4.0;1.0;3.0;182;0;0;3
State;1.0;3.0;3.0;60;1;0;1
OHLC;13.0;1.0;3.0;106;0;1;1
LineNeedleTest;3.0;1.0;2.0;182;0;0;3
StandardDialRangeTest;4.0;1.0;4.0;182;0;0;3
OverLIBToolTipTagFragmentGenerator;2.0;1.0;5.0;26;1;1;2
XYPlot;623.0;2.0;130.0;4974;1;1;2
ChartFactory;140.0;1.0;126.0;1900;0;1;2
RootHandler;10.0;2.0;7.0;71;1;0;1
WindItemRenderer;3.0;3.0;14.0;105;1;0;1
ImageEncoderFactory;7.0;1.0;2.0;96;0;1;1
SymbolicXYItemLabelGenerator;12.0;1.0;10.0;111;1;0;1
DefaultKeyedValuesTest;18.0;1.0;4.0;182;0;0;3
XYLineAnnotation;21.0;3.0;16.0;216;1;1;2
CrosshairOverlayTest;3.0;1.0;3.0;182;0;0;3
Align;8.0;1.0;4.0;83;0;1;1
Key;5.0;2.0;1.0;34;1;1;2
ThermometerPlot;152.0;2.0;27.0;1393;1;1;2
VectorXYDataset;0;0;0;39;1;0;1
DefaultShadowGenerator;28.0;1.0;7.0;243;1;1;2
StandardPieURLGeneratorTest;4.0;1.0;4.0;182;0;0;3
PeriodAxisLabelInfo;26.0;1.0;8.0;268;0;1;1
AbstractXYItemLabelGenerator;31.0;1.0;17.0;274;1;1;2
ImageTitleTest;1.0;1.0;0.0;182;0;0;3
SubCategoryAxis;40.0;3.0;17.0;345;1;1;2
LocalListener;1.0;1.0;3.0;182;0;0;3
CloneUtils;6.0;1.0;6.0;58;0;1;1
ItemLabelAnchorTest;2.0;1.0;2.0;182;0;0;3
DynamicDriveToolTipTagFragmentGenerator;3.0;1.0;2.0;43;1;1;2
OHLCItem;11.0;2.0;6.0;93;0;0;0
VectorRendererTest;5.0;1.0;4.0;182;0;0;3
RendererUtils;32.0;1.0;5.0;214;0;1;1
QuarterTest;36.0;1.0;5.0;182;0;0;1
Statistics;46.0;1.0;4.0;381;0;1;1
MiddlePinNeedleTest;3.0;1.0;2.0;182;0;0;3
StackedXYAreaRendererState;8.0;3.0;3.0;81;0;0;0
MatrixSeriesCollectionTest;4.0;1.0;5.0;182;0;0;3
XYTaskDatasetTest;3.0;1.0;5.0;182;0;0;3
Values;0;0;0;23;1;1;2
KeyedValues2D;0;0;0;65;1;1;2
CyclicNumberAxis;120.0;4.0;24.0;992;1;1;2
XYAreaRendererTest;7.0;1.0;12.0;182;0;0;3
ArrowNeedleTest;3.0;1.0;2.0;182;0;0;3
TextAnnotationTest;5.0;1.0;6.0;182;0;0;3
SimpleHistogramDatasetTest;5.0;1.0;3.0;182;0;0;3
MiddlePinNeedle;9.0;2.0;3.0;88;1;0;1
ChartChangeListener;0;0;0;16;1;0;1
AxisEntity;16.0;2.0;6.0;148;0;1;1
XYPolygonAnnotationTest;5.0;1.0;3.0;182;0;0;3
CategoryLineAnnotationTest;5.0;1.0;3.0;182;0;0;3
DeviationStepRenderer;31.0;5.0;17.0;235;1;0;2
AbstractPieItemLabelGenerator;20.0;1.0;10.0;170;1;1;2
PieChart3DTest;4.0;1.0;6.0;182;0;0;3
PieDatasetHandler;9.0;3.0;6.0;76;1;0;1
State;5.0;3.0;3.0;60;1;0;1
WaferMapPlot;32.0;2.0;15.0;323;1;1;2
LocalListener;1.0;1.0;3.0;182;0;0;3
CategorySeriesLabelGenerator;0;0;0;19;1;1;2
WindNeedle;8.0;3.0;4.0;68;1;0;1
StandardGradientPaintTransformer;16.0;1.0;19.0;125;1;0;2
CategoryAxis;136.0;2.0;78.0;1275;1;1;2
YIntervalDataItemTest;4.0;1.0;3.0;182;0;0;3
AbstractIntervalXYDataset;8.0;4.0;19.0;79;1;0;2
RendererState;7.0;1.0;32.0;68;1;0;2
OHLCDataItem;17.0;1.0;6.0;143;1;1;2
AxisTest;4.0;1.0;5.0;182;0;0;3
NormalDistributionFunction2D;10.0;1.0;3.0;91;1;1;2
BoxAndWhiskerCalculator;19.0;1.0;5.0;162;0;1;1
LogarithmicAxis;114.0;4.0;13.0;904;1;1;2
StackedBarRendererTest;6.0;1.0;6.0;182;0;0;3
YIntervalSeriesCollection;26.0;5.0;12.0;287;1;1;2
XYSeriesCollectionTest;18.0;1.0;7.0;182;0;0;3
DefaultStatisticalCategoryDatasetTest;11.0;1.0;4.0;182;0;0;3
DialBackground;18.0;2.0;13.0;192;1;1;2
PlotChangeEvent;2.0;3.0;13.0;27;0;0;0
XYBarDatasetTest;4.0;1.0;4.0;182;0;0;3
KeyToGroupMapTest;8.0;1.0;2.0;182;0;0;3
PeriodAxisTest;8.0;1.0;15.0;182;0;0;2
MyPlotChangeListener;4.0;1.0;4.0;182;0;0;3
DateTickUnitType;15.0;1.0;4.0;114;0;1;1
Annotation;0;0;0;21;1;1;2
TestRenderer;1.0;4.0;3.0;182;0;0;3
IntervalCategoryToolTipGeneratorTest;6.0;1.0;5.0;182;0;0;3
XYPolygonAnnotation;29.0;3.0;16.0;269;1;1;2
WindItemRendererTest;5.0;1.0;5.0;182;0;0;3
DefaultIntervalXYDataset;38.0;5.0;10.0;491;1;0;1
LegendGraphicTest;5.0;1.0;5.0;182;0;0;3
BorderArrangementTest;6.0;1.0;11.0;182;0;0;3
AbstractDialLayerTest;3.0;1.0;4.0;182;0;0;3
Tick;14.0;1.0;16.0;117;0;1;2
StatisticalLineAndShapeRendererTest;8.0;1.0;11.0;182;0;0;3
BoxAndWhiskerItem;25.0;1.0;11.0;217;0;1;1
AbstractDialLayer;15.0;1.0;27.0;152;1;1;2
CategoryToPieDataset;39.0;2.0;14.0;258;1;1;2
CategoryCrosshairState;13.0;2.0;5.0;120;0;0;3
PiePlot3DTest;3.0;1.0;4.0;182;0;0;3
DefaultBoxAndWhiskerXYDataset;48.0;4.0;10.0;469;1;1;2
ImageMapUtilsTest;2.0;1.0;1.0;182;0;0;3
ShapeList;16.0;2.0;4.0;116;0;1;1
PolynomialFunction2D;8.0;1.0;5.0;77;1;1;2
LocalListener;1.0;1.0;3.0;182;0;0;3
OHLCTest;4.0;1.0;2.0;182;0;0;3
CandlestickRendererTest;7.0;1.0;8.0;182;0;0;3
StandardURLTagFragmentGeneratorTest;1.0;1.0;1.0;182;0;0;3
XYBarChartTest;5.0;1.0;14.0;182;0;0;3
StandardToolTipTagFragmentGenerator;2.0;1.0;4.0;24;1;1;2
DatasetReader;7.0;1.0;5.0;111;0;1;1
CategoryAnchor;10.0;1.0;7.0;77;0;0;0
HourTest;31.0;1.0;5.0;182;0;0;1
CategoryTableXYDataset;33.0;5.0;11.0;341;1;1;2
CategoryToolTipGenerator;0;0;0;24;1;0;1
DeviationStepRendererTest;5.0;1.0;6.0;182;0;0;3
XYItemEntity;13.0;2.0;9.0;115;0;0;3
TestIntervalCategoryDataset;41.0;2.0;6.0;182;0;0;1
SlidingGanttCategoryDatasetTest;3.0;1.0;5.0;182;0;0;3
YInterval;10.0;1.0;2.0;77;0;0;0
CategoryLabelPositions;21.0;1.0;10.0;324;0;1;1
DialShape;11.0;1.0;2.0;83;0;0;0
XYCoordinate;17.0;1.0;3.0;120;1;0;1
TimePeriodValue;17.0;1.0;6.0;130;0;1;1
SpiderWebPlotTest;5.0;1.0;11.0;182;0;0;3
XYBlockRendererTest;9.0;1.0;10.0;182;0;0;3
CombinedRangeXYPlotTest;9.0;1.0;15.0;182;0;0;2
SortOrder;2.0;0;9.0;28;0;0;0
AxisLabelLocation;11.0;1.0;2.0;89;0;0;0
TickUnitsTest;3.0;1.0;3.0;182;0;0;3
StandardXYZToolTipGenerator;17.0;3.0;10.0;180;1;1;2
BlockParams;7.0;1.0;3.0;85;1;0;1
SecondTest;26.0;1.0;7.0;182;0;0;1
DefaultBoxAndWhiskerXYDatasetTest;6.0;1.0;4.0;182;0;0;3
CategoryAnnotation;0;0;0;19;1;0;1
Layer;2.0;0;8.0;28;1;1;2
XYDomainInfo;0;0;0;20;1;0;1
PolarPlot;222.0;2.0;46.0;1873;1;1;2
SunPNGEncoderAdapter;6.0;1.0;3.0;75;1;1;2
ColumnArrangementTest;3.0;1.0;5.0;182;0;0;3
ComparableObjectSeries;49.0;2.0;23.0;370;1;1;2
MeterInterval;17.0;1.0;9.0;149;0;1;1
XYDataItem;22.0;1.0;5.0;201;1;1;2
DateRange;9.0;2.0;5.0;107;0;0;3
PointerNeedleTest;3.0;1.0;2.0;182;0;0;3
DefaultKeyedValue;13.0;1.0;6.0;109;1;1;2
Function2D;0;0;0;13;1;1;2
BlockResult;3.0;1.0;7.0;31;1;0;1
DefaultNumberAxisEditor;12.0;7.0;7.0;104;1;0;1
OHLCDataset;0;0;0;101;1;0;1
LegendItemTest;4.0;1.0;4.0;182;0;0;3
VectorDataItem;8.0;2.0;6.0;73;0;0;0
RangeType;11.0;1.0;3.0;85;0;0;0
XYBlockRenderer;42.0;3.0;21.0;363;1;1;2
Month;47.0;2.0;12.0;452;1;1;2
CategoryStepRenderer;28.0;3.0;18.0;270;1;0;2
CategoryRangeInfo;0;0;0;20;0;0;0
DateTitle;5.0;4.0;7.0;107;0;0;3
RingPlotTest;3.0;1.0;4.0;182;0;0;3
WaferMapDataset;29.0;2.0;5.0;234;0;0;3
ScatterRenderer;53.0;3.0;20.0;476;1;1;2
YIntervalRendererTest;6.0;1.0;18.0;182;0;0;2
Dataset;0;0;0;37;1;1;2
LabelBlock;34.0;2.0;20.0;338;1;1;2
PlotOrientation;12.0;1.0;103.0;104;0;0;2
CategoryPointerAnnotationTest;5.0;1.0;4.0;182;0;0;3
ObjectUtils;14.0;1.0;133.0;114;0;1;2
BoxAndWhiskerToolTipGeneratorTest;5.0;1.0;4.0;182;0;0;3
CenterTextMode;0.0;0;2.0;13;0;0;0
LegendTitle;63.0;3.0;37.0;540;1;1;2
TimePeriodValuesCollectionTest;6.0;1.0;8.0;182;0;0;3
DialLayer;0;0;0;64;1;1;2
ChartRenderingInfo;20.0;1.0;42.0;176;0;1;2
MultiplePiePlotTest;6.0;1.0;11.0;182;0;0;3
TitleTest;2.0;1.0;5.0;182;0;0;3
DeviationRenderer;28.0;4.0;20.0;291;1;0;2
SimpleHistogramDataset;41.0;5.0;11.0;400;1;1;2
XYIntervalSeriesCollection;29.0;5.0;12.0;316;1;1;2
StrokeChooserPanel;5.0;5.0;4.0;52;1;0;1
BoxAndWhiskerRenderer;101.0;3.0;27.0;962;1;1;2
XYInterval;14.0;1.0;2.0;108;0;0;3
DefaultXYZDataset;33.0;5.0;11.0;368;1;0;1
KeyedObjects;37.0;1.0;6.0;281;0;1;1
XIntervalDataItemTest;4.0;1.0;3.0;182;0;0;3
StandardCategoryURLGeneratorTest;4.0;1.0;4.0;182;0;0;3
LocalListener;1.0;1.0;3.0;182;0;0;3
XYZURLGenerator;0;0;0;19;1;0;1
DefaultWindDatasetTest;8.0;1.0;7.0;182;0;0;3
GradientPaintTransformer;0;0;0;17;1;0;1
NotOutlierException;1.0;3.0;0.0;14;0;0;0
StackedXYBarRenderer;43.0;4.0;24.0;334;1;1;2
MeterNeedleTest;1.0;1.0;2.0;182;0;0;3
PinNeedleTest;3.0;1.0;2.0;182;0;0;3
GridArrangementTest;19.0;1.0;9.0;182;0;0;3
GanttChartTest;9.0;1.0;14.0;182;0;0;3
ObjectList;5.0;2.0;5.0;57;1;1;2
KeyedValues2DItemKey;13.0;1.0;5.0;102;1;1;2
DynamicDriveToolTipTagFragmentGeneratorTest;1.0;1.0;1.0;182;0;0;3
PiePlotState;21.0;2.0;5.0;200;0;0;3
IntervalXYItemLabelGenerator;20.0;2.0;7.0;201;1;0;1
PeriodAxis;115.0;3.0;24.0;1030;1;1;2
YearTest;31.0;1.0;4.0;182;0;0;1
XYIntervalTest;3.0;1.0;2.0;182;0;0;3
StatisticalBarRenderer;54.0;4.0;23.0;458;1;1;2
VectorTest;4.0;1.0;2.0;182;0;0;3
CategoryToPieDatasetTest;6.0;1.0;5.0;182;0;0;3
KeyedValuesItemKey;8.0;1.0;2.0;59;1;1;2
UnknownKeyException;1.0;5.0;19.0;13;0;0;2
DefaultTableXYDatasetTest;6.0;1.0;7.0;182;0;0;3
DataPackageResources_de;1.0;3.0;0.0;19;1;0;1
MeterPlot;113.0;2.0;23.0;1060;1;1;2
ExtendedCategoryAxisTest;5.0;1.0;3.0;182;0;0;3
TextAnchor;31.0;1.0;50.0;255;0;0;2
CustomXYToolTipGenerator;18.0;1.0;4.0;128;1;0;1
XYBarPainter;0;0;0;43;1;1;2
DeviationRendererTest;5.0;1.0;5.0;182;0;0;3
NormalizedMatrixSeries;6.0;3.0;1.0;95;1;0;1
PieDataset;0;0;0;11;1;1;2
XYPlotTest;47.0;1.0;40.0;182;0;0;2
State;2.0;3.0;4.0;60;1;0;1
RectangleAnchor;22.0;0;29.0;113;0;1;2
AxisLocation;18.0;1.0;14.0;131;0;1;1
StringUtils;6.0;1.0;1.0;52;0;1;1
ChartProgressEvent;7.0;2.0;3.0;79;0;0;0
KeyedValues2DDataset;0;0;0;7;0;0;0
DialPlotTest;10.0;1.0;10.0;182;0;0;3
StackedBarChartTest;6.0;1.0;14.0;182;0;0;3
LogFormat;20.0;3.0;2.0;193;1;1;2
XYImageAnnotationTest;0.0;1.0;0.0;182;0;0;3
